period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,6614,1033,15.62
3_Month,0-9,21400,3893,18.19
6_Month,0-9,128859,47421,36.8
1_Year,0-9,1248767,540759,43.3
All,0-9,1713746,767006,44.76
1_Month,10-19,9965,2309,23.17
3_Month,10-19,29060,6135,21.11
6_Month,10-19,135709,48189,35.51
1_Year,10-19,1172185,577568,49.27
All,10-19,1630718,809013,49.61
1_Month,20-29,16269,2988,18.37
3_Month,20-29,43355,7444,17.17
6_Month,20-29,174756,60884,34.84
1_Year,20-29,1038282,426420,41.07
All,20-29,1474731,605147,41.03
1_Month,30-39,16097,3308,20.55
3_Month,30-39,42322,8975,21.21
6_Month,30-39,187166,75312,40.24
1_Year,30-39,1007490,469996,46.65
All,30-39,1373495,613751,44.69
1_Month,40-49,17212,3829,22.25
3_Month,40-49,43677,10196,23.34
6_Month,40-49,183771,77146,41.98
1_Year,40-49,919361,440381,47.9
All,40-49,1220304,557888,45.72
1_Month,50-59,18127,4070,22.45
3_Month,50-59,44366,10781,24.3
6_Month,50-59,171182,74277,43.39
1_Year,50-59,722520,318417,44.07
All,50-59,955909,398669,41.71
1_Month,60-69,20721,4703,22.7
3_Month,60-69,50810,13087,25.76
6_Month,60-69,181472,81935,45.15
1_Year,60-69,607790,252163,41.49
All,60-69,789828,304798,38.59
1_Month,70-79,22721,4702,20.69
3_Month,70-79,52154,13983,26.81
6_Month,70-79,160741,75415,46.92
1_Year,70-79,403161,169590,42.07
All,70-79,515358,197860,38.39
1_Month,80-89,18909,2359,12.48
3_Month,80-89,33429,6424,19.22
6_Month,80-89,79265,33067,41.72
1_Year,80-89,157741,68689,43.55
All,80-89,220165,83325,37.85
1_Month,90+,6826,650,9.52
3_Month,90+,11084,1655,14.93
6_Month,90+,22010,8167,37.11
1_Year,90+,37760,17036,45.12
All,90+,57640,21598,37.47
