section,female,male,period,order_period
0-9,"{'amount': 1, 'percentage': 0.2}","{'amount': 3, 'percentage': 0.6}",חודש אחרון,5
0-9,"{'amount': 7, 'percentage': 0.2}","{'amount': 8, 'percentage': 0.2}",שנה,2
0-9,"{'amount': 2, 'percentage': 0.2}","{'amount': 5, 'percentage': 0.5}",6 חודשים,3
0-9,"{'amount': 1, 'percentage': 0.1}","{'amount': 5, 'percentage': 0.6}",3 חודשים,4
0-9,"{'amount': 9, 'percentage': 0.2}","{'amount': 12, 'percentage': 0.3}",מתחילת קורונה,1
10-19,"{'amount': 13, 'percentage': 0.3}","{'amount': 17, 'percentage': 0.4}",מתחילת קורונה,1
10-19,"{'amount': 3, 'percentage': 0.6}","{'amount': 4, 'percentage': 0.8}",חודש אחרון,5
10-19,"{'amount': 4, 'percentage': 0.4}","{'amount': 6, 'percentage': 0.7}",3 חודשים,4
10-19,"{'amount': 5, 'percentage': 0.5}","{'amount': 6, 'percentage': 0.6}",6 חודשים,3
10-19,"{'amount': 10, 'percentage': 0.3}","{'amount': 14, 'percentage': 0.4}",שנה,2
20-29,"{'amount': 10, 'percentage': 1}","{'amount': 11, 'percentage': 1}",6 חודשים,3
20-29,"{'amount': 9, 'percentage': 1}","{'amount': 10, 'percentage': 1.1}",3 חודשים,4
20-29,"{'amount': 6, 'percentage': 1.2}","{'amount': 8, 'percentage': 1.5}",חודש אחרון,5
20-29,"{'amount': 46, 'percentage': 1}","{'amount': 40, 'percentage': 0.9}",מתחילת קורונה,1
20-29,"{'amount': 33, 'percentage': 1}","{'amount': 38, 'percentage': 1.1}",שנה,2
30-39,"{'amount': 68, 'percentage': 2}","{'amount': 53, 'percentage': 1.5}",שנה,2
30-39,"{'amount': 26, 'percentage': 2.5}","{'amount': 19, 'percentage': 1.8}",6 חודשים,3
30-39,"{'amount': 19, 'percentage': 2.1}","{'amount': 17, 'percentage': 1.9}",3 חודשים,4
30-39,"{'amount': 13, 'percentage': 2.5}","{'amount': 10, 'percentage': 1.9}",חודש אחרון,5
30-39,"{'amount': 84, 'percentage': 1.8}","{'amount': 75, 'percentage': 1.6}",מתחילת קורונה,1
40-49,"{'amount': 93, 'percentage': 2.7}","{'amount': 169, 'percentage': 4.9}",שנה,2
40-49,"{'amount': 32, 'percentage': 3.1}","{'amount': 71, 'percentage': 6.8}",6 חודשים,3
40-49,"{'amount': 31, 'percentage': 3.5}","{'amount': 53, 'percentage': 5.9}",3 חודשים,4
40-49,"{'amount': 24, 'percentage': 4.6}","{'amount': 40, 'percentage': 7.7}",חודש אחרון,5
40-49,"{'amount': 115, 'percentage': 2.5}","{'amount': 209, 'percentage': 4.5}",מתחילת קורונה,1
50-59,"{'amount': 64, 'percentage': 6.1}","{'amount': 113, 'percentage': 10.8}",6 חודשים,3
50-59,"{'amount': 48, 'percentage': 5.4}","{'amount': 83, 'percentage': 9.3}",3 חודשים,4
50-59,"{'amount': 161, 'percentage': 4.7}","{'amount': 346, 'percentage': 10}",שנה,2
50-59,"{'amount': 193, 'percentage': 4.2}","{'amount': 439, 'percentage': 9.5}",מתחילת קורונה,1
50-59,"{'amount': 32, 'percentage': 6.2}","{'amount': 62, 'percentage': 12}",חודש אחרון,5
60-69,"{'amount': 96, 'percentage': 10.7}","{'amount': 120, 'percentage': 13.4}",3 חודשים,4
60-69,"{'amount': 112, 'percentage': 10.7}","{'amount': 133, 'percentage': 12.7}",6 חודשים,3
60-69,"{'amount': 60, 'percentage': 11.6}","{'amount': 71, 'percentage': 13.7}",חודש אחרון,5
60-69,"{'amount': 381, 'percentage': 8.3}","{'amount': 745, 'percentage': 16.2}",מתחילת קורונה,1
60-69,"{'amount': 301, 'percentage': 8.7}","{'amount': 547, 'percentage': 15.8}",שנה,2
70-79,"{'amount': 51, 'percentage': 9.9}","{'amount': 62, 'percentage': 12}",חודש אחרון,5
70-79,"{'amount': 85, 'percentage': 9.5}","{'amount': 133, 'percentage': 14.8}",3 חודשים,4
70-79,"{'amount': 97, 'percentage': 9.2}","{'amount': 143, 'percentage': 13.6}",6 חודשים,3
70-79,"{'amount': 330, 'percentage': 9.5}","{'amount': 579, 'percentage': 16.7}",שנה,2
70-79,"{'amount': 431, 'percentage': 9.4}","{'amount': 805, 'percentage': 17.5}",מתחילת קורונה,1
80-89,"{'amount': 71, 'percentage': 7.9}","{'amount': 77, 'percentage': 8.6}",3 חודשים,4
80-89,"{'amount': 252, 'percentage': 7.3}","{'amount': 327, 'percentage': 9.5}",שנה,2
80-89,"{'amount': 78, 'percentage': 7.4}","{'amount': 90, 'percentage': 8.6}",6 חודשים,3
80-89,"{'amount': 29, 'percentage': 5.6}","{'amount': 27, 'percentage': 5.2}",חודש אחרון,5
80-89,"{'amount': 337, 'percentage': 7.3}","{'amount': 469, 'percentage': 10.2}",מתחילת קורונה,1
90+,"{'amount': 88, 'percentage': 1.9}","{'amount': 94, 'percentage': 2}",מתחילת קורונה,1
90+,"{'amount': 6, 'percentage': 1.2}","{'amount': 5, 'percentage': 1}",חודש אחרון,5
90+,"{'amount': 15, 'percentage': 1.7}","{'amount': 14, 'percentage': 1.6}",3 חודשים,4
90+,"{'amount': 17, 'percentage': 1.6}","{'amount': 15, 'percentage': 1.4}",6 חודשים,3
90+,"{'amount': 63, 'percentage': 1.8}","{'amount': 60, 'percentage': 1.7}",שנה,2
