period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,6865,1069,15.57
3_Month,0-9,20940,3814,18.21
6_Month,0-9,125033,47120,37.69
1_Year,0-9,1246823,540432,43.34
All,0-9,1713858,767075,44.76
1_Month,10-19,10439,2571,24.63
3_Month,10-19,28967,6361,21.96
6_Month,10-19,132027,48017,36.37
1_Year,10-19,1170298,577482,49.34
All,10-19,1630823,809223,49.62
1_Month,20-29,16700,3448,20.65
3_Month,20-29,43343,7791,17.98
6_Month,20-29,165540,61009,36.85
1_Year,20-29,1035312,426760,41.22
All,20-29,1475042,605522,41.05
1_Month,30-39,16388,3630,22.15
3_Month,30-39,42253,9206,21.79
6_Month,30-39,178342,75236,42.19
1_Year,30-39,1004616,470237,46.81
All,30-39,1373686,614093,44.7
1_Month,40-49,17577,4236,24.1
3_Month,40-49,43700,10510,24.05
6_Month,40-49,174877,77088,44.08
1_Year,40-49,916939,440731,48.07
All,40-49,1220499,558272,45.74
1_Month,50-59,18359,4387,23.9
3_Month,50-59,44464,11116,25
6_Month,50-59,162548,74215,45.66
1_Year,50-59,720417,318861,44.26
All,50-59,956100,399124,41.75
1_Month,60-69,20625,4956,24.03
3_Month,60-69,50944,13384,26.27
6_Month,60-69,174165,81886,47.02
1_Year,60-69,606336,252721,41.68
All,60-69,790053,305349,38.65
1_Month,70-79,22536,4988,22.13
3_Month,70-79,52394,14258,27.21
6_Month,70-79,156825,75411,48.09
1_Year,70-79,402539,170201,42.28
All,70-79,515679,198469,38.49
1_Month,80-89,18700,2550,13.64
3_Month,80-89,33673,6606,19.62
6_Month,80-89,78738,33221,42.19
1_Year,80-89,157754,69020,43.75
All,80-89,220389,83649,37.96
1_Month,90+,6781,713,10.51
3_Month,90+,11173,1701,15.22
6_Month,90+,21982,8233,37.45
1_Year,90+,37762,17131,45.37
All,90+,57709,21691,37.59
