gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,מתחילת קורונה,392304,11,7,0.1,28,0.5,99,0.4
זכר,0-9,6 חודשים,299185,11.8,5,0.2,19,1.1,60,0.7
זכר,0-9,חודש אחרון,141286,12.8,2,0.1,12,1.4,30,0.7
זכר,0-9,שנה,333529,11.9,5,0.1,21,0.8,76,0.6
זכר,0-9,3 חודשים,249952,11.2,4,0.2,14,1.3,41,0.8
נקבה,0-9,מתחילת קורונה,299772,8.4,4,0,14,0.2,64,0.2
נקבה,0-9,שנה,251608,9,3,0.1,11,0.4,54,0.4
נקבה,0-9,חודש אחרון,95900,8.7,0,0,7,0.8,24,0.6
נקבה,0-9,3 חודשים,179558,8.1,1,0.1,7,0.6,30,0.6
נקבה,0-9,6 חודשים,222735,8.8,1,0,7,0.4,41,0.5
זכר,10-19,3 חודשים,245949,11,1,0.1,8,0.7,22,0.4
זכר,10-19,6 חודשים,280109,11.1,2,0.1,13,0.7,32,0.4
זכר,10-19,מתחילת קורונה,397201,11.2,4,0,22,0.4,69,0.3
זכר,10-19,חודש אחרון,120213,10.9,1,0.1,8,0.9,15,0.4
זכר,10-19,שנה,308780,11,2,0,14,0.5,43,0.3
נקבה,10-19,6 חודשים,259949,10.3,2,0.1,12,0.7,25,0.3
נקבה,10-19,מתחילת קורונה,361621,10.2,6,0.1,19,0.3,62,0.2
נקבה,10-19,שנה,286517,10.2,3,0.1,15,0.6,39,0.3
נקבה,10-19,3 חודשים,225233,10.1,1,0.1,7,0.6,14,0.3
נקבה,10-19,חודש אחרון,101188,9.1,1,0.1,6,0.7,8,0.2
זכר,20-29,שנה,155047,5.5,13,0.3,36,1.3,130,1
זכר,20-29,6 חודשים,137079,5.4,6,0.2,21,1.2,71,0.8
זכר,20-29,חודש אחרון,52461,4.7,2,0.1,8,0.9,20,0.5
זכר,20-29,3 חודשים,120507,5.4,3,0.2,11,1,31,0.6
זכר,20-29,מתחילת קורונה,221486,6.2,25,0.2,51,0.9,209,0.8
נקבה,20-29,3 חודשים,183391,8.2,4,0.2,11,1,23,0.4
נקבה,20-29,חודש אחרון,81404,7.4,4,0.3,9,1,15,0.4
נקבה,20-29,6 חודשים,206156,8.2,6,0.2,14,0.8,76,0.9
נקבה,20-29,מתחילת קורונה,304427,8.6,20,0.2,55,1,248,0.9
נקבה,20-29,שנה,228828,8.2,8,0.2,24,0.9,129,1
זכר,30-39,מתחילת קורונה,208842,5.9,50,0.5,94,1.6,568,2.1
זכר,30-39,שנה,160018,5.7,29,0.7,55,2,283,2.2
זכר,30-39,חודש אחרון,63302,5.7,5,0.3,16,1.8,35,0.9
זכר,30-39,3 חודשים,126790,5.7,8,0.4,22,2,47,0.9
זכר,30-39,6 חודשים,143146,5.7,17,0.6,36,2,170,1.9
נקבה,30-39,מתחילת קורונה,299321,8.4,35,0.3,90,1.6,548,2
נקבה,30-39,חודש אחרון,99220,9,4,0.3,7,0.8,37,0.9
נקבה,30-39,שנה,243645,8.7,18,0.4,55,2,297,2.3
נקבה,30-39,6 חודשים,221510,8.8,13,0.4,27,1.5,168,1.9
נקבה,30-39,3 חודשים,196677,8.8,4,0.2,10,0.9,55,1
זכר,40-49,3 חודשים,118506,5.3,15,0.8,44,4.1,119,2.2
זכר,40-49,6 חודשים,130821,5.2,43,1.4,84,4.7,352,4
זכר,40-49,שנה,145304,5.2,65,1.5,138,5.1,614,4.7
זכר,40-49,חודש אחרון,59679,5.4,8,0.6,27,3.1,80,2
זכר,40-49,מתחילת קורונה,186545,5.2,114,1.1,238,4.2,1303,4.7
נקבה,40-49,שנה,210511,7.5,39,0.9,75,2.8,451,3.4
נקבה,40-49,6 חודשים,192620,7.6,19,0.6,45,2.5,259,3
נקבה,40-49,מתחילת קורונה,259922,7.3,74,0.7,138,2.4,891,3.2
נקבה,40-49,3 חודשים,176505,7.9,10,0.5,20,1.9,72,1.4
