period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Year,0-9,1506856,576498,38.26
1_Month,0-9,633357,272602,43.04
3_Month,0-9,1148367,434908,37.87
6_Month,0-9,1374699,530124,38.56
All,0-9,1664528,668891,40.19
1_Month,10-19,517378,257248,49.72
All,10-19,1573439,713377,45.34
1_Year,10-19,1380508,579882,42
6_Month,10-19,1244063,542001,43.57
3_Month,10-19,1046920,473313,45.21
All,20-29,1363530,493759,36.21
1_Year,20-29,1171546,379445,32.39
6_Month,20-29,1015870,349390,34.39
3_Month,20-29,800133,304891,38.11
1_Month,20-29,398584,157025,39.4
All,30-39,1256681,479436,38.15
1_Year,30-39,1100789,398648,36.21
6_Month,30-39,966481,370059,38.29
3_Month,30-39,781678,324521,41.52
1_Month,30-39,424055,186617,44.01
1_Month,40-49,399642,170784,42.73
3_Month,40-49,718929,295976,41.17
All,40-49,1112889,423346,38.04
1_Year,40-49,975968,352740,36.14
6_Month,40-49,865800,328096,37.9
1_Month,50-59,287357,110575,38.48
All,50-59,843645,277260,32.86
1_Year,50-59,727724,222007,30.51
6_Month,50-59,640173,205386,32.08
3_Month,50-59,521195,189511,36.36
All,60-69,677938,181509,26.77
1_Year,60-69,584435,144412,24.71
6_Month,60-69,512316,132570,25.88
1_Month,60-69,229066,69574,30.37
3_Month,60-69,415513,123933,29.83
3_Month,70-79,249385,62925,25.23
1_Month,70-79,137411,34662,25.23
6_Month,70-79,310562,67090,21.6
1_Year,70-79,359374,74032,20.6
All,70-79,419904,93602,22.29
All,80-89,181187,40440,22.32
1_Year,80-89,144301,30005,20.79
6_Month,80-89,120434,26712,22.18
3_Month,80-89,97554,24582,25.2
1_Month,80-89,57844,14221,24.59
1_Month,90+,15332,3776,24.63
3_Month,90+,24227,6530,26.95
6_Month,90+,29343,7096,24.18
1_Year,90+,35864,7995,22.29
All,90+,47822,11493,24.03
