gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,3 חודשים,18948,4.7,0,0,4,0.9,8,0.3,466,4
זכר,0-9,חודש אחרון,888,3,0,0,1,0.8,0,0,53,3.1
זכר,0-9,6 חודשים,45129,5.3,0,0,6,0.8,21,0.5,690,4
זכר,0-9,שנה,322705,9.5,4,0.1,23,1,77,0.7,2093,5.1
זכר,0-9,מתחילת קורונה,441729,9.6,7,0.1,34,0.5,124,0.4,3282,3.7
נקבה,0-9,3 חודשים,16638,4.1,0,0,1,0.2,9,0.3,345,3
נקבה,0-9,6 חודשים,37962,4.5,0,0,3,0.4,12,0.3,542,3.2
נקבה,0-9,חודש אחרון,1167,4,0,0,0,0,1,0.3,38,2.2
נקבה,0-9,שנה,259985,7.7,2,0,10,0.4,52,0.4,1683,4.1
נקבה,0-9,מתחילת קורונה,363188,7.9,5,0,17,0.3,78,0.2,2655,3
זכר,10-19,שנה,304812,9,5,0.1,16,0.7,38,0.3,528,1.3
זכר,10-19,3 חודשים,15259,3.8,0,0,1,0.2,4,0.1,105,0.9
זכר,10-19,חודש אחרון,985,3.4,0,0,1,0.8,0,0,11,0.6
זכר,10-19,6 חודשים,38545,4.6,0,0,1,0.1,5,0.1,151,0.9
זכר,10-19,מתחילת קורונה,439408,9.5,7,0.1,25,0.4,82,0.3,1080,1.2
נקבה,10-19,3 חודשים,16412,4,0,0,0,0,4,0.1,109,0.9
נקבה,10-19,חודש אחרון,1442,4.9,0,0,0,0,0,0,14,0.8
נקבה,10-19,6 חודשים,40058,4.7,1,0.1,2,0.3,8,0.2,173,1
נקבה,10-19,שנה,306234,9,4,0.1,13,0.6,27,0.2,576,1.4
נקבה,10-19,מתחילת קורונה,429735,9.3,8,0.1,23,0.4,81,0.3,1218,1.4
זכר,20-29,3 חודשים,18184,4.5,1,0.1,3,0.7,7,0.3,130,1.1
זכר,20-29,6 חודשים,39985,4.7,2,0.2,6,0.8,13,0.3,213,1.2
