period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,9909,2102,21.21
3_Month,0-9,81762,36467,44.6
6_Month,0-9,300229,87274,29.07
1_Year,0-9,1343276,570286,42.45
All,0-9,1711493,765872,44.75
1_Month,10-19,12290,2527,20.56
3_Month,10-19,81055,32129,39.64
6_Month,10-19,317141,83401,26.3
1_Year,10-19,1251069,597265,47.74
All,10-19,1628690,806941,49.55
1_Month,20-29,19071,2632,13.8
3_Month,20-29,109410,43588,39.84
6_Month,20-29,421388,101838,24.17
1_Year,20-29,1119687,434281,38.79
All,20-29,1470616,601941,40.93
1_Month,30-39,19228,3338,17.36
3_Month,30-39,124047,54449,43.89
6_Month,30-39,420811,123640,29.38
1_Year,30-39,1076219,478757,44.49
All,30-39,1370376,609993,44.51
1_Month,40-49,19831,3776,19.04
3_Month,40-49,121288,54428,44.88
6_Month,40-49,403063,121987,30.26
1_Year,40-49,973018,444767,45.71
All,40-49,1217433,553691,45.48
1_Month,50-59,19903,3788,19.03
3_Month,50-59,111846,51576,46.11
6_Month,50-59,358538,109242,30.47
1_Year,50-59,764115,317263,41.52
All,50-59,952669,393593,41.31
1_Month,60-69,22531,4486,19.91
3_Month,60-69,120868,56835,47.02
6_Month,60-69,333524,110849,33.24
1_Year,60-69,639226,247429,38.71
All,60-69,786099,297817,37.89
1_Month,70-79,22625,4620,20.42
3_Month,70-79,109765,51085,46.54
6_Month,70-79,246236,92408,37.53
1_Year,70-79,418478,162618,38.86
All,70-79,510368,189783,37.19
1_Month,80-89,15637,1967,12.58
3_Month,80-89,59505,23232,39.04
6_Month,80-89,101058,38365,37.96
1_Year,80-89,162882,65332,40.11
All,80-89,217245,79458,36.58
1_Month,90+,5332,488,9.15
3_Month,90+,17388,5919,34.04
6_Month,90+,25170,9266,36.81
1_Year,90+,38672,16217,41.93
All,90+,56522,20657,36.55
