gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,חודש אחרון,3483,4.2,0,0,3,1.3,4,0.4,163,3.8
זכר,0-9,3 חודשים,22837,4.6,0,0,5,1.1,9,0.3,479,4
זכר,0-9,6 חודשים,62999,6.1,0,0,10,1,27,0.6,888,4.5
זכר,0-9,שנה,356929,9.9,5,0.1,25,1,89,0.7,2274,5.1
זכר,0-9,מתחילת קורונה,441119,9.6,7,0.1,34,0.5,124,0.4,3254,3.7
נקבה,0-9,מתחילת קורונה,361885,7.9,5,0,17,0.3,78,0.2,2625,3
נקבה,0-9,חודש אחרון,2726,3.3,0,0,1,0.4,2,0.2,115,2.7
נקבה,0-9,3 חודשים,19434,3.9,0,0,1,0.2,9,0.3,372,3.1
נקבה,0-9,6 חודשים,51400,5,1,0.1,6,0.6,19,0.4,697,3.5
נקבה,0-9,שנה,289791,8,2,0,10,0.4,57,0.4,1826,4.1
זכר,10-19,מתחילת קורונה,438689,9.6,7,0.1,25,0.4,82,0.3,1076,1.2
זכר,10-19,חודש אחרון,2406,2.9,0,0,1,0.4,1,0.1,37,0.9
זכר,10-19,3 חודשים,20183,4.1,0,0,1,0.2,4,0.1,107,0.9
זכר,10-19,6 חודשים,55043,5.3,1,0.1,5,0.5,9,0.2,193,1
זכר,10-19,שנה,329012,9.1,5,0.1,16,0.6,43,0.3,592,1.3
נקבה,10-19,חודש אחרון,2506,3.1,0,0,0,0,0,0,28,0.6
נקבה,10-19,3 חודשים,20873,4.2,0,0,0,0,5,0.2,122,1
נקבה,10-19,6 חודשים,56420,5.4,1,0.1,3,0.3,11,0.2,208,1.1
נקבה,10-19,שנה,330284,9.2,4,0.1,15,0.6,33,0.2,656,1.5
נקבה,10-19,מתחילת קורונה,428171,9.4,8,0.1,23,0.4,81,0.3,1210,1.4
זכר,20-29,מתחילת קורונה,267902,5.9,25,0.2,57,0.9,250,0.8,1663,1.9
זכר,20-29,חודש אחרון,3797,4.6,1,0.4,2,0.9,6,0.5,52,1.2
זכר,20-29,6 חודשים,50587,4.9,2,0.1,7,0.7,19,0.4,250,1.3
זכר,20-29,3 חודשים,22125,4.5,1,0.1,3,0.7,9,0.3,140,1.2
זכר,20-29,שנה,188681,5.2,6,0.1,23,0.9,96,0.7,699,1.6
נקבה,20-29,מתחילת קורונה,379680,8.3,22,0.2,62,1,284,0.9,5399,6.2
נקבה,20-29,חודש אחרון,5094,6.2,0,0,2,0.9,6,0.5,165,3.8
נקבה,20-29,3 חודשים,30619,6.2,0,0,6,1.3,14,0.5,528,4.4
נקבה,20-29,6 חודשים,73334,7.1,0,0,6,0.6,18,0.4,873,4.4
נקבה,20-29,שנה,285583,7.9,8,0.2,24,0.9,107,0.8,2853,6.4
זכר,30-39,מתחילת קורונה,267809,5.9,53,0.5,106,1.6,640,2,2345,2.7
זכר,30-39,חודש אחרון,4580,5.6,0,0,2,0.9,5,0.5,55,1.3
זכר,30-39,6 חודשים,62721,6.1,4,0.3,21,2.1,32,0.7,325,1.7
זכר,30-39,3 חודשים,27712,5.6,0,0,3,0.7,13,0.5,180,1.5
זכר,30-39,שנה,206661,5.7,23,0.5,49,1.9,211,1.5,969,2.2
נקבה,30-39,חודש אחרון,6151,7.5,1,0.4,5,2.2,3,0.3,157,3.6
נקבה,30-39,3 חודשים,37952,7.7,2,0.3,9,2,9,0.3,515,4.3
נקבה,30-39,6 חודשים,86706,8.4,4,0.3,17,1.7,27,0.6,926,4.7
נקבה,30-39,שנה,313028,8.7,17,0.4,41,1.6,198,1.5,2937,6.5
נקבה,30-39,מתחילת קורונה,386566,8.4,40,0.3,112,1.7,600,1.9,5459,6.3
זכר,40-49,מתחילת קורונה,242359,5.3,124,1.1,270,4.2,1432,4.5,3721,4.3
זכר,40-49,חודש אחרון,4391,5.3,0,0,3,1.3,10,0.9,79,1.8
זכר,40-49,6 חודשים,59456,5.7,9,0.6,26,2.6,69,1.4,401,2
זכר,40-49,3 חודשים,26844,5.4,4,0.6,10,2.2,32,1.1,246,2.1
זכר,40-49,שנה,190331,5.3,54,1.1,105,4.1,438,3.2,1326,3
נקבה,40-49,חודש אחרון,6090,7.4,1,0.4,2,0.9,9,0.8,82,1.9
נקבה,40-49,3 חודשים,39293,8,3,0.4,5,1.1,22,0.8,241,2
נקבה,40-49,6 חודשים,86721,8.4,5,0.3,11,1.1,43,0.9,432,2.2
נקבה,40-49,שנה,283247,7.9,24,0.5,54,2.1,326,2.4,1507,3.4
נקבה,40-49,מתחילת קורונה,347293,7.6,79,0.7,142,2.2,983,3.1,3688,4.2
זכר,50-59,חודש אחרון,4054,4.9,4,1.7,14,6.1,35,3.2,148,3.4
זכר,50-59,3 חודשים,24367,4.9,11,1.6,21,4.7,77,2.7,405,3.4
זכר,50-59,6 חודשים,48774,4.7,36,2.4,64,6.4,153,3.1,740,3.8
זכר,50-59,שנה,131614,3.7,140,3,198,7.6,721,5.3,1951,4.3
זכר,50-59,מתחילת קורונה,169809,3.7,398,3.4,564,8.8,2299,7.3,5145,5.9
נקבה,50-59,חודש אחרון,6318,7.7,1,0.4,8,3.5,18,1.6,109,2.5
נקבה,50-59,3 חודשים,38362,7.8,3,0.4,15,3.3,59,2.1,317,2.6
נקבה,50-59,6 חודשים,76536,7.4,12,0.8,28,2.8,103,2.1,525,2.7
נקבה,50-59,שנה,198060,5.5,72,1.5,111,4.3,516,3.8,1568,3.5
נקבה,50-59,מתחילת קורונה,243486,5.3,202,1.7,266,4.1,1621,5.1,4096,4.7
זכר,60-69,מתחילת קורונה,130935,2.9,1034,9,983,15.3,3485,11,7186,8.2
זכר,60-69,חודש אחרון,5021,6.1,12,5,35,15.3,92,8.4,313,7.2
זכר,60-69,6 חודשים,48834,4.7,95,6.5,146,14.6,403,8.3,1460,7.4
זכר,60-69,3 חודשים,27908,5.7,37,5.3,63,14,234,8.2,863,7.2
זכר,60-69,שנה,104259,2.9,357,7.6,325,12.6,1254,9.2,3180,7.1
נקבה,60-69,חודש אחרון,6949,8.5,5,2.1,14,6.1,64,5.8,236,5.4
נקבה,60-69,3 חודשים,40271,8.2,12,1.7,29,6.4,143,5,656,5.5
נקבה,60-69,6 חודשים,71697,6.9,54,3.7,74,7.4,252,5.2,1092,5.6
נקבה,60-69,שנה,147716,4.1,243,5.1,216,8.3,922,6.8,2445,5.4
נקבה,60-69,מתחילת קורונה,176369,3.9,568,4.9,528,8.2,2351,7.4,5313,6.1
זכר,70-79,חודש אחרון,4923,6,32,13.4,39,17,160,14.5,561,12.9
זכר,70-79,3 חודשים,26903,5.5,96,13.8,86,19.1,412,14.4,1454,12.1
זכר,70-79,6 חודשים,42590,4.1,204,13.9,180,18,704,14.5,2287,11.6
זכר,70-79,שנה,72586,2,641,13.6,406,15.7,1758,12.9,4356,9.7
זכר,70-79,מתחילת קורונה,86329,1.9,1735,15,1099,17.1,4057,12.8,8182,9.4
