period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,21226,6373,30.02
3_Month,0-9,107649,43330,40.25
6_Month,0-9,360047,115294,32.02
1_Year,0-9,1441022,631209,43.8
All,0-9,1710145,764548,44.71
1_Month,10-19,22144,4956,22.38
3_Month,10-19,107977,41716,38.63
6_Month,10-19,378633,111580,29.47
1_Year,10-19,1328491,640124,48.18
All,10-19,1627547,805376,49.48
1_Month,20-29,32146,8956,27.86
3_Month,20-29,132315,53305,40.29
6_Month,20-29,498960,124097,24.87
1_Year,20-29,1175940,464105,39.47
All,20-29,1468579,600129,40.86
1_Month,30-39,36205,10770,29.75
3_Month,30-39,148296,66089,44.57
6_Month,30-39,493248,149399,30.29
1_Year,30-39,1126689,507002,45
All,30-39,1368372,607703,44.41
1_Month,40-49,35017,10532,30.08
3_Month,40-49,145220,66642,45.89
6_Month,40-49,468070,146256,31.25
1_Year,40-49,1010897,463699,45.87
All,40-49,1215560,551041,45.33
1_Month,50-59,33535,10427,31.09
3_Month,50-59,133514,63175,47.32
6_Month,50-59,411778,125537,30.49
1_Year,50-59,788452,325017,41.22
All,50-59,950666,390585,41.09
1_Month,60-69,37261,12028,32.28
3_Month,60-69,142036,68633,48.32
6_Month,60-69,374954,120788,32.21
1_Year,60-69,656160,249233,37.98
All,60-69,783758,294077,37.52
1_Month,70-79,36780,11261,30.62
3_Month,70-79,126548,61333,48.47
6_Month,70-79,268143,96499,35.99
1_Year,70-79,427107,161231,37.75
All,70-79,507546,185759,36.6
1_Month,80-89,25599,5737,22.41
3_Month,80-89,65343,26681,40.83
6_Month,80-89,106784,39499,36.99
1_Year,80-89,166665,65018,39.01
All,80-89,215666,77782,36.07
1_Month,90+,8511,1619,19.02
3_Month,90+,18470,6558,35.51
6_Month,90+,26027,9527,36.6
1_Year,90+,39656,16189,40.82
All,90+,56042,20274,36.18
