gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,מתחילת קורונה,442623,9.4,8,0.1,34,0.5,125,0.4,3355,3.7
זכר,0-9,שנה,301763,9,5,0.1,20,1,66,0.6,1970,4.9
זכר,0-9,6 חודשים,22946,4.2,1,0.1,5,0.8,9,0.2,564,3.6
זכר,0-9,3 חודשים,1540,1.7,0,0,1,0.5,1,0.1,95,2.2
זכר,0-9,חודש אחרון,520,1.2,0,0,0,0,1,0.2,50,2.2
נקבה,0-9,6 חודשים,20508,3.7,0,0,2,0.3,9,0.2,429,2.7
נקבה,0-9,שנה,240665,7.2,2,0.1,11,0.6,43,0.4,1579,4
נקבה,0-9,מתחילת קורונה,364689,7.8,4,0,18,0.3,78,0.2,2699,3
נקבה,0-9,3 חודשים,1838,2,0,0,1,0.5,0,0,62,1.5
נקבה,0-9,חודש אחרון,546,1.3,0,0,1,0.8,0,0,29,1.3
זכר,10-19,6 חודשים,21173,3.8,0,0,1,0.2,4,0.1,126,0.8
זכר,10-19,שנה,291906,8.7,3,0.1,11,0.6,28,0.3,470,1.2
זכר,10-19,מתחילת קורונה,441486,9.4,6,0.1,25,0.4,81,0.2,1094,1.2
זכר,10-19,3 חודשים,2854,3.1,0,0,0,0,0,0,20,0.5
זכר,10-19,חודש אחרון,1328,3.1,0,0,0,0,0,0,10,0.4
נקבה,10-19,6 חודשים,23544,4.3,0,0,0,0,6,0.2,138,0.9
נקבה,10-19,שנה,293632,8.8,2,0.1,9,0.5,22,0.2,508,1.3
נקבה,10-19,3 חודשים,4234,4.6,0,0,0,0,2,0.2,22,0.5
נקבה,10-19,מתחילת קורונה,433517,9.3,7,0.1,23,0.3,83,0.3,1240,1.4
נקבה,10-19,חודש אחרון,1931,4.5,0,0,0,0,1,0.2,13,0.6
זכר,20-29,6 חודשים,24027,4.3,2,0.2,7,1.1,9,0.2,175,1.1
זכר,20-29,מתחילת קורונה,271781,5.8,26,0.2,61,0.9,252,0.8,1704,1.9
זכר,20-29,שנה,171526,5.1,4,0.1,17,0.9,49,0.5,543,1.4
זכר,20-29,3 חודשים,3291,3.6,1,0.4,5,2.3,3,0.4,39,0.9
זכר,20-29,חודש אחרון,1772,4.1,1,1,2,1.6,1,0.2,23,1
נקבה,20-29,6 חודשים,34161,6.2,0,0,7,1.1,14,0.4,571,3.6
נקבה,20-29,שנה,263970,7.9,6,0.2,18,0.9,39,0.4,2264,5.7
נקבה,20-29,מתחילת קורונה,386305,8.2,22,0.2,63,0.9,284,0.9,5476,6
נקבה,20-29,3 חודשים,5617,6.1,0,0,1,0.5,2,0.2,89,2.1
נקבה,20-29,חודש אחרון,2934,6.8,0,0,1,0.8,0,0,40,1.8
זכר,30-39,6 חודשים,29936,5.4,0,0,4,0.6,18,0.5,224,1.4
זכר,30-39,שנה,191093,5.7,11,0.3,33,1.7,79,0.8,681,1.7
זכר,30-39,מתחילת קורונה,272742,5.8,53,0.4,107,1.6,644,2,2395,2.6
זכר,30-39,3 חודשים,4106,4.4,0,0,1,0.5,3,0.4,44,1
זכר,30-39,חודש אחרון,2046,4.8,0,0,1,0.8,2,0.4,29,1.3
נקבה,30-39,מתחילת קורונה,393828,8.4,40,0.3,116,1.7,608,1.9,5565,6.1
נקבה,30-39,שנה,290035,8.7,8,0.2,26,1.3,83,0.8,2287,5.7
נקבה,30-39,6 חודשים,41667,7.5,2,0.2,12,1.9,16,0.4,600,3.8
נקבה,30-39,3 חודשים,6242,6.7,0,0,2,0.9,9,1.1,105,2.5
נקבה,30-39,חודש אחרון,3062,7.1,0,0,2,1.6,5,1.1,54,2.4
זכר,40-49,6 חודשים,29104,5.3,5,0.5,10,1.6,36,1,298,1.9
זכר,40-49,מתחילת קורונה,247361,5.3,125,1.1,271,4.1,1439,4.4,3781,4.1
זכר,40-49,שנה,179677,5.4,25,0.7,59,3,179,1.7,886,2.2
זכר,40-49,3 חודשים,4192,4.5,0,0,1,0.5,6,0.7,64,1.5
זכר,40-49,חודש אחרון,2076,4.8,0,0,0,0,3,0.7,25,1.1
נקבה,40-49,מתחילת קורונה,356060,7.6,82,0.7,145,2.2,986,3,3750,4.1
נקבה,40-49,שנה,271638,8.1,18,0.5,27,1.4,108,1,1013,2.5
נקבה,40-49,6 חודשים,44119,8,6,0.6,8,1.3,25,0.7,298,1.9
נקבה,40-49,3 חודשים,7521,8.1,2,0.9,3,1.4,3,0.4,61,1.4
נקבה,40-49,חודש אחרון,3713,8.6,2,1.9,2,1.6,0,0,26,1.2
זכר,50-59,שנה,129180,3.9,84,2.3,132,6.7,396,3.8,1510,3.8
זכר,50-59,6 חודשים,27034,4.9,12,1.2,27,4.3,96,2.7,517,3.3
זכר,50-59,3 חודשים,4362,4.7,2,0.9,11,5,21,2.5,140,3.3
זכר,50-59,מתחילת קורונה,175071,3.7,401,3.4,570,8.6,2320,7.1,5274,5.8
זכר,50-59,חודש אחרון,2134,5,1,1,7,5.6,16,3.5,75,3.3
נקבה,50-59,מתחילת קורונה,252665,5.4,209,1.8,275,4.1,1637,5,4203,4.6
נקבה,50-59,שנה,197272,5.9,50,1.4,74,3.7,274,2.6,1200,3
נקבה,50-59,6 חודשים,43636,7.9,10,1,19,3.1,69,1.9,400,2.6
נקבה,50-59,3 חודשים,8040,8.7,4,1.7,8,3.6,15,1.8,113,2.7
נקבה,50-59,חודש אחרון,3874,9,2,1.9,4,3.2,9,2,59,2.6
זכר,60-69,6 חודשים,31816,5.8,53,5.2,83,13.4,278,7.7,1108,7.1
זכר,60-69,מתחילת קורונה,137802,2.9,1052,8.8,1010,15.2,3545,10.9,7479,8.2
זכר,60-69,שנה,106961,3.2,232,6.3,245,12.4,873,8.4,2799,7
זכר,60-69,3 חודשים,5727,6.2,10,4.3,29,13.1,58,6.9,321,7.6
זכר,60-69,חודש אחרון,2567,6,4,3.8,13,10.3,29,6.4,171,7.6
