actualSick,city,patientDiffPopulationForTenThousands,sickCount,status,testLast7Days,verifiedLast7Days
3837,ירושלים,41,15545,"נדרשים הסברה, בדיקות ואכיפת בידוד",14752,1656
1440,בני ברק,72,8868,"נדרשים הסברה, בדיקות ואכיפת בידוד",3265,630
1120,מודיעין עילית,146,2892,"נדרשים הסברה, בדיקות ואכיפת בידוד",2213,672
145,כפר קאסם,60,390,"נדרשים הסברה, בדיקות ואכיפת בידוד",506,104
104,סח'נין,32,160,"נדרשים הסברה, בדיקות ואכיפת בידוד",868,80
99,עילוט,118,106,"נדרשים הסברה, בדיקות ואכיפת בידוד",356,84
71,עין נקובא,203,87,"נדרשים הסברה, בדיקות ואכיפת בידוד",200,39
34,ג'לג'וליה,33,127,"נדרשים הסברה, בדיקות ואכיפת בידוד",148,25
33,כפר האורנים,149,55,"נדרשים הסברה, בדיקות ואכיפת בידוד",97,18
29,כסיפה,16,176,"נדרשים הסברה, בדיקות ואכיפת בידוד",82,15
26,קרית יערים,41,138,"נדרשים הסברה, בדיקות ואכיפת בידוד",81,18
25,כפר ברא,66,51,"נדרשים הסברה, בדיקות ואכיפת בידוד",102,19
23,עמנואל,55,74,"נדרשים הסברה, בדיקות ואכיפת בידוד",63,16
22,כאבול,18,46,"נדרשים הסברה, בדיקות ואכיפת בידוד",181,17
18,מיתר,18,54,"נדרשים הסברה, בדיקות ואכיפת בידוד",143,11-14
 קטן מ-15 ,עיילבון,25,21,"נדרשים הסברה, בדיקות ואכיפת בידוד",111,11-14
 קטן מ-15 ,לפיד,51,15,"נדרשים הסברה, בדיקות ואכיפת בידוד",33,6-10
1011,תל אביב - יפו,22,4356,נדרשת הגדלה של מספר הבדיקות,6006,250
703,אשדוד,31,3067,נדרשת הגדלה של מספר הבדיקות,3908,329
470,בית שמש,37,2560,נדרשת הגדלה של מספר הבדיקות,1225,186
317,נצרת,40,585,נדרשת הגדלה של מספר הבדיקות,838,133
282,ירכא,181,301,נדרשת הגדלה של מספר הבדיקות,1591,126
273,אלעד,57,1634,נדרשת הגדלה של מספר הבדיקות,606,135
265,ביתר עילית,43,2156,נדרשת הגדלה של מספר הבדיקות,498,114
