period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,120002,8620,7.18
3_Month,0-9,300850,81043,26.94
6_Month,0-9,1224029,503554,41.14
1_Year,0-9,1491521,624826,41.89
All,0-9,1698360,732841,43.15
1_Month,10-19,127246,7791,6.12
3_Month,10-19,319669,78001,24.4
6_Month,10-19,1146206,539592,47.08
1_Year,10-19,1391592,628844,45.19
All,10-19,1617519,774519,47.88
1_Month,20-29,171428,7821,4.56
3_Month,20-29,417880,75611,18.09
6_Month,20-29,987343,373441,37.82
1_Year,20-29,1222910,435707,35.63
All,20-29,1447927,557629,38.51
1_Month,30-39,160134,10862,6.78
3_Month,30-39,404421,89120,22.04
6_Month,30-39,960091,404834,42.17
1_Year,30-39,1165594,468312,40.18
All,30-39,1349165,554783,41.12
1_Month,40-49,153717,10875,7.07
3_Month,40-49,385048,84967,22.07
6_Month,40-49,876716,372610,42.5
1_Year,40-49,1043388,421539,40.4
All,40-49,1197284,495970,41.42
1_Month,50-59,139683,9505,6.8
3_Month,50-59,336300,65821,19.57
6_Month,50-59,676049,249827,36.95
1_Year,50-59,805872,277577,34.44
All,50-59,930476,334931,36
1_Month,60-69,123208,10066,8.17
3_Month,60-69,293746,54168,18.44
6_Month,60-69,555455,174496,31.41
1_Year,60-69,661661,192084,29.03
All,60-69,760391,230593,30.33
1_Month,70-79,80522,8087,10.04
3_Month,70-79,194590,36115,18.56
6_Month,70-79,347784,97058,27.91
1_Year,70-79,416429,106700,25.62
All,70-79,480588,127172,26.46
1_Month,80-89,31498,3060,9.71
3_Month,80-89,72902,13268,18.2
6_Month,80-89,129337,37102,28.69
1_Year,80-89,159659,41695,26.12
All,80-89,201388,52701,26.17
1_Month,90+,8697,742,8.53
3_Month,90+,17617,3071,17.43
6_Month,90+,30215,9424,31.19
1_Year,90+,37824,10625,28.09
All,90+,51967,14291,27.5
