gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,חודש אחרון,4809,6,0,0,1,0.7,3,0.7
זכר,0-9,מתחילת קורונה,417551,10.3,7,0.1,31,0.5,111,0.4
זכר,0-9,3 חודשים,47609,7.9,0,0,8,1.2,19,0.8
זכר,0-9,6 חודשים,278648,10.1,4,0.2,17,1.2,54,0.8
זכר,0-9,שנה,349178,10.8,5,0.1,23,1,80,0.7
נקבה,0-9,מתחילת קורונה,342204,8.4,5,0,15,0.2,73,0.3
נקבה,0-9,חודש אחרון,4043,5.1,0,0,0,0,3,0.7
נקבה,0-9,שנה,284195,8.8,2,0,8,0.3,55,0.5
נקבה,0-9,3 חודשים,37598,6.2,1,0.1,4,0.6,14,0.6
נקבה,0-9,6 חודשים,219625,8,2,0.1,8,0.6,37,0.5
זכר,10-19,6 חודשים,269249,9.8,4,0.2,9,0.6,26,0.4
זכר,10-19,חודש אחרון,3789,4.8,0,0,0,0,1,0.2
זכר,10-19,3 חודשים,41259,6.8,1,0.1,4,0.6,6,0.2
זכר,10-19,מתחילת קורונה,417439,10.2,7,0.1,23,0.4,77,0.3
זכר,10-19,שנה,321153,9.9,5,0.1,14,0.6,41,0.3
נקבה,10-19,חודש אחרון,4125,5.2,1,0.8,2,1.3,2,0.4
נקבה,10-19,3 חודשים,41459,6.9,1,0.1,3,0.4,8,0.3
נקבה,10-19,מתחילת קורונה,407217,10,8,0.1,24,0.4,78,0.3
נקבה,10-19,6 חודשים,268623,9.8,3,0.1,10,0.7,17,0.3
נקבה,10-19,שנה,322075,9.9,5,0.1,16,0.7,35,0.3
זכר,20-29,מתחילת קורונה,244398,6,24,0.2,54,0.9,241,0.8
זכר,20-29,שנה,173868,5.4,5,0.1,22,0.9,91,0.8
זכר,20-29,חודש אחרון,3181,4,0,0,0,0,4,0.9
זכר,20-29,3 חודשים,31273,5.2,1,0.1,5,0.7,14,0.6
זכר,20-29,6 חודשים,144782,5.3,2,0.1,11,0.8,40,0.6
נקבה,20-29,מתחילת קורונה,349438,8.6,22,0.2,57,0.9,272,0.9
נקבה,20-29,חודש אחרון,4844,6.1,0,0,1,0.7,0,0
נקבה,20-29,6 חודשים,227235,8.3,6,0.2,14,1,27,0.4
נקבה,20-29,שנה,265504,8.2,9,0.2,20,0.8,98,0.8
נקבה,20-29,3 חודשים,47094,7.8,0,0,1,0.1,4,0.2
זכר,30-39,מתחילת קורונה,238747,5.9,53,0.5,102,1.7,626,2.2
זכר,30-39,חודש אחרון,4686,5.9,0,0,4,2.7,2,0.4
זכר,30-39,שנה,186179,5.7,25,0.6,48,2,217,1.8
זכר,30-39,3 חודשים,38507,6.4,4,0.4,20,3,20,0.8
זכר,30-39,6 חודשים,157641,5.7,12,0.5,29,2.1,61,0.9
נקבה,30-39,חודש אחרון,6618,8.3,1,0.8,3,2,6,1.3
נקבה,30-39,מתחילת קורונה,348757,8.6,38,0.4,105,1.7,593,2.1
נקבה,30-39,3 חודשים,54430,9,3,0.3,12,1.8,22,0.9
נקבה,30-39,6 חודשים,245530,8.9,6,0.2,18,1.3,71,1
נקבה,30-39,שנה,286294,8.8,17,0.4,38,1.6,222,1.8
זכר,40-49,מתחילת קורונה,213927,5.3,120,1.1,261,4.3,1398,4.8
זכר,40-49,שנה,169929,5.2,52,1.2,105,4.4,463,3.8
זכר,40-49,חודש אחרון,4648,5.8,0,0,5,3.3,9,2
זכר,40-49,3 חודשים,35810,5.9,5,0.6,18,2.7,45,1.8
זכר,40-49,6 חודשים,146798,5.3,21,0.8,54,3.8,144,2.1
נקבה,40-49,חודש אחרון,6549,8.2,1,0.8,5,3.3,5,1.1
נקבה,40-49,6 חודשים,224190,8.2,12,0.5,22,1.6,90,1.3
נקבה,40-49,מתחילת קורונה,308244,7.6,77,0.7,139,2.3,968,3.4
נקבה,40-49,3 חודשים,52657,8.7,3,0.3,9,1.3,28,1.1
נקבה,40-49,שנה,254029,7.8,21,0.5,51,2.1,334,2.8
זכר,50-59,חודש אחרון,3766,4.7,6,4.7,17,11.3,17,3.7
זכר,50-59,מתחילת קורונה,144246,3.5,385,3.6,545,9,2221,7.7
זכר,50-59,3 חודשים,26347,4.4,26,2.9,55,8.2,104,4.3
זכר,50-59,6 חודשים,98674,3.6,69,2.6,110,7.8,301,4.4
זכר,50-59,שנה,111565,3.4,134,3,194,8.1,708,5.9
נקבה,50-59,חודש אחרון,6024,7.6,1,0.8,5,3.3,10,2.2
נקבה,50-59,6 חודשים,149824,5.5,41,1.6,59,4.2,206,3
נקבה,50-59,מתחילת קורונה,205144,5,199,1.8,255,4.2,1570,5.4
נקבה,50-59,3 חודשים,41580,6.9,11,1.2,19,2.8,58,2.4
נקבה,50-59,שנה,166292,5.1,78,1.8,113,4.7,528,4.4
זכר,60-69,מתחילת קורונה,101891,2.5,995,9.2,925,15.3,3265,11.3
זכר,60-69,שנה,79536,2.5,353,8,296,12.4,1170,9.7
זכר,60-69,חודש אחרון,4004,5,3,2.4,19,12.7,37,8.1
זכר,60-69,3 חודשים,22023,3.6,68,7.6,94,14,211,8.7
זכר,60-69,6 חודשים,71266,2.6,181,6.9,168,11.9,601,8.8
נקבה,60-69,חודש אחרון,6314,7.9,4,3.1,12,8,32,7
נקבה,60-69,מתחילת קורונה,136057,3.3,553,5.1,503,8.3,2212,7.7
נקבה,60-69,3 חודשים,33487,5.5,47,5.2,55,8.2,159,6.5
נקבה,60-69,6 חודשים,102139,3.7,110,4.2,98,7,430,6.3
נקבה,60-69,שנה,112234,3.5,251,5.7,209,8.8,879,7.3
זכר,70-79,חודש אחרון,3642,4.6,12,9.4,28,18.7,65,14.2
זכר,70-79,3 חודשים,16158,2.7,120,13.4,114,16.9,352,14.4
זכר,70-79,מתחילת קורונה,58555,1.4,1634,15.1,1017,16.9,3649,12.6
זכר,70-79,6 חודשים,42934,1.6,346,13.1,224,15.9,946,13.9
זכר,70-79,שנה,47411,1.5,605,13.8,366,15.4,1537,12.7
נקבה,70-79,חודש אחרון,4655,5.8,17,13.4,15,10,38,8.3
נקבה,70-79,מתחילת קורונה,70820,1.7,1035,9.6,582,9.7,2778,9.6
נקבה,70-79,3 חודשים,20585,3.4,93,10.4,66,9.8,260,10.7
נקבה,70-79,6 חודשים,53392,1.9,252,9.6,145,10.3,714,10.5
נקבה,70-79,שנה,58799,1.8,437,9.9,248,10.4,1211,10
זכר,80-89,מתחילת קורונה,22296,0.5,1901,17.6,637,10.6,3030,10.5
זכר,80-89,חודש אחרון,1323,1.7,14,11,17,11.3,64,13.9
זכר,80-89,שנה,17273,0.5,786,17.9,262,11,1515,12.5
זכר,80-89,3 חודשים,5734,0.9,163,18.2,83,12.3,383,15.7
זכר,80-89,6 חודשים,15248,0.6,497,18.8,177,12.6,1009,14.8
נקבה,80-89,חודש אחרון,1881,2.4,24,18.9,8,5.3,64,13.9
נקבה,80-89,3 חודשים,7844,1.3,148,16.5,65,9.7,345,14.2
נקבה,80-89,מתחילת קורונה,31583,0.8,1741,16.1,476,7.9,3144,10.9
נקבה,80-89,6 חודשים,21642,0.8,476,18,142,10.1,1045,15.4
נקבה,80-89,שנה,24351,0.8,749,17,222,9.3,1567,13
זכר,90+,6 חודשים,3210,0.1,278,10.5,46,3.3,427,6.3
זכר,90+,חודש אחרון,264,0.3,16,12.6,3,2,45,9.8
זכר,90+,3 חודשים,1107,0.2,100,11.2,18,2.7,187,7.7
זכר,90+,מתחילת קורונה,4928,0.1,868,8,141,2.3,1024,3.5
זכר,90+,שנה,3651,0.1,379,8.6,63,2.6,549,4.5
נקבה,90+,מתחילת קורונה,9810,0.2,1143,10.6,138,2.3,1516,5.3
נקבה,90+,חודש אחרון,540,0.7,27,21.3,5,3.3,52,11.3
נקבה,90+,שנה,7013,0.2,479,10.9,65,2.7,796,6.6
נקבה,90+,3 חודשים,2058,0.3,101,11.3,20,3,199,8.2
נקבה,90+,6 חודשים,6195,0.2,316,12,48,3.4,550,8.1
