period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,9180,1949,21.23
3_Month,0-9,70788,29862,42.19
6_Month,0-9,275740,75528,27.39
1_Year,0-9,1320117,558761,42.33
All,0-9,1711807,766046,44.75
1_Month,10-19,12083,2614,21.63
3_Month,10-19,69049,24207,35.06
6_Month,10-19,290318,70013,24.12
1_Year,10-19,1233978,589372,47.76
All,10-19,1629003,807270,49.56
1_Month,20-29,17962,2376,13.23
3_Month,20-29,96274,35352,36.72
6_Month,20-29,384235,84267,21.93
1_Year,20-29,1107735,430028,38.82
All,20-29,1471112,602395,40.95
1_Month,30-39,18243,3196,17.52
3_Month,30-39,108145,44293,40.96
6_Month,30-39,388626,107935,27.77
1_Year,30-39,1064513,473823,44.51
All,30-39,1370857,610547,44.54
1_Month,40-49,18878,3614,19.14
3_Month,40-49,104797,43746,41.74
6_Month,40-49,372259,107310,28.83
1_Year,40-49,964058,441656,45.81
All,40-49,1217835,554277,45.51
1_Month,50-59,18895,3676,19.45
3_Month,50-59,97454,42132,43.23
6_Month,50-59,332336,98334,29.59
1_Year,50-59,757977,316171,41.71
All,50-59,953080,394257,41.37
1_Month,60-69,21453,4432,20.66
3_Month,60-69,106481,47134,44.27
6_Month,60-69,312927,103413,33.05
1_Year,60-69,634798,247389,38.97
All,60-69,786506,298797,37.99
1_Month,70-79,21985,4770,21.7
3_Month,70-79,98301,43027,43.77
6_Month,70-79,234658,88484,37.71
1_Year,70-79,416397,163341,39.23
All,70-79,511056,190995,37.37
1_Month,80-89,14806,1991,13.45
3_Month,80-89,54731,20061,36.65
6_Month,80-89,97771,37209,38.06
1_Year,80-89,161879,65619,40.54
All,80-89,217571,79973,36.76
1_Month,90+,4921,479,9.73
3_Month,90+,16165,5135,31.77
6_Month,90+,24648,9093,36.89
1_Year,90+,38448,16261,42.29
All,90+,56627,20772,36.68
