name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,90.44303894042969,9
יוספטל,,43.07692337036133,0
שמיר,,54.09651947021484,9
וולפסון,,55.49048233032227,15
זיו צפת,,68.29971313476562,8
הלל יפה,,69.708740234375,2
נהריה,,68.04978942871094,10
ברזילי,,63.33333206176758,4
פוריה,,47.88732528686523,2
סוראסקי,,86.59265899658203,11
בני ציון,,72.7482681274414,7
רבין ק. בילינסון,,74.85029602050781,7
סורוקה,,62.81494522094727,8
מאיר,,71.59383392333984,6
קפלן,,91.15523529052734,14
"רמב""ם",,77.21649169921875,19
הכרמל,,63.80368041992188,3
השרון ק. גולדה,,39.41908645629883,1
הדסה עין כרם,,91.63292694091797,16
הסקוטי,,101.5037612915039,2
המשפחה הקדושה,,,0
סנט ג'וזף,,,0
שערי צדק,,81.0810775756836,14
אל מקאסד,,,0
לניאדו,,77.71587371826172,4
אוגוסטה ויקטוריה,,,1
מעייני הישועה,,91.69329071044922,0
אסותא אשדוד,,,0
שניידר,,,0
סנט וינסנט,,68.6567153930664,5
המרכזי בעמק,,64.31034851074219,25
