period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,125674,34263,27.26
3_Month,0-9,1132255,457776,40.43
6_Month,0-9,1275355,492960,38.65
1_Year,0-9,1484236,588721,39.66
All,0-9,1672899,695660,41.58
1_Month,10-19,125153,35468,28.34
3_Month,10-19,1034610,498873,48.22
6_Month,10-19,1169677,524750,44.86
1_Year,10-19,1368994,596697,43.59
All,10-19,1584058,741364,46.8
1_Month,20-29,152282,28932,19
3_Month,20-29,807736,328426,40.66
6_Month,20-29,978436,341027,34.85
1_Year,20-29,1170855,394527,33.7
All,20-29,1387684,517284,37.28
1_Month,30-39,149482,33525,22.43
3_Month,30-39,793120,351038,44.26
6_Month,30-39,935852,365727,39.08
1_Year,30-39,1106607,419232,37.88
All,30-39,1282000,506588,39.52
1_Month,40-49,147112,32044,21.78
3_Month,40-49,729363,321784,44.12
6_Month,40-49,846881,332379,39.25
1_Year,40-49,986120,374491,37.98
All,40-49,1135281,449609,39.6
1_Month,50-59,129777,22908,17.65
3_Month,50-59,535498,208587,38.95
6_Month,50-59,637079,213683,33.54
1_Year,50-59,743892,238238,32.03
All,50-59,867024,296286,34.17
1_Month,60-69,113187,16237,14.35
3_Month,60-69,430094,137570,31.99
6_Month,60-69,514461,140678,27.34
1_Year,60-69,601659,156458,26
All,60-69,699653,195218,27.9
1_Month,70-79,75956,9659,12.72
3_Month,70-79,260936,71176,27.28
6_Month,70-79,314347,72747,23.14
1_Year,70-79,372383,81463,21.88
All,70-79,435856,101926,23.39
1_Month,80-89,34669,3456,9.97
3_Month,80-89,100994,27458,27.19
6_Month,80-89,119850,28182,23.51
1_Year,80-89,147019,32379,22.02
All,80-89,186535,43324,23.23
1_Month,90+,9483,807,8.51
3_Month,90+,24645,7209,29.25
6_Month,90+,28897,7391,25.58
1_Year,90+,35936,8512,23.69
All,90+,48916,12169,24.88
