name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,activeSickTo1000
אזור,6.9,כתום,54.4,0.0544217687074,-0.1219512195122,102,כתום,2021-09-19T00:00:00.000Z,63.58,60.09,77.1
אלעזר,5.3,כתום,40.8,0.0318471337579,-0.2307692307693, קטן מ-15 ,כתום,2021-09-19T00:00:00.000Z,73.57,69.85,
אטרש (שבט),4.5,ירוק,5.6,0.074074074074,0, קטן מ-15 ,ירוק,2021-09-19T00:00:00.000Z,8.70,6.98,
כסיפה,8.4,צהוב,31.2,0.1703163017031,2.8888888888888,80,צהוב,2021-09-19T00:00:00.000Z,19.75,16.49,35.7
סאג'ור,6.8,כתום,52.8,0.0522727272727,0.1499999999999999,31,כתום,2021-09-19T00:00:00.000Z,69.68,61.51,71.1
מיתר,6.2,צהוב,36.1,0.0336134453781,-0.28,57,צהוב,2021-09-19T00:00:00.000Z,80.48,78.10,57.2
כפר סבא,6,צהוב,34.3,0.0284559417946,-0.04644808743170004,526,צהוב,2021-09-19T00:00:00.000Z,75.50,73.18,51.7
פסגות,5.2,כתום,28.6,0.029702970297,-0.1666666666667001, קטן מ-15 ,כתום,2021-09-19T00:00:00.000Z,59.17,54.79,
זמר,9.9,אדום,211.8,0.0972045743329,0.5773195876288,192,אדום,2021-09-19T00:00:00.000Z,61.21,53.07,265.8
טלמון,9,אדום,166.1,0.0592255125284,-0.245283018868,120,אדום,2021-09-19T00:00:00.000Z,58.93,54.51,249.2
שפרעם,7.3,כתום,59.9,0.0883491728264,0.7397260273972,323,כתום,2021-09-19T00:00:00.000Z,65.02,57.86,76.2
ג'לג'וליה,8.2,צהוב,73.8,0.1011984021304,1.1714285714285,97,צהוב,2021-09-19T00:00:00.000Z,56.55,47.62,94.2
עין קנייא,5.8,צהוב,42.0,0.15625,0, קטן מ-15 ,צהוב,2021-09-19T00:00:00.000Z,75.55,66.03,
נוקדים,6.9,צהוב,85.1,0.0591397849462,1,29,צהוב,2021-09-19T00:00:00.000Z,43.11,39.82,112.2
דימונה,6.5,כתום,48.3,0.0516030534351,-0.3266932270917,259,כתום,2021-09-19T00:00:00.000Z,76.45,72.01,74.1
פוריידיס,5.8,צהוב,53.6,0.085409252669,0.6000000000000001,87,צהוב,2021-09-19T00:00:00.000Z,64.42,56.63,64.7
