CountBreath,CountDeath,CountEasyStatus,CountHardStatus,CountMediumStatus,Counthospitalized,Counthospitalized_without_release,StandardOccupancy,date,new_hospitalized,num_visits,patients_home,patients_hotel,total_beds
0,0,11,0,0,11,11,0.007823613086770981,2020-03-02T00:00:00.000Z,1,5632,-232,0,1406
0,0,10,0,0,10,10,0.007112375533428165,2020-03-03T00:00:00.000Z,0,7857,-229,0,1406
0,0,12,0,0,12,11,0.008534850640113799,2020-03-04T00:00:00.000Z,0,7012,-231,0,1406
0,0,12,1,0,13,13,0.009246088193456615,2020-03-05T00:00:00.000Z,1,7012,-231,0,1406
1,0,14,2,0,16,16,0.01137980085348507,2020-03-06T00:00:00.000Z,1,5177,-230,0,1406
2,0,17,3,0,20,20,0.01422475106685633,2020-03-07T00:00:00.000Z,1,4861,-230,0,1406
4,0,21,5,0,26,26,0.01849217638691323,2020-03-08T00:00:00.000Z,2,7330,-228,0,1406
5,0,33,6,0,39,39,0.02773826458036985,2020-03-09T00:00:00.000Z,7,6205,-237,0,1406
5,0,53,6,0,59,59,0.04196301564722618,2020-03-10T00:00:00.000Z,2,6021,-224,0,1406
6,0,73,7,1,81,81,0.05761024182076813,2020-03-11T00:00:00.000Z,10,5981,-227,0,1406
6,0,95,7,1,103,101,0.0732574679943101,2020-03-12T00:00:00.000Z,6,5983,-225,0,1406
6,0,112,7,4,123,122,0.08748221906116643,2020-03-13T00:00:00.000Z,10,4121,-212,0,1406
4,0,152,6,4,162,161,0.1152204836415363,2020-03-14T00:00:00.000Z,20,3692,-222,0,1406
6,0,187,9,6,202,200,0.1436699857752489,2020-03-15T00:00:00.000Z,37,5489,-222,0,1406
7,0,205,11,5,221,215,0.1571834992887624,2020-03-16T00:00:00.000Z,27,4759,-164,0,1406
7,0,238,12,6,256,256,0.182076813655761,2020-03-17T00:00:00.000Z,46,4338,-115,0,1406
7,0,279,16,11,306,269,0.2176386913229018,2020-03-18T00:00:00.000Z,54,3920,-15,0,1406
12,0,263,21,11,295,264,0.2098150782361309,2020-03-19T00:00:00.000Z,31,4053,116,0,1406
12,1,252,23,14,289,251,0.205547652916074,2020-03-20T00:00:00.000Z,30,3207,291,0,1406
15,0,229,27,21,277,274,0.1970128022759602,2020-03-21T00:00:00.000Z,35,2905,474,0,1406
22,0,255,37,32,324,305,0.2304409672830725,2020-03-22T00:00:00.000Z,54,4523,689,0,1406
24,0,274,42,36,352,323,0.2503556187766714,2020-03-23T00:00:00.000Z,58,4053,1010,0,1406
26,3,302,45,48,395,343,0.2809388335704125,2020-03-24T00:00:00.000Z,82,3963,1401,0,1406
28,1,311,49,53,413,397,0.2937411095305832,2020-03-25T00:00:00.000Z,81,3666,1759,0,1406
31,5,345,54,65,464,413,0.3300142247510668,2020-03-26T00:00:00.000Z,83,3925,2242,0,1406
37,2,381,65,69,515,469,0.3662873399715505,2020-03-27T00:00:00.000Z,110,3267,2605,0,1406
41,1,362,69,82,513,485,0.3648648648648649,2020-03-28T00:00:00.000Z,53,2834,3045,0,1406
50,3,377,79,88,544,516,0.3869132290184922,2020-03-29T00:00:00.000Z,70,4289,3508,0,1406
54,1,429,87,103,619,570,0.4402560455192034,2020-03-30T00:00:00.000Z,121,3886,3961,0,1406
64,4,457,97,114,668,628,0.4751066856330014,2020-03-31T00:00:00.000Z,111,4005,4570,0,1406
