gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,מתחילת קורונה,387478,11,7,0.1,27,0.5,97,0.4
זכר,0-9,6 חודשים,299371,11.9,5,0.2,18,1,61,0.7
זכר,0-9,חודש אחרון,171668,12.6,2,0.1,12,1.4,33,0.8
זכר,0-9,שנה,330342,11.9,5,0.1,20,0.7,74,0.6
זכר,0-9,3 חודשים,245658,11.2,4,0.2,13,1.3,40,0.8
נקבה,0-9,חודש אחרון,115446,8.5,1,0.1,6,0.7,22,0.5
נקבה,0-9,3 חודשים,176175,8.1,1,0.1,6,0.6,29,0.6
נקבה,0-9,מתחילת קורונה,296039,8.4,4,0,13,0.2,63,0.2
נקבה,0-9,שנה,249155,9,3,0.1,10,0.4,53,0.4
נקבה,0-9,6 חודשים,222948,8.9,1,0,6,0.3,41,0.5
זכר,10-19,שנה,305950,11,2,0,15,0.6,43,0.3
זכר,10-19,מתחילת קורונה,392979,11.2,4,0,23,0.4,66,0.2
זכר,10-19,6 חודשים,279742,11.1,2,0.1,14,0.8,29,0.3
זכר,10-19,3 חודשים,242030,11.1,1,0.1,9,0.9,20,0.4
זכר,10-19,חודש אחרון,150093,11,1,0.1,9,1,12,0.3
נקבה,10-19,חודש אחרון,126407,9.3,1,0.1,6,0.7,8,0.2
נקבה,10-19,מתחילת קורונה,357428,10.2,5,0.1,19,0.3,63,0.2
נקבה,10-19,3 חודשים,221405,10.1,1,0.1,7,0.7,14,0.3
נקבה,10-19,שנה,283716,10.2,2,0,15,0.6,40,0.3
נקבה,10-19,6 חודשים,259236,10.3,2,0.1,12,0.7,26,0.3
זכר,20-29,שנה,153956,5.6,13,0.3,36,1.3,133,1
זכר,20-29,6 חודשים,137674,5.5,6,0.2,20,1.1,72,0.8
זכר,20-29,3 חודשים,118373,5.4,3,0.2,10,1,30,0.6
זכר,20-29,חודש אחרון,66384,4.9,2,0.1,8,0.9,22,0.5
זכר,20-29,מתחילת קורונה,219322,6.2,25,0.3,50,0.9,208,0.8
נקבה,20-29,חודש אחרון,103372,7.6,4,0.3,9,1,15,0.4
נקבה,20-29,מתחילת קורונה,300942,8.6,20,0.2,55,1,247,0.9
נקבה,20-29,3 חודשים,180045,8.2,4,0.2,11,1.1,23,0.4
נקבה,20-29,6 חודשים,205951,8.2,6,0.2,16,0.9,83,0.9
נקבה,20-29,שנה,226936,8.2,11,0.3,26,1,137,1
זכר,30-39,6 חודשים,142773,5.7,18,0.6,32,1.8,174,1.9
זכר,30-39,מתחילת קורונה,206034,5.9,50,0.5,90,1.6,568,2.1
זכר,30-39,3 חודשים,124059,5.7,8,0.5,18,1.7,44,0.9
זכר,30-39,שנה,158153,5.7,31,0.7,53,2,295,2.2
זכר,30-39,חודש אחרון,77268,5.7,5,0.3,12,1.4,33,0.8
נקבה,30-39,3 חודשים,192544,8.8,3,0.2,12,1.2,56,1.1
נקבה,30-39,חודש אחרון,122215,9,3,0.2,7,0.8,38,0.9
נקבה,30-39,שנה,240450,8.7,18,0.4,58,2.1,307,2.3
נקבה,30-39,מתחילת קורונה,295020,8.4,34,0.3,89,1.6,545,2
נקבה,30-39,6 חודשים,220330,8.8,12,0.4,28,1.6,174,1.9
זכר,40-49,6 חודשים,130068,5.2,44,1.5,84,4.7,362,4.1
זכר,40-49,3 חודשים,115942,5.3,15,0.9,44,4.2,113,2.2
זכר,40-49,מתחילת קורונה,183910,5.2,114,1.1,238,4.2,1296,4.8
זכר,40-49,שנה,143255,5.2,68,1.6,143,5.3,625,4.7
זכר,40-49,חודש אחרון,72642,5.3,9,0.6,27,3.1,80,1.9
נקבה,40-49,חודש אחרון,109009,8,6,0.4,15,1.7,50,1.2
נקבה,40-49,מתחילת קורונה,255869,7.3,73,0.7,139,2.4,891,3.3
נקבה,40-49,3 חודשים,172619,7.9,9,0.5,21,2,71,1.4
נקבה,40-49,6 חודשים,190923,7.6,18,0.6,46,2.6,272,3
נקבה,40-49,שנה,207264,7.5,39,0.9,79,2.9,470,3.6
זכר,50-59,3 חודשים,75538,3.5,41,2.4,85,8.2,248,4.8
זכר,50-59,שנה,90763,3.3,163,3.7,253,9.3,928,7
זכר,50-59,חודש אחרון,47074,3.5,29,2,66,7.6,199,4.8
זכר,50-59,6 חודשים,82244,3.3,98,3.2,159,8.9,574,6.4
