section,female,male,period,order_period
0-9,"{'amount': 6, 'percentage': 0.3}","{'amount': 18, 'percentage': 1}",6 חודשים,3
0-9,"{'amount': 6, 'percentage': 0.6}","{'amount': 13, 'percentage': 1.3}",3 חודשים,4
0-9,"{'amount': 6, 'percentage': 0.7}","{'amount': 12, 'percentage': 1.4}",חודש אחרון,5
0-9,"{'amount': 10, 'percentage': 0.4}","{'amount': 20, 'percentage': 0.7}",שנה,2
0-9,"{'amount': 13, 'percentage': 0.2}","{'amount': 27, 'percentage': 0.5}",מתחילת קורונה,1
10-19,"{'amount': 12, 'percentage': 0.7}","{'amount': 14, 'percentage': 0.8}",6 חודשים,3
10-19,"{'amount': 15, 'percentage': 0.6}","{'amount': 15, 'percentage': 0.6}",שנה,2
10-19,"{'amount': 7, 'percentage': 0.7}","{'amount': 9, 'percentage': 0.9}",3 חודשים,4
10-19,"{'amount': 6, 'percentage': 0.7}","{'amount': 9, 'percentage': 1}",חודש אחרון,5
10-19,"{'amount': 19, 'percentage': 0.3}","{'amount': 23, 'percentage': 0.4}",מתחילת קורונה,1
20-29,"{'amount': 55, 'percentage': 1}","{'amount': 50, 'percentage': 0.9}",מתחילת קורונה,1
20-29,"{'amount': 9, 'percentage': 1}","{'amount': 8, 'percentage': 0.9}",חודש אחרון,5
20-29,"{'amount': 11, 'percentage': 1.1}","{'amount': 10, 'percentage': 1}",3 חודשים,4
20-29,"{'amount': 26, 'percentage': 1}","{'amount': 36, 'percentage': 1.3}",שנה,2
20-29,"{'amount': 16, 'percentage': 0.9}","{'amount': 20, 'percentage': 1.1}",6 חודשים,3
30-39,"{'amount': 28, 'percentage': 1.6}","{'amount': 32, 'percentage': 1.8}",6 חודשים,3
30-39,"{'amount': 12, 'percentage': 1.2}","{'amount': 18, 'percentage': 1.7}",3 חודשים,4
30-39,"{'amount': 7, 'percentage': 0.8}","{'amount': 12, 'percentage': 1.4}",חודש אחרון,5
30-39,"{'amount': 89, 'percentage': 1.6}","{'amount': 90, 'percentage': 1.6}",מתחילת קורונה,1
30-39,"{'amount': 58, 'percentage': 2.1}","{'amount': 53, 'percentage': 2}",שנה,2
40-49,"{'amount': 139, 'percentage': 2.4}","{'amount': 238, 'percentage': 4.2}",מתחילת קורונה,1
40-49,"{'amount': 15, 'percentage': 1.7}","{'amount': 27, 'percentage': 3.1}",חודש אחרון,5
40-49,"{'amount': 21, 'percentage': 2}","{'amount': 44, 'percentage': 4.2}",3 חודשים,4
40-49,"{'amount': 46, 'percentage': 2.6}","{'amount': 84, 'percentage': 4.7}",6 חודשים,3
40-49,"{'amount': 79, 'percentage': 2.9}","{'amount': 143, 'percentage': 5.3}",שנה,2
50-59,"{'amount': 53, 'percentage': 5.1}","{'amount': 85, 'percentage': 8.2}",3 חודשים,4
50-59,"{'amount': 43, 'percentage': 4.9}","{'amount': 66, 'percentage': 7.6}",חודש אחרון,5
50-59,"{'amount': 249, 'percentage': 4.4}","{'amount': 515, 'percentage': 9.1}",מתחילת קורונה,1
50-59,"{'amount': 152, 'percentage': 5.6}","{'amount': 253, 'percentage': 9.3}",שנה,2
50-59,"{'amount': 91, 'percentage': 5.1}","{'amount': 159, 'percentage': 8.9}",6 חודשים,3
60-69,"{'amount': 160, 'percentage': 9}","{'amount': 223, 'percentage': 12.5}",6 חודשים,3
60-69,"{'amount': 57, 'percentage': 6.6}","{'amount': 99, 'percentage': 11.4}",חודש אחרון,5
60-69,"{'amount': 245, 'percentage': 9}","{'amount': 345, 'percentage': 12.7}",שנה,2
60-69,"{'amount': 458, 'percentage': 8.1}","{'amount': 874, 'percentage': 15.4}",מתחילת קורונה,1
60-69,"{'amount': 70, 'percentage': 6.7}","{'amount': 120, 'percentage': 11.6}",3 חודשים,4
70-79,"{'amount': 98, 'percentage': 9.4}","{'amount': 153, 'percentage': 14.7}",3 חודשים,4
70-79,"{'amount': 83, 'percentage': 9.6}","{'amount': 137, 'percentage': 15.8}",חודש אחרון,5
70-79,"{'amount': 549, 'percentage': 9.7}","{'amount': 974, 'percentage': 17.1}",מתחילת קורונה,1
70-79,"{'amount': 185, 'percentage': 10.4}","{'amount': 250, 'percentage': 14}",6 חודשים,3
70-79,"{'amount': 275, 'percentage': 10.1}","{'amount': 378, 'percentage': 13.9}",שנה,2
80-89,"{'amount': 160, 'percentage': 9}","{'amount': 191, 'percentage': 10.7}",6 חודשים,3
80-89,"{'amount': 113, 'percentage': 10.9}","{'amount': 128, 'percentage': 12.3}",3 חודשים,4
80-89,"{'amount': 100, 'percentage': 11.5}","{'amount': 111, 'percentage': 12.8}",חודש אחרון,5
80-89,"{'amount': 458, 'percentage': 8.1}","{'amount': 608, 'percentage': 10.7}",מתחילת קורונה,1
80-89,"{'amount': 231, 'percentage': 8.5}","{'amount': 262, 'percentage': 9.7}",שנה,2
90+,"{'amount': 127, 'percentage': 2.2}","{'amount': 128, 'percentage': 2.3}",מתחילת קורונה,1
90+,"{'amount': 31, 'percentage': 3.6}","{'amount': 31, 'percentage': 3.6}",חודש אחרון,5
90+,"{'amount': 35, 'percentage': 3.4}","{'amount': 32, 'percentage': 3.1}",3 חודשים,4
90+,"{'amount': 47, 'percentage': 2.6}","{'amount': 42, 'percentage': 2.4}",6 חודשים,3
90+,"{'amount': 62, 'percentage': 2.3}","{'amount': 55, 'percentage': 2}",שנה,2
