gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,חודש אחרון,486,1.2,0,0,0,0,1,0.2,44,2.2
זכר,0-9,3 חודשים,1573,1.8,0,0,1,0.5,1,0.1,93,2.3
זכר,0-9,6 חודשים,23456,4.2,1,0.1,5,0.8,9,0.3,560,3.6
זכר,0-9,מתחילת קורונה,442528,9.5,8,0.1,34,0.5,125,0.4,3345,3.7
זכר,0-9,שנה,302061,9,5,0.1,20,1,66,0.6,1961,4.9
נקבה,0-9,6 חודשים,20975,3.7,0,0,1,0.2,9,0.3,429,2.8
נקבה,0-9,חודש אחרון,556,1.4,0,0,0,0,0,0,24,1.2
נקבה,0-9,3 חודשים,1942,2.2,0,0,0,0,0,0,63,1.5
נקבה,0-9,מתחילת קורונה,364615,7.8,4,0,17,0.3,78,0.2,2695,3
נקבה,0-9,שנה,240924,7.2,2,0.1,10,0.5,43,0.4,1577,4
זכר,10-19,3 חודשים,2735,3.1,0,0,0,0,0,0,20,0.5
זכר,10-19,מתחילת קורונה,441236,9.4,6,0.1,25,0.4,81,0.2,1093,1.2
זכר,10-19,חודש אחרון,1184,3,0,0,0,0,0,0,10,0.5
זכר,10-19,6 חודשים,21720,3.8,0,0,1,0.2,4,0.1,125,0.8
זכר,10-19,שנה,291924,8.7,3,0.1,11,0.6,28,0.3,469,1.2
נקבה,10-19,חודש אחרון,1807,4.6,0,0,0,0,1,0.2,13,0.6
נקבה,10-19,3 חודשים,4136,4.6,0,0,0,0,2,0.2,21,0.5
נקבה,10-19,6 חודשים,24175,4.3,0,0,0,0,6,0.2,137,0.9
נקבה,10-19,מתחילת קורונה,433203,9.3,7,0.1,23,0.3,83,0.3,1237,1.4
נקבה,10-19,שנה,293558,8.8,2,0.1,9,0.5,22,0.2,507,1.3
זכר,20-29,6 חודשים,24525,4.3,2,0.2,7,1.1,10,0.3,172,1.1
זכר,20-29,חודש אחרון,1569,4,1,1.3,3,2.6,1,0.2,19,0.9
זכר,20-29,3 חודשים,3094,3.5,1,0.5,5,2.4,3,0.4,35,0.9
זכר,20-29,מתחילת קורונה,271450,5.8,26,0.2,61,0.9,252,0.8,1698,1.9
זכר,20-29,שנה,171245,5.1,4,0.1,18,0.9,49,0.5,537,1.4
נקבה,20-29,מתחילת קורונה,385822,8.2,22,0.2,63,1,284,0.9,5473,6
נקבה,20-29,חודש אחרון,2720,6.9,0,0,1,0.9,0,0,38,1.9
נקבה,20-29,3 חודשים,5327,6,0,0,1,0.5,2,0.2,87,2.1
נקבה,20-29,6 חודשים,34965,6.2,0,0,7,1.1,14,0.4,581,3.7
נקבה,20-29,שנה,263573,7.9,6,0.2,19,1,40,0.4,2267,5.7
זכר,30-39,חודש אחרון,1833,4.7,0,0,1,0.9,0,0,22,1.1
זכר,30-39,6 חודשים,30619,5.4,0,0,4,0.7,16,0.4,221,1.4
זכר,30-39,3 חודשים,3907,4.4,0,0,1,0.5,1,0.1,40,1
זכר,30-39,מתחילת קורונה,272366,5.8,53,0.4,107,1.6,642,2,2388,2.6
זכר,30-39,שנה,190781,5.7,11,0.3,33,1.7,77,0.7,676,1.7
נקבה,30-39,חודש אחרון,2834,7.2,0,0,2,1.8,4,1,50,2.4
נקבה,30-39,3 חודשים,6005,6.7,0,0,3,1.4,8,1,101,2.5
נקבה,30-39,6 חודשים,42618,7.5,2,0.2,13,2.1,15,0.4,600,3.9
נקבה,30-39,מתחילת קורונה,393349,8.4,40,0.3,115,1.7,607,1.9,5557,6.1
נקבה,30-39,שנה,289733,8.7,8,0.2,26,1.3,83,0.8,2282,5.8
זכר,40-49,6 חודשים,29803,5.3,5,0.5,11,1.8,37,1,300,1.9
זכר,40-49,חודש אחרון,1879,4.8,0,0,0,0,3,0.7,24,1.2
זכר,40-49,3 חודשים,3999,4.5,0,0,2,0.9,6,0.7,64,1.6
זכר,40-49,מתחילת קורונה,246996,5.3,125,1.1,271,4.1,1439,4.4,3778,4.2
זכר,40-49,שנה,179393,5.4,25,0.7,59,3,179,1.7,886,2.2
נקבה,40-49,חודש אחרון,3480,8.8,2,2.5,2,1.8,0,0,26,1.3
נקבה,40-49,3 חודשים,7286,8.2,2,1,3,1.4,3,0.4,62,1.5
נקבה,40-49,6 חודשים,45150,8,6,0.6,8,1.3,25,0.7,298,1.9
נקבה,40-49,מתחילת קורונה,355525,7.6,82,0.7,145,2.2,986,3,3748,4.1
נקבה,40-49,שנה,271224,8.1,18,0.5,28,1.4,111,1.1,1015,2.6
זכר,50-59,חודש אחרון,1921,4.9,1,1.3,7,6.1,15,3.6,66,3.2
זכר,50-59,3 חודשים,4162,4.7,2,1,13,6.2,22,2.7,137,3.4
זכר,50-59,6 חודשים,27635,4.9,12,1.2,27,4.4,97,2.7,513,3.3
זכר,50-59,מתחילת קורונה,174694,3.7,401,3.4,571,8.6,2319,7.2,5262,5.8
זכר,50-59,שנה,128844,3.9,84,2.3,133,6.7,395,3.8,1499,3.8
נקבה,50-59,חודש אחרון,3537,9,2,2.5,3,2.6,7,1.7,55,2.7
נקבה,50-59,3 חודשים,7700,8.6,4,1.9,7,3.3,15,1.9,111,2.7
נקבה,50-59,מתחילת קורונה,252058,5.4,209,1.8,274,4.1,1635,5,4199,4.6
נקבה,50-59,6 חודשים,44561,7.9,10,1,19,3.1,70,2,402,2.6
נקבה,50-59,שנה,196706,5.9,50,1.4,73,3.7,273,2.6,1199,3
זכר,60-69,6 חודשים,32515,5.8,52,5.3,84,13.7,277,7.7,1104,7.1
זכר,60-69,חודש אחרון,2372,6,4,5,14,12.3,29,7,159,7.8
זכר,60-69,3 חודשים,5520,6.2,11,5.3,30,14.2,56,6.9,312,7.7
זכר,60-69,מתחילת קורונה,137385,2.9,1050,8.9,1008,15.2,3540,10.9,7458,8.2
זכר,60-69,שנה,106569,3.2,231,6.3,245,12.4,872,8.4,2780,7
נקבה,60-69,חודש אחרון,3528,9,3,3.8,8,7,17,4.1,111,5.4
נקבה,60-69,3 חודשים,8406,9.4,8,3.9,15,7.1,34,4.2,221,5.4
נקבה,60-69,6 חודשים,47159,8.3,23,2.3,38,6.2,175,4.9,856,5.5
נקבה,60-69,מתחילת קורונה,185814,4,581,4.9,538,8.1,2384,7.4,5534,6.1
נקבה,60-69,שנה,151853,4.5,131,3.6,127,6.4,597,5.8,2092,5.3
זכר,70-79,חודש אחרון,2531,6.4,8,10,22,19.3,66,16,297,14.5
זכר,70-79,3 חודשים,6349,7.1,29,14,40,19,129,16,598,14.7
זכר,70-79,6 חודשים,32408,5.7,132,13.4,114,18.7,516,14.4,1964,12.6
זכר,70-79,מתחילת קורונה,93720,2,1777,15,1136,17.1,4174,12.9,8745,9.6
זכר,70-79,שנה,77987,2.3,485,13.3,339,17.2,1469,14.2,4281,10.8
נקבה,70-79,חודש אחרון,3264,8.3,6,7.5,7,6.1,38,9.2,233,11.4
נקבה,70-79,3 חודשים,8345,9.3,18,8.7,12,5.7,102,12.6,477,11.7
נקבה,70-79,6 חודשים,41224,7.3,85,8.6,60,9.8,407,11.4,1592,10.2
נקבה,70-79,מתחילת קורונה,114331,2.4,1128,9.5,639,9.6,3178,9.8,7100,7.8
נקבה,70-79,שנה,96916,2.9,340,9.3,199,10.1,1112,10.8,3449,8.7
זכר,80-89,6 חודשים,13945,2.5,184,18.6,86,14.1,624,17.4,1981,12.7
זכר,80-89,חודש אחרון,1220,3.1,18,22.5,16,14,84,20.3,296,14.5
זכר,80-89,3 חודשים,2894,3.2,43,20.8,30,14.2,146,18.1,578,14.2
זכר,80-89,מתחילת קורונה,37324,0.8,2095,17.7,723,10.9,3658,11.3,7472,8.2
זכר,80-89,שנה,30206,0.9,689,18.9,263,13.3,1626,15.7,4191,10.6
נקבה,80-89,חודש אחרון,1811,4.6,14,17.5,13,11.4,75,18.2,279,13.6
נקבה,80-89,3 חודשים,4132,4.6,39,18.8,26,12.3,142,17.6,552,13.6
נקבה,80-89,6 חודשים,19073,3.4,180,18.2,67,11,609,17,2005,12.9
נקבה,80-89,מתחילת קורונה,51265,1.1,1929,16.3,542,8.2,3751,11.6,8000,8.8
נקבה,80-89,שנה,41344,1.2,662,18.1,206,10.5,1661,16.1,4370,11
זכר,90+,3 חודשים,671,0.8,22,10.6,12,5.7,55,6.8,209,5.1
זכר,90+,מתחילת קורונה,8054,0.2,1007,8.5,173,2.6,1285,4,2499,2.7
