period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,7019,1047,14.92
3_Month,0-9,19390,3631,18.73
6_Month,0-9,106936,45576,42.62
1_Year,0-9,1234555,538380,43.61
All,0-9,1714345,767327,44.76
1_Month,10-19,11340,2953,26.04
3_Month,10-19,28653,6911,24.12
6_Month,10-19,116385,46541,39.99
1_Year,10-19,1158261,576417,49.77
All,10-19,1631180,809814,49.65
1_Month,20-29,17029,4241,24.9
3_Month,20-29,41369,8482,20.5
6_Month,20-29,155592,60082,38.62
1_Year,20-29,1021731,427543,41.84
All,20-29,1476012,606666,41.1
1_Month,30-39,17037,4576,26.86
3_Month,30-39,40913,9968,24.36
6_Month,30-39,169041,73854,43.69
1_Year,30-39,991895,470965,47.48
All,30-39,1374371,615331,44.77
1_Month,40-49,18353,5250,28.61
3_Month,40-49,42672,11324,26.54
6_Month,40-49,166296,75622,45.47
1_Year,40-49,905801,441663,48.76
All,40-49,1221150,559570,45.82
1_Month,50-59,19006,5364,28.22
3_Month,50-59,43194,11900,27.55
6_Month,50-59,154488,72792,47.12
1_Year,50-59,711475,320351,45.03
All,50-59,956767,400665,41.88
1_Month,60-69,21143,5758,27.23
3_Month,60-69,49312,13975,28.34
6_Month,60-69,165978,80262,48.36
1_Year,60-69,600155,254579,42.42
All,60-69,790915,307214,38.84
1_Month,70-79,22739,5668,24.93
3_Month,70-79,51222,14736,28.77
6_Month,70-79,151144,74087,49.02
1_Year,70-79,399811,172214,43.07
All,70-79,516755,200486,38.8
1_Month,80-89,18764,2972,15.84
3_Month,80-89,33637,7042,20.94
6_Month,80-89,77250,33124,42.88
1_Year,80-89,157195,70082,44.58
All,80-89,221072,84704,38.32
1_Month,90+,6885,868,12.61
3_Month,90+,11236,1859,16.55
6_Month,90+,21780,8287,38.05
1_Year,90+,37743,17428,46.18
All,90+,57994,21978,37.9
