priod_Desc,visited_country,colorName,color_number,sum_arrived,sum_positived,percent_positive,last_update_date
month3,סווזילנד,כתום,2,1,0,0,2021-10-20T00:00:00.000Z
month3,מזרח טימור,כתום,2,2,0,0,2021-10-20T00:00:00.000Z
month3,מונטנגרו,כתום,2,7579,73,0.96,2021-10-20T00:00:00.000Z
month3,דרום סודאן,כתום,2,27,1,3.7,2021-10-20T00:00:00.000Z
month3,לבנון,כתום,2,77,0,0,2021-10-20T00:00:00.000Z
month3,ברבדוס,כתום,2,8,0,0,2021-10-20T00:00:00.000Z
month3,ליטא,כתום,2,3399,12,0.35,2021-10-20T00:00:00.000Z
month3,שוודיה,כתום,2,1670,5,0.3,2021-10-20T00:00:00.000Z
month3,בולגריה,כתום,2,16437,424,2.58,2021-10-20T00:00:00.000Z
month3,סין,צהוב,3,1455,1,0.07,2021-10-20T00:00:00.000Z
month3,דנמרק,כתום,2,3729,12,0.32,2021-10-20T00:00:00.000Z
month3,קובה,כתום,2,24,1,4.17,2021-10-20T00:00:00.000Z
month3,קטר,כתום,2,83,0,0,2021-10-20T00:00:00.000Z
month3,סודן,כתום,2,5,0,0,2021-10-20T00:00:00.000Z
month3,גינאה,כתום,2,15,0,0,2021-10-20T00:00:00.000Z
month3,סן מרינו,כתום,2,5,0,0,2021-10-20T00:00:00.000Z
month3,אוקראינה,כתום,2,69303,3778,5.45,2021-10-20T00:00:00.000Z
month3,גמייקה,כתום,2,25,1,4,2021-10-20T00:00:00.000Z
month3,תוניסיה,כתום,2,106,11,10.38,2021-10-20T00:00:00.000Z
month3,הודו,כתום,2,2122,9,0.42,2021-10-20T00:00:00.000Z
month3,ערב הסעודית,כתום,2,139,0,0,2021-10-20T00:00:00.000Z
month3,עומן,כתום,2,8,0,0,2021-10-20T00:00:00.000Z
month3,טנזניה,כתום,2,2898,44,1.52,2021-10-20T00:00:00.000Z
month3,פורטוגל,צהוב,3,6100,22,0.36,2021-10-20T00:00:00.000Z
month3,בליז,כתום,2,12,1,8.33,2021-10-20T00:00:00.000Z
month3,מלזיה,כתום,2,5,0,0,2021-10-20T00:00:00.000Z
month3,קוסטה ריקה,כתום,2,1840,33,1.79,2021-10-20T00:00:00.000Z
month3,אל סלבדור,כתום,2,31,0,0,2021-10-20T00:00:00.000Z
month3,הולנד,כתום,2,20268,108,0.53,2021-10-20T00:00:00.000Z
month3,ניו זילנד,צהוב,3,61,1,1.64,2021-10-20T00:00:00.000Z
month3,נפאל,כתום,2,109,1,0.92,2021-10-20T00:00:00.000Z
month3,גרנדה,כתום,2,19,0,0,2021-10-20T00:00:00.000Z
month3,זמביה,כתום,2,103,0,0,2021-10-20T00:00:00.000Z
month3,מולדובה,כתום,2,8284,183,2.21,2021-10-20T00:00:00.000Z
month3,מרטיניק,כתום,2,2,0,0,2021-10-20T00:00:00.000Z
month3,איי פאלקלנד,כתום,2,1,0,0,2021-10-20T00:00:00.000Z
month3,ונצואלה,כתום,2,126,3,2.38,2021-10-20T00:00:00.000Z
month3,פנמה,כתום,2,977,14,1.43,2021-10-20T00:00:00.000Z
month3,רומניה,כתום,2,30644,343,1.12,2021-10-20T00:00:00.000Z
month3,שוויץ,כתום,2,29536,159,0.54,2021-10-20T00:00:00.000Z
month3,איסלנד,כתום,2,6047,43,0.71,2021-10-20T00:00:00.000Z
month3,קנדה,כתום,2,13531,31,0.23,2021-10-20T00:00:00.000Z
month3,דרום אפריקה,כתום,2,1765,7,0.4,2021-10-20T00:00:00.000Z
month3,קניה,כתום,2,664,10,1.51,2021-10-20T00:00:00.000Z
month3,גיבוטי,כתום,2,1,0,0,2021-10-20T00:00:00.000Z
month3,צאד,כתום,2,7,0,0,2021-10-20T00:00:00.000Z
month3,ונואטו,כתום,2,1,0,0,2021-10-20T00:00:00.000Z
month3,ירדן,כתום,2,27481,183,0.67,2021-10-20T00:00:00.000Z
month3,ויטנאם,כתום,2,52,0,0,2021-10-20T00:00:00.000Z
month3,בלגיה,כתום,2,8748,48,0.55,2021-10-20T00:00:00.000Z
month3,סוריה,כתום,2,204,0,0,2021-10-20T00:00:00.000Z
month3,אירן,כתום,2,3,0,0,2021-10-20T00:00:00.000Z
month3,מלדיבים,כתום,2,3530,16,0.45,2021-10-20T00:00:00.000Z
month3,מוזמביק,כתום,2,55,0,0,2021-10-20T00:00:00.000Z
month3,לאוס,כתום,2,1,0,0,2021-10-20T00:00:00.000Z
month3,חוף השנהב,כתום,2,114,3,2.63,2021-10-20T00:00:00.000Z
month3,ניקרגואה,כתום,2,26,0,0,2021-10-20T00:00:00.000Z
month3,אקואדור,כתום,2,234,2,0.85,2021-10-20T00:00:00.000Z
month3,פורטו ריקו,כתום,2,16,0,0,2021-10-20T00:00:00.000Z
month3,מלטה,צהוב,3,162,0,0,2021-10-20T00:00:00.000Z
month3,מונגוליה,כתום,2,10,0,0,2021-10-20T00:00:00.000Z
month3,קפריסין,צהוב,3,26126,102,0.39,2021-10-20T00:00:00.000Z
month3,גמביה,כתום,2,14,0,0,2021-10-20T00:00:00.000Z
month3,רואנדה,כתום,2,174,0,0,2021-10-20T00:00:00.000Z
month3,גינאה החדשה,כתום,2,1,0,0,2021-10-20T00:00:00.000Z
month3,ראוניון,כתום,2,3,0,0,2021-10-20T00:00:00.000Z
month3,הונדורס,כתום,2,36,0,0,2021-10-20T00:00:00.000Z
month3,סט וינסנט,כתום,2,4,1,25,2021-10-20T00:00:00.000Z
month3,יפן,כתום,2,513,2,0.39,2021-10-20T00:00:00.000Z
month3,פיליפינים,כתום,2,905,15,1.66,2021-10-20T00:00:00.000Z
month3,בהמס,כתום,2,37,0,0,2021-10-20T00:00:00.000Z
month3,לטביה,כתום,2,1857,2,0.11,2021-10-20T00:00:00.000Z
month3,בוליביה,כתום,2,32,0,0,2021-10-20T00:00:00.000Z
month3,תורכמניסטאן,כתום,2,592,21,3.55,2021-10-20T00:00:00.000Z
month3,טג'יקיסטאן,כתום,2,61,0,0,2021-10-20T00:00:00.000Z
month3,טונגה,כתום,2,2,0,0,2021-10-20T00:00:00.000Z
month3,ברמודה,כתום,2,1,0,0,2021-10-20T00:00:00.000Z
month3,זאיר,כתום,2,86,1,1.16,2021-10-20T00:00:00.000Z
month3,ספרד,כתום,2,15380,61,0.4,2021-10-20T00:00:00.000Z
month3,איי פיגי,כתום,2,4,0,0,2021-10-20T00:00:00.000Z
month3,מאלי,כתום,2,131,3,2.29,2021-10-20T00:00:00.000Z
month3,איי הבתולה,כתום,2,2,0,0,2021-10-20T00:00:00.000Z
month3,גאורגיה,כתום,2,25709,215,0.84,2021-10-20T00:00:00.000Z
month3,תימן,כתום,2,12,0,0,2021-10-20T00:00:00.000Z
month3,אסטוניה,כתום,2,642,5,0.78,2021-10-20T00:00:00.000Z
month3,סומליה,כתום,2,4,0,0,2021-10-20T00:00:00.000Z
month3,לוכסמבורג,כתום,2,129,0,0,2021-10-20T00:00:00.000Z
month3,פקיסטן,כתום,2,2,0,0,2021-10-20T00:00:00.000Z
month3,אזרביג'אן,כתום,2,3782,38,1,2021-10-20T00:00:00.000Z
month3,הונג קונג,צהוב,3,355,2,0.56,2021-10-20T00:00:00.000Z
month3,מונקו,כתום,2,98,3,3.06,2021-10-20T00:00:00.000Z
month3,לסוטו,כתום,2,7,0,0,2021-10-20T00:00:00.000Z
month3,מקסיקו,כתום,2,535,17,3.18,2021-10-20T00:00:00.000Z
month3,אוסטרליה,כתום,2,768,2,0.26,2021-10-20T00:00:00.000Z
month3,מדגסקר,כתום,2,2,0,0,2021-10-20T00:00:00.000Z
month3,סט. לוציה,כתום,2,1,0,0,2021-10-20T00:00:00.000Z
month3,בחריין,צהוב,3,320,0,0,2021-10-20T00:00:00.000Z
month3,ליכטנשטיין,כתום,2,1,0,0,2021-10-20T00:00:00.000Z
month3,אלגיריה,כתום,2,3,0,0,2021-10-20T00:00:00.000Z
month3,גיברלטר,כתום,2,89,1,1.12,2021-10-20T00:00:00.000Z
month3,ארמניה,כתום,2,996,13,1.31,2021-10-20T00:00:00.000Z
month3,אורגוואי,צהוב,3,322,3,0.93,2021-10-20T00:00:00.000Z
month3,גאנה,כתום,2,357,5,1.4,2021-10-20T00:00:00.000Z
month3,גרמניה,כתום,2,45618,141,0.31,2021-10-20T00:00:00.000Z
month3,צ'ילה,כתום,2,123,0,0,2021-10-20T00:00:00.000Z
