section,female,male,period
0-9,"{'amount': 1148, 'percentage': 3.7}","{'amount': 942, 'percentage': 3}",חודש אחרון
0-9,"{'amount': 264021, 'percentage': 7.7}","{'amount': 327291, 'percentage': 9.6}",שנה
0-9,"{'amount': 40185, 'percentage': 4.5}","{'amount': 47781, 'percentage': 5.4}",6 חודשים
0-9,"{'amount': 17783, 'percentage': 4.1}","{'amount': 20267, 'percentage': 4.7}",3 חודשים
0-9,"{'amount': 362984, 'percentage': 7.9}","{'amount': 441637, 'percentage': 9.6}",מתחילת קורונה
10-19,"{'amount': 1352, 'percentage': 4.4}","{'amount': 972, 'percentage': 3.1}",חודש אחרון
10-19,"{'amount': 308895, 'percentage': 9}","{'amount': 307796, 'percentage': 9}",שנה
10-19,"{'amount': 43449, 'percentage': 4.9}","{'amount': 41366, 'percentage': 4.7}",6 חודשים
10-19,"{'amount': 17873, 'percentage': 4.1}","{'amount': 16814, 'percentage': 3.9}",3 חודשים
10-19,"{'amount': 429443, 'percentage': 9.3}","{'amount': 439287, 'percentage': 9.6}",מתחילת קורונה
20-29,"{'amount': 1794, 'percentage': 5.8}","{'amount': 1125, 'percentage': 3.6}",חודש אחרון
20-29,"{'amount': 269732, 'percentage': 7.9}","{'amount': 175514, 'percentage': 5.1}",שנה
20-29,"{'amount': 60756, 'percentage': 6.9}","{'amount': 42454, 'percentage': 4.8}",6 חודשים
20-29,"{'amount': 26669, 'percentage': 6.2}","{'amount': 19392, 'percentage': 4.5}",3 חודשים
20-29,"{'amount': 380960, 'percentage': 8.3}","{'amount': 268650, 'percentage': 5.8}",מתחילת קורונה
30-39,"{'amount': 33270, 'percentage': 7.7}","{'amount': 24178, 'percentage': 5.6}",3 חודשים
30-39,"{'amount': 2220, 'percentage': 7.2}","{'amount': 1378, 'percentage': 4.4}",חודש אחרון
30-39,"{'amount': 297643, 'percentage': 8.7}","{'amount': 194902, 'percentage': 5.7}",שנה
30-39,"{'amount': 72523, 'percentage': 8.2}","{'amount': 52709, 'percentage': 6}",6 חודשים
30-39,"{'amount': 388145, 'percentage': 8.4}","{'amount': 268793, 'percentage': 5.8}",מתחילת קורונה
40-49,"{'amount': 34221, 'percentage': 7.9}","{'amount': 23334, 'percentage': 5.4}",3 חודשים
40-49,"{'amount': 2444, 'percentage': 7.9}","{'amount': 1486, 'percentage': 4.8}",חודש אחרון
40-49,"{'amount': 272981, 'percentage': 8}","{'amount': 181858, 'percentage': 5.3}",שנה
40-49,"{'amount': 73205, 'percentage': 8.3}","{'amount': 50166, 'percentage': 5.7}",6 חודשים
40-49,"{'amount': 349121, 'percentage': 7.6}","{'amount': 243368, 'percentage': 5.3}",מתחילת קורונה
50-59,"{'amount': 33384, 'percentage': 7.7}","{'amount': 21130, 'percentage': 4.9}",3 חודשים
50-59,"{'amount': 2504, 'percentage': 8.1}","{'amount': 1440, 'percentage': 4.6}",חודש אחרון
50-59,"{'amount': 193775, 'percentage': 5.7}","{'amount': 127798, 'percentage': 3.7}",שנה
50-59,"{'amount': 67163, 'percentage': 7.6}","{'amount': 42594, 'percentage': 4.8}",6 חודשים
50-59,"{'amount': 245334, 'percentage': 5.3}","{'amount': 170840, 'percentage': 3.7}",מתחילת קורונה
60-69,"{'amount': 35198, 'percentage': 8.2}","{'amount': 24440, 'percentage': 5.7}",3 חודשים
60-69,"{'amount': 2891, 'percentage': 9.3}","{'amount': 1793, 'percentage': 5.8}",חודש אחרון
60-69,"{'amount': 146791, 'percentage': 4.3}","{'amount': 103076, 'percentage': 3}",שנה
60-69,"{'amount': 65984, 'percentage': 7.5}","{'amount': 44811, 'percentage': 5.1}",6 חודשים
60-69,"{'amount': 178458, 'percentage': 3.9}","{'amount': 132265, 'percentage': 2.9}",מתחילת קורונה
70-79,"{'amount': 29985, 'percentage': 6.9}","{'amount': 23476, 'percentage': 5.4}",3 חודשים
70-79,"{'amount': 2804, 'percentage': 9}","{'amount': 1995, 'percentage': 6.4}",חודש אחרון
70-79,"{'amount': 90703, 'percentage': 2.7}","{'amount': 72919, 'percentage': 2.1}",שנה
70-79,"{'amount': 51404, 'percentage': 5.8}","{'amount': 40602, 'percentage': 4.6}",6 חודשים
70-79,"{'amount': 107043, 'percentage': 2.3}","{'amount': 87805, 'percentage': 1.9}",מתחילת קורונה
80-89,"{'amount': 1281, 'percentage': 4.1}","{'amount': 850, 'percentage': 2.7}",חודש אחרון
80-89,"{'amount': 38264, 'percentage': 1.1}","{'amount': 27839, 'percentage': 0.8}",שנה
80-89,"{'amount': 21912, 'percentage': 2.5}","{'amount': 16283, 'percentage': 1.8}",6 חודשים
80-89,"{'amount': 14012, 'percentage': 3.2}","{'amount': 10076, 'percentage': 2.3}",3 חודשים
80-89,"{'amount': 47637, 'percentage': 1}","{'amount': 34569, 'percentage': 0.8}",מתחילת קורונה
90+,"{'amount': 6075, 'percentage': 0.7}","{'amount': 3195, 'percentage': 0.4}",6 חודשים
90+,"{'amount': 403, 'percentage': 1.3}","{'amount': 200, 'percentage': 0.6}",חודש אחרון
90+,"{'amount': 10876, 'percentage': 0.3}","{'amount': 5750, 'percentage': 0.2}",שנה
90+,"{'amount': 4044, 'percentage': 0.9}","{'amount': 2045, 'percentage': 0.5}",3 חודשים
90+,"{'amount': 14317, 'percentage': 0.3}","{'amount': 7393, 'percentage': 0.2}",מתחילת קורונה
