age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,359783,327171,1538337,23.4,21.3
20-29,1005550,926781,1300361,77.3,71.3
30-39,973858,913309,1197026,81.4,76.3
40-49,933589,881005,1098556,85,80.2
50-59,759398,717540,849966,89.3,84.4
60-69,669840,641521,741639,90.3,86.5
70-79,480924,466141,490784,98,95
80-89,215856,209134,225538,95.7,92.7
90+,50657,48363,51496,98.4,93.9
