city,diff,percentOfCityPopulation,sickCount,status,testsCount
ירושלים,1.13531047265987,0.4687137592454192,4365,,112882
בני ברק,1.008557457212714,1.645867155363883,3305,,47587
תל אביב - יפו,2.9462738301559788,0.2602928513679616,1188,,51927
בית שמש,0.3350083752093802,0.47222616400990175,599,,11141
אשדוד,7.709750566893423,0.2104498309755568,475,,18872
אלעד,1.282051282051282,0.9968873559350552,474,בסגר חלקי,7791
מודיעין עילית,1.943844492440605,0.6132179652076756,472,,9251
פתח תקווה,1.830663615560641,0.1812383671441313,445,,26135
בת ים,6.017191977077363,0.28490467243662804,370,,15052
באר שבע,3.768115942028986,0.1815710460115232,358,,25148
ביתר עילית,0.5865102639296188,0.5563846353490786,343,,5401
ראשון לציון,2.4615384615384617,0.1371499176276771,333,,22294
חולון,4.1522491349480966,0.1611004067651467,301,,18657
אשקלון,1.01010101010101,0.21154022437366468,300,,15004
נתניה,1.718213058419244,0.1364703061821971,296,,17196
חיפה,1.851851851851852,0.10057602633263239,275,,23968
רמת גן,2.066115702479339,0.167944952132289,247,,16394
רהט,8.715596330275229,0.3541700913071417,237,בסגר חלקי,6067
טבריה,1.339285714285714,0.5051179350244771,227,בסגר חלקי,6385
חורה,0.9345794392523363,1.218755289736501,216,,2702
ערערה-בנגב,10.47120418848168,1.165423916045291,211,בסגר חלקי,3108
אור יהודה,2.061855670103093,0.5695710957052038,198,,4933
רחובות,6.211180124223602,0.122804245723396,171,,13232
רעננה,0.6097560975609756,0.2194411565213922,165,,9091
דייר אל-אסד,0,1.214864221057647,153,,4930
הרצליה,0.6666666666666667,0.162775154690296,151,,8801
מודיעין-מכבים-רעות,1.492537313432836,0.1552848220504447,136,,7819
לוד,9.67741935483871,0.1782694752847724,136,,6232
נתיבות,1.639344262295082,0.322253696821643,124,,3555
רמלה,3.389830508474576,0.1611007672093914,122,,6589
צפת,1.680672268907563,0.3364194956487892,121,,3663
קרית גת,1.769911504424779,0.20003478865889718,115,,4595
אום אל-פחם,3.6363636363636362,0.20288307528029903,114,,4271
כפר סבא,2.8301886792452833,0.1112449225367925,109,,9114
