section,female,male,period
0-9,"{'amount': 8, 'percentage': 0.5}","{'amount': 19, 'percentage': 1.1}",6 חודשים
0-9,"{'amount': 8, 'percentage': 0.7}","{'amount': 16, 'percentage': 1.4}",3 חודשים
0-9,"{'amount': 4, 'percentage': 0.8}","{'amount': 7, 'percentage': 1.4}",חודש אחרון
0-9,"{'amount': 15, 'percentage': 0.3}","{'amount': 30, 'percentage': 0.5}",מתחילת קורונה
0-9,"{'amount': 10, 'percentage': 0.4}","{'amount': 22, 'percentage': 0.9}",שנה
10-19,"{'amount': 12, 'percentage': 0.7}","{'amount': 12, 'percentage': 0.7}",6 חודשים
10-19,"{'amount': 2, 'percentage': 0.4}","{'amount': 3, 'percentage': 0.6}",חודש אחרון
10-19,"{'amount': 8, 'percentage': 0.7}","{'amount': 8, 'percentage': 0.7}",3 חודשים
10-19,"{'amount': 20, 'percentage': 0.3}","{'amount': 22, 'percentage': 0.4}",מתחילת קורונה
10-19,"{'amount': 14, 'percentage': 0.6}","{'amount': 14, 'percentage': 0.6}",שנה
20-29,"{'amount': 16, 'percentage': 1}","{'amount': 20, 'percentage': 1.2}",6 חודשים
20-29,"{'amount': 10, 'percentage': 0.9}","{'amount': 10, 'percentage': 0.9}",3 חודשים
20-29,"{'amount': 22, 'percentage': 0.9}","{'amount': 30, 'percentage': 1.2}",שנה
20-29,"{'amount': 1, 'percentage': 0.2}","{'amount': 4, 'percentage': 0.8}",חודש אחרון
20-29,"{'amount': 55, 'percentage': 0.9}","{'amount': 51, 'percentage': 0.9}",מתחילת קורונה
30-39,"{'amount': 25, 'percentage': 1.5}","{'amount': 33, 'percentage': 2}",6 חודשים
30-39,"{'amount': 9, 'percentage': 0.8}","{'amount': 25, 'percentage': 2.2}",3 חודשים
30-39,"{'amount': 92, 'percentage': 1.6}","{'amount': 95, 'percentage': 1.6}",מתחילת קורונה
30-39,"{'amount': 49, 'percentage': 1.9}","{'amount': 49, 'percentage': 1.9}",שנה
30-39,"{'amount': 6, 'percentage': 1.2}","{'amount': 17, 'percentage': 3.4}",חודש אחרון
40-49,"{'amount': 38, 'percentage': 2.3}","{'amount': 75, 'percentage': 4.5}",6 חודשים
40-49,"{'amount': 11, 'percentage': 2.2}","{'amount': 14, 'percentage': 2.8}",חודש אחרון
40-49,"{'amount': 63, 'percentage': 2.5}","{'amount': 115, 'percentage': 4.6}",שנה
40-49,"{'amount': 18, 'percentage': 1.6}","{'amount': 42, 'percentage': 3.7}",3 חודשים
40-49,"{'amount': 140, 'percentage': 2.4}","{'amount': 240, 'percentage': 4.1}",מתחילת קורונה
50-59,"{'amount': 17, 'percentage': 3.4}","{'amount': 45, 'percentage': 9}",חודש אחרון
50-59,"{'amount': 247, 'percentage': 4.2}","{'amount': 530, 'percentage': 9.1}",מתחילת קורונה
50-59,"{'amount': 130, 'percentage': 5.1}","{'amount': 235, 'percentage': 9.3}",שנה
50-59,"{'amount': 81, 'percentage': 4.9}","{'amount': 150, 'percentage': 9}",6 חודשים
50-59,"{'amount': 49, 'percentage': 4.3}","{'amount': 89, 'percentage': 7.7}",3 חודשים
60-69,"{'amount': 43, 'percentage': 8.6}","{'amount': 76, 'percentage': 15.2}",חודש אחרון
60-69,"{'amount': 230, 'percentage': 9.1}","{'amount': 322, 'percentage': 12.7}",שנה
60-69,"{'amount': 143, 'percentage': 8.6}","{'amount': 210, 'percentage': 12.6}",6 חודשים
60-69,"{'amount': 79, 'percentage': 6.9}","{'amount': 135, 'percentage': 11.7}",3 חודשים
60-69,"{'amount': 474, 'percentage': 8.1}","{'amount': 900, 'percentage': 15.4}",מתחילת קורונה
70-79,"{'amount': 175, 'percentage': 10.5}","{'amount': 232, 'percentage': 13.9}",6 חודשים
70-79,"{'amount': 117, 'percentage': 10.2}","{'amount': 179, 'percentage': 15.6}",3 חודשים
70-79,"{'amount': 46, 'percentage': 9.2}","{'amount': 77, 'percentage': 15.4}",חודש אחרון
70-79,"{'amount': 570, 'percentage': 9.7}","{'amount': 1006, 'percentage': 17.2}",מתחילת קורונה
70-79,"{'amount': 263, 'percentage': 10.4}","{'amount': 358, 'percentage': 14.2}",שנה
80-89,"{'amount': 155, 'percentage': 9.3}","{'amount': 173, 'percentage': 10.4}",6 חודשים
80-89,"{'amount': 125, 'percentage': 10.9}","{'amount': 145, 'percentage': 12.6}",3 חודשים
80-89,"{'amount': 53, 'percentage': 10.6}","{'amount': 53, 'percentage': 10.6}",חודש אחרון
80-89,"{'amount': 473, 'percentage': 8.1}","{'amount': 625, 'percentage': 10.7}",מתחילת קורונה
80-89,"{'amount': 222, 'percentage': 8.8}","{'amount': 259, 'percentage': 10.2}",שנה
90+,"{'amount': 46, 'percentage': 2.8}","{'amount': 45, 'percentage': 2.7}",6 חודשים
90+,"{'amount': 39, 'percentage': 3.4}","{'amount': 39, 'percentage': 3.4}",3 חודשים
90+,"{'amount': 11, 'percentage': 2.2}","{'amount': 11, 'percentage': 2.2}",חודש אחרון
90+,"{'amount': 131, 'percentage': 2.2}","{'amount': 135, 'percentage': 2.3}",מתחילת קורונה
90+,"{'amount': 61, 'percentage': 2.4}","{'amount': 59, 'percentage': 2.3}",שנה
