gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,שנה,334698,11.6,5,0.1,22,0.9,77,0.6
זכר,0-9,חודש אחרון,27444,10.3,0,0,7,1.4,12,0.7
זכר,0-9,3 חודשים,258039,10.9,4,0.2,16,1.4,47,0.8
זכר,0-9,מתחילת קורונה,402536,10.8,7,0.1,30,0.5,103,0.4
זכר,0-9,6 חודשים,280272,11.2,4,0.1,19,1.1,58,0.7
נקבה,0-9,שנה,258008,8.9,2,0,10,0.4,56,0.5
נקבה,0-9,מתחילת קורונה,313497,8.4,4,0,15,0.3,69,0.2
נקבה,0-9,חודש אחרון,19617,7.4,0,0,4,0.8,12,0.7
נקבה,0-9,3 חודשים,190766,8.1,1,0,8,0.7,32,0.6
נקבה,0-9,6 חודשים,210689,8.4,1,0,8,0.5,42,0.5
זכר,10-19,שנה,310672,10.7,5,0.1,14,0.6,39,0.3
זכר,10-19,3 חודשים,253778,10.7,4,0.2,8,0.7,21,0.4
זכר,10-19,מתחילת קורונה,406136,10.9,7,0.1,22,0.4,70,0.3
זכר,10-19,חודש אחרון,24357,9.2,1,0.2,3,0.6,6,0.4
זכר,10-19,6 חודשים,269081,10.8,5,0.2,12,0.7,29,0.4
נקבה,10-19,מתחילת קורונה,377318,10.2,7,0.1,20,0.3,61,0.2
נקבה,10-19,3 חודשים,238640,10.1,2,0.1,8,0.7,13,0.2
נקבה,10-19,שנה,295049,10.2,4,0.1,14,0.6,31,0.3
נקבה,10-19,חודש אחרון,21678,8.2,0,0,2,0.4,6,0.4
נקבה,10-19,6 חודשים,254579,10.2,3,0.1,12,0.7,21,0.3
זכר,20-29,מתחילת קורונה,228672,6.2,23,0.2,51,0.9,211,0.8
זכר,20-29,חודש אחרון,13158,5,0,0,4,0.8,9,0.5
זכר,20-29,שנה,157976,5.5,7,0.2,30,1.2,102,0.8
זכר,20-29,3 חודשים,127204,5.4,1,0,10,0.9,37,0.6
זכר,20-29,6 חודשים,132678,5.3,3,0.1,20,1.2,56,0.7
נקבה,20-29,שנה,235345,8.1,9,0.2,22,0.9,103,0.8
נקבה,20-29,מתחילת קורונה,317283,8.5,22,0.2,55,0.9,246,0.9
נקבה,20-29,חודש אחרון,19892,7.5,0,0,1,0.2,4,0.2
נקבה,20-29,3 חודשים,195542,8.3,5,0.2,10,0.9,23,0.4
נקבה,20-29,6 חודשים,204487,8.2,7,0.2,16,1,57,0.7
