period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,136788,39343,28.76
3_Month,0-9,1133595,454848,40.12
6_Month,0-9,1287155,496609,38.58
1_Year,0-9,1485694,585862,39.43
All,0-9,1672039,692324,41.41
1_Month,10-19,132598,39077,29.47
3_Month,10-19,1035341,495147,47.82
6_Month,10-19,1176606,524933,44.61
1_Year,10-19,1369494,592893,43.29
All,10-19,1583064,737182,46.57
1_Month,20-29,156599,29134,18.6
3_Month,20-29,806359,324401,40.23
6_Month,20-29,981166,339362,34.59
1_Year,20-29,1169447,390563,33.4
All,20-29,1384945,513225,37.06
1_Month,30-39,154755,34932,22.57
3_Month,30-39,791461,347011,43.84
6_Month,30-39,939170,364459,38.81
1_Year,30-39,1104732,415121,37.58
All,30-39,1279139,502395,39.28
1_Month,40-49,151298,33305,22.01
3_Month,40-49,726961,317851,43.72
6_Month,40-49,848253,330168,38.92
1_Year,40-49,984080,370502,37.65
All,40-49,1132660,445549,39.34
1_Month,50-59,130843,23712,18.12
3_Month,50-59,532267,205885,38.68
6_Month,50-59,636489,211756,33.27
1_Year,50-59,741220,235525,31.78
All,50-59,864119,293505,33.97
1_Month,60-69,114413,16613,14.52
3_Month,60-69,427845,135694,31.72
6_Month,60-69,513739,139207,27.1
1_Year,60-69,599354,154560,25.79
All,60-69,697145,193284,27.73
1_Month,70-79,76737,9707,12.65
3_Month,70-79,259354,70054,27.01
6_Month,70-79,313685,71811,22.89
1_Year,70-79,370818,80337,21.66
All,70-79,434106,100762,23.21
1_Month,80-89,35070,3572,10.19
3_Month,80-89,100550,27134,26.99
6_Month,80-89,119710,27952,23.35
1_Year,80-89,146655,32090,21.88
All,80-89,185948,42995,23.12
1_Month,90+,9658,837,8.67
3_Month,90+,24591,7139,29.03
6_Month,90+,28891,7359,25.47
1_Year,90+,35908,8453,23.54
All,90+,48799,12098,24.79
