name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,107.9113922119141,3
זיו צפת,,,0
שמיר,,75.1964111328125,0
וולפסון,,,0
הלל יפה,,90.87378692626953,0
נהריה,,77.67123413085938,0
ברזילי,,85.76158905029297,2
פוריה,,68.73239135742188,0
סוראסקי,,121.1784820556641,0
בני ציון,,,0
רבין ק. בילינסון,,93.17365264892578,1
סורוקה,,81.32058715820312,5
מאיר,,,0
קפלן,,94.94584655761719,1
המרכזי בעמק,,80.68965148925781,1
"רמב""ם",,95.08197021484375,0
הדסה עין כרם,,101.9841232299805,4
הסקוטי,,,0
סנט ג'וזף,,,0
שערי צדק,,99.50859832763672,0
אל מקאסד,,,0
לניאדו,,96.10028076171875,3
אוגוסטה ויקטוריה,,,0
שניידר,,,0
אסותא אשדוד,,,0
המשפחה הקדושה,,,0
השרון ק. גולדה,,,0
יוספטל,,,0
מעייני הישועה,,,0
סנט וינסנט,,,0
הכרמל,,,0
