period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,141133,41239,29.22
3_Month,0-9,1134186,453938,40.02
6_Month,0-9,1289242,497076,38.56
1_Year,0-9,1486578,585093,39.36
All,0-9,1671721,691264,41.35
1_Month,10-19,136166,40835,29.99
3_Month,10-19,1035883,494318,47.72
6_Month,10-19,1177559,524795,44.57
1_Year,10-19,1369849,592162,43.23
All,10-19,1582635,736211,46.52
1_Month,20-29,158713,29975,18.89
3_Month,20-29,805925,323551,40.15
6_Month,20-29,980916,338907,34.55
1_Year,20-29,1169308,389825,33.34
All,20-29,1383877,512318,37.02
1_Month,30-39,157221,36005,22.9
3_Month,30-39,790752,345845,43.74
6_Month,30-39,938872,363841,38.75
1_Year,30-39,1104118,414020,37.5
All,30-39,1277927,501160,39.22
1_Month,40-49,153829,34176,22.22
3_Month,40-49,726179,316609,43.6
6_Month,40-49,847960,329286,38.83
1_Year,40-49,983550,369283,37.55
All,40-49,1131717,444257,39.26
1_Month,50-59,131652,24105,18.31
3_Month,50-59,531026,204934,38.59
6_Month,50-59,635583,210957,33.19
1_Year,50-59,740273,234608,31.69
All,50-59,862982,292551,33.9
1_Month,60-69,114717,16790,14.64
3_Month,60-69,426565,134926,31.63
6_Month,60-69,512579,138531,27.03
1_Year,60-69,598255,153829,25.71
All,60-69,695934,192521,27.66
1_Month,70-79,77026,9768,12.68
3_Month,70-79,258545,69580,26.91
6_Month,70-79,312832,71364,22.81
1_Year,70-79,370008,79867,21.59
All,70-79,433209,100278,23.15
1_Month,80-89,35420,3621,10.22
3_Month,80-89,100295,26982,26.9
6_Month,80-89,119468,27827,23.29
1_Year,80-89,146523,31957,21.81
All,80-89,185675,42836,23.07
1_Month,90+,9792,878,8.97
3_Month,90+,24556,7117,28.98
6_Month,90+,28868,7345,25.44
1_Year,90+,35914,8434,23.48
All,90+,48750,12077,24.77
