section,female,male,period,order_period
0-9,"{'amount': 3, 'percentage': 0}","{'amount': 5, 'percentage': 0.1}",מתחילת קורונה,1
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 2, 'percentage': 4.1}",חודש אחרון,5
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 2, 'percentage': 0.7}",3 חודשים,4
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 3, 'percentage': 0.2}",6 חודשים,3
0-9,"{'amount': 3, 'percentage': 0.1}","{'amount': 4, 'percentage': 0.1}",שנה,2
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",3 חודשים,4
10-19,"{'amount': 1, 'percentage': 0}","{'amount': 3, 'percentage': 0.1}",שנה,2
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
10-19,"{'amount': 4, 'percentage': 0}","{'amount': 3, 'percentage': 0}",מתחילת קורונה,1
10-19,"{'amount': 1, 'percentage': 0.1}","{'amount': 1, 'percentage': 0.1}",6 חודשים,3
20-29,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
20-29,"{'amount': 3, 'percentage': 0.2}","{'amount': 4, 'percentage': 0.2}",6 חודשים,3
20-29,"{'amount': 1, 'percentage': 0.3}","{'amount': 2, 'percentage': 0.7}",3 חודשים,4
20-29,"{'amount': 16, 'percentage': 0.2}","{'amount': 23, 'percentage': 0.3}",מתחילת קורונה,1
20-29,"{'amount': 8, 'percentage': 0.2}","{'amount': 18, 'percentage': 0.4}",שנה,2
30-39,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 2}",חודש אחרון,5
30-39,"{'amount': 1, 'percentage': 0.3}","{'amount': 4, 'percentage': 1.4}",3 חודשים,4
30-39,"{'amount': 9, 'percentage': 0.5}","{'amount': 14, 'percentage': 0.8}",6 חודשים,3
30-39,"{'amount': 24, 'percentage': 0.5}","{'amount': 31, 'percentage': 0.7}",שנה,2
30-39,"{'amount': 31, 'percentage': 0.4}","{'amount': 44, 'percentage': 0.5}",מתחילת קורונה,1
40-49,"{'amount': 41, 'percentage': 0.9}","{'amount': 77, 'percentage': 1.7}",שנה,2
40-49,"{'amount': 10, 'percentage': 0.5}","{'amount': 34, 'percentage': 1.9}",6 חודשים,3
40-49,"{'amount': 4, 'percentage': 1.4}","{'amount': 12, 'percentage': 4.1}",3 חודשים,4
40-49,"{'amount': 1, 'percentage': 2}","{'amount': 2, 'percentage': 4.1}",חודש אחרון,5
40-49,"{'amount': 65, 'percentage': 0.8}","{'amount': 104, 'percentage': 1.3}",מתחילת קורונה,1
50-59,"{'amount': 163, 'percentage': 2}","{'amount': 321, 'percentage': 3.9}",מתחילת קורונה,1
50-59,"{'amount': 4, 'percentage': 8.2}","{'amount': 2, 'percentage': 4.1}",חודש אחרון,5
50-59,"{'amount': 10, 'percentage': 3.4}","{'amount': 22, 'percentage': 7.4}",3 חודשים,4
50-59,"{'amount': 39, 'percentage': 2.1}","{'amount': 70, 'percentage': 3.8}",6 חודשים,3
50-59,"{'amount': 98, 'percentage': 2.2}","{'amount': 189, 'percentage': 4.2}",שנה,2
60-69,"{'amount': 32, 'percentage': 10.8}","{'amount': 42, 'percentage': 14.2}",3 חודשים,4
60-69,"{'amount': 451, 'percentage': 5.5}","{'amount': 825, 'percentage': 10}",מתחילת קורונה,1
60-69,"{'amount': 0, 'percentage': 0}","{'amount': 6, 'percentage': 12.2}",חודש אחרון,5
60-69,"{'amount': 147, 'percentage': 8}","{'amount': 183, 'percentage': 10}",6 חודשים,3
60-69,"{'amount': 299, 'percentage': 6.6}","{'amount': 468, 'percentage': 10.3}",שנה,2
70-79,"{'amount': 42, 'percentage': 14.2}","{'amount': 34, 'percentage': 11.5}",3 חודשים,4
70-79,"{'amount': 491, 'percentage': 10.8}","{'amount': 674, 'percentage': 14.8}",שנה,2
70-79,"{'amount': 8, 'percentage': 16.3}","{'amount': 3, 'percentage': 6.1}",חודש אחרון,5
70-79,"{'amount': 798, 'percentage': 9.6}","{'amount': 1296, 'percentage': 15.7}",מתחילת קורונה,1
70-79,"{'amount': 196, 'percentage': 10.7}","{'amount': 267, 'percentage': 14.6}",6 חודשים,3
80-89,"{'amount': 280, 'percentage': 15.3}","{'amount': 291, 'percentage': 15.9}",6 חודשים,3
80-89,"{'amount': 33, 'percentage': 11.1}","{'amount': 24, 'percentage': 8.1}",3 חודשים,4
80-89,"{'amount': 12, 'percentage': 24.5}","{'amount': 3, 'percentage': 6.1}",חודש אחרון,5
80-89,"{'amount': 696, 'percentage': 15.3}","{'amount': 725, 'percentage': 15.9}",שנה,2
80-89,"{'amount': 1278, 'percentage': 15.4}","{'amount': 1410, 'percentage': 17}",מתחילת קורונה,1
90+,"{'amount': 413, 'percentage': 9.1}","{'amount': 287, 'percentage': 6.3}",שנה,2
90+,"{'amount': 174, 'percentage': 9.5}","{'amount': 102, 'percentage': 5.6}",6 חודשים,3
90+,"{'amount': 25, 'percentage': 8.4}","{'amount': 6, 'percentage': 2}",3 חודשים,4
90+,"{'amount': 5, 'percentage': 10.2}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
90+,"{'amount': 840, 'percentage': 10.2}","{'amount': 592, 'percentage': 7.2}",מתחילת קורונה,1
