gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,6 חודשים,294259,11.9,5,0.2,18,1,62,0.7
זכר,0-9,3 חודשים,237105,11.2,4,0.3,13,1.3,38,0.8
זכר,0-9,מתחילת קורונה,378403,11,7,0.1,27,0.5,96,0.4
זכר,0-9,שנה,323109,11.9,5,0.1,20,0.7,73,0.5
זכר,0-9,חודש אחרון,194837,12.3,2,0.2,12,1.4,33,0.8
נקבה,0-9,חודש אחרון,132032,8.3,1,0.1,6,0.7,24,0.6
נקבה,0-9,6 חודשים,219964,8.9,1,0,6,0.3,42,0.5
נקבה,0-9,3 חודשים,170297,8,1,0.1,6,0.6,28,0.6
נקבה,0-9,שנה,244610,9,3,0.1,10,0.4,53,0.4
נקבה,0-9,מתחילת קורונה,290114,8.4,4,0,13,0.2,62,0.2
זכר,10-19,מתחילת קורונה,385389,11.2,4,0,23,0.4,66,0.2
זכר,10-19,6 חודשים,275202,11.1,2,0.1,13,0.7,30,0.3
זכר,10-19,3 חודשים,234753,11.1,1,0.1,8,0.8,20,0.4
זכר,10-19,חודש אחרון,175973,11.1,1,0.1,8,0.9,14,0.3
זכר,10-19,שנה,300088,11,2,0,14,0.5,43,0.3
נקבה,10-19,6 חודשים,255932,10.3,2,0.1,12,0.7,25,0.3
נקבה,10-19,3 חודשים,215710,10.2,1,0.1,7,0.7,13,0.3
נקבה,10-19,חודש אחרון,150663,9.5,1,0.1,6,0.7,8,0.2
נקבה,10-19,מתחילת קורונה,351556,10.2,5,0.1,19,0.3,62,0.2
נקבה,10-19,שנה,279452,10.3,2,0,15,0.5,39,0.3
זכר,20-29,שנה,152019,5.6,12,0.3,36,1.3,133,1
זכר,20-29,חודש אחרון,78897,5,1,0.1,7,0.8,21,0.5
זכר,20-29,3 חודשים,115168,5.4,2,0.1,9,0.9,28,0.6
זכר,20-29,6 חודשים,136408,5.5,5,0.2,19,1.1,74,0.8
זכר,20-29,מתחילת קורונה,215942,6.3,24,0.2,49,0.9,208,0.8
נקבה,20-29,מתחילת קורונה,296681,8.6,19,0.2,55,1,245,0.9
נקבה,20-29,6 חודשים,204083,8.2,5,0.2,16,0.9,83,0.9
נקבה,20-29,שנה,224546,8.3,10,0.2,28,1,143,1.1
נקבה,20-29,3 חודשים,175757,8.3,3,0.2,12,1.2,22,0.4
נקבה,20-29,חודש אחרון,124505,7.9,3,0.2,9,1,14,0.3
זכר,30-39,חודש אחרון,89168,5.6,3,0.2,9,1,36,0.9
זכר,30-39,שנה,154866,5.7,30,0.7,50,1.8,315,2.4
זכר,30-39,מתחילת קורונה,201615,5.9,48,0.5,85,1.5,566,2.1
זכר,30-39,6 חודשים,140458,5.7,17,0.6,30,1.7,180,2
זכר,30-39,3 חודשים,119826,5.7,6,0.4,14,1.4,44,0.9
נקבה,30-39,3 חודשים,187212,8.8,2,0.1,12,1.2,55,1.1
נקבה,30-39,חודש אחרון,143051,9,2,0.2,7,0.8,41,1
נקבה,30-39,מתחילת קורונה,289678,8.4,33,0.3,90,1.6,545,2
נקבה,30-39,6 חודשים,217354,8.8,11,0.4,29,1.6,178,2
נקבה,30-39,שנה,236237,8.7,18,0.4,59,2.2,318,2.4
זכר,40-49,מתחילת קורונה,179749,5.2,113,1.2,237,4.2,1295,4.8
זכר,40-49,שנה,139866,5.1,69,1.6,143,5.2,652,4.9
זכר,40-49,6 חודשים,127677,5.2,43,1.5,83,4.7,366,4.1
