name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,99.17721557617188,208
סנט וינסנט,,,0
שמיר,,,0
וולפסון,,75.5490493774414,34
זיו צפת,,80.97982788085938,39
הלל יפה,,,54
נהריה,,,0
ברזילי,,79.6357650756836,66
פוריה,,76.05633544921875,43
סוראסקי,,118.7019653320313,140
בני ציון,,81.75519561767578,36
רבין ק. בילינסון,,90.34564971923828,105
סורוקה,,75.44757080078125,149
מאיר,,87.01799774169922,100
קפלן,,86.04240417480469,25
המרכזי בעמק,,76.54723358154297,76
"רמב""ם",,92.93032836914062,79
רבין ק. השרון,,75.93360900878906,19
יוספטל,,69.23076629638672,10
הדסה עין כרם,,99.0740737915039,127
הדסה הר הצופים,,91.66666412353516,32
הסקוטי,,,20
המשפחה הקדושה,,,0
סנט ג'וזף,,,6
שערי צדק,,100.8505477905273,52
אל מקאסד,,,0
לניאדו,,93.87186431884766,8
אוגוסטה ויקטוריה,,,0
מעייני הישועה,,,0
אסותא אשדוד,,,18
שניידר,,,0
הכרמל,,80.98159790039062,65
