section,female,male,period,order_period
0-9,"{'amount': 290114, 'percentage': 8.4}","{'amount': 378403, 'percentage': 11}",מתחילת קורונה,1
0-9,"{'amount': 170297, 'percentage': 8}","{'amount': 237105, 'percentage': 11.2}",3 חודשים,4
0-9,"{'amount': 219964, 'percentage': 8.9}","{'amount': 294259, 'percentage': 11.9}",6 חודשים,3
0-9,"{'amount': 244610, 'percentage': 9}","{'amount': 323109, 'percentage': 11.9}",שנה,2
0-9,"{'amount': 132032, 'percentage': 8.3}","{'amount': 194837, 'percentage': 12.3}",חודש אחרון,5
10-19,"{'amount': 351556, 'percentage': 10.2}","{'amount': 385389, 'percentage': 11.2}",מתחילת קורונה,1
10-19,"{'amount': 150663, 'percentage': 9.5}","{'amount': 175973, 'percentage': 11.1}",חודש אחרון,5
10-19,"{'amount': 215710, 'percentage': 10.2}","{'amount': 234753, 'percentage': 11.1}",3 חודשים,4
10-19,"{'amount': 255932, 'percentage': 10.3}","{'amount': 275202, 'percentage': 11.1}",6 חודשים,3
10-19,"{'amount': 279452, 'percentage': 10.3}","{'amount': 300088, 'percentage': 11}",שנה,2
20-29,"{'amount': 224546, 'percentage': 8.3}","{'amount': 152019, 'percentage': 5.6}",שנה,2
20-29,"{'amount': 204083, 'percentage': 8.2}","{'amount': 136408, 'percentage': 5.5}",6 חודשים,3
20-29,"{'amount': 175757, 'percentage': 8.3}","{'amount': 115168, 'percentage': 5.4}",3 חודשים,4
20-29,"{'amount': 124505, 'percentage': 7.9}","{'amount': 78897, 'percentage': 5}",חודש אחרון,5
20-29,"{'amount': 296681, 'percentage': 8.6}","{'amount': 215942, 'percentage': 6.3}",מתחילת קורונה,1
30-39,"{'amount': 289678, 'percentage': 8.4}","{'amount': 201615, 'percentage': 5.9}",מתחילת קורונה,1
30-39,"{'amount': 187212, 'percentage': 8.8}","{'amount': 119826, 'percentage': 5.7}",3 חודשים,4
30-39,"{'amount': 217354, 'percentage': 8.8}","{'amount': 140458, 'percentage': 5.7}",6 חודשים,3
30-39,"{'amount': 236237, 'percentage': 8.7}","{'amount': 154866, 'percentage': 5.7}",שנה,2
30-39,"{'amount': 143051, 'percentage': 9}","{'amount': 89168, 'percentage': 5.6}",חודש אחרון,5
40-49,"{'amount': 203287, 'percentage': 7.5}","{'amount': 139866, 'percentage': 5.1}",שנה,2
40-49,"{'amount': 188089, 'percentage': 7.6}","{'amount': 127677, 'percentage': 5.2}",6 חודשים,3
