name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
בנימינה-גבעת עדה,10,אדום,336.2,0.4614726027397,-0.4359243697479001,423,אדום,2022-02-15T00:00:00.000Z,78.47,74.87,58.62,264.9
הוד השרון,10,אדום,317.4,0.4061948637522,-0.3026806922294,1740,אדום,2022-02-15T00:00:00.000Z,83.08,80.04,64.91,268.7
קרית ים,10,אדום,247.0,0.3354123354123,-0.3868935097669,932,אדום,2022-02-15T00:00:00.000Z,77.42,73.63,57.98,236.6
קרית ביאליק,10,אדום,282.4,0.3871499176276,-0.3513513513514001,1065,אדום,2022-02-15T00:00:00.000Z,81.20,77.43,62.31,255.7
יהוד,10,אדום,224.0,0.3522668056279,-0.3823529411765,652,אדום,2022-02-15T00:00:00.000Z,81.97,77.34,61.91,217.3
זכרון יעקב,10,אדום,277.0,0.4055068836045,-0.4060218978103,532,אדום,2022-02-15T00:00:00.000Z,80.61,76.71,61.89,226.4
בית שאן,10,אדום,242.4,0.4683673469387,-0.4087403598972,705,אדום,2022-02-15T00:00:00.000Z,74.19,68.00,48.37,371.4
נהריה,10,אדום,272.9,0.395553383826,-0.4114431486881,1374,אדום,2022-02-15T00:00:00.000Z,83.44,79.65,62.96,232.1
באר שבע,10,אדום,260.2,0.3655770513675,-0.3555973659455,5841,אדום,2022-02-15T00:00:00.000Z,77.21,72.21,55.45,277.3
טמרה,7.3,אדום,60.2,0.1401062416998,-0.7272727272728,463,כתום,2022-02-15T00:00:00.000Z,69.49,57.51,34.31,132.8
שפרעם,9.8,אדום,95.8,0.3673655423883,-0.6209150326798001,565,אדום,2022-02-15T00:00:00.000Z,68.92,60.91,38.56,133.3
רעננה,10,אדום,280.5,0.3574975173783,-0.2905027932961,1980,אדום,2022-02-15T00:00:00.000Z,89.65,86.13,70.41,257.3
רמת גן,9.9,אדום,209.9,0.2547891324932,-0.3649065505353,3294,אדום,2022-02-15T00:00:00.000Z,76.31,73.12,60.39,197.5
רמלה,10,אדום,145.4,0.3507673034763,-0.5278716216217,1362,אדום,2022-02-15T00:00:00.000Z,68.32,60.98,41.51,177.1
רחובות,10,אדום,222.4,0.4067881207886,-0.3443548387097,2958,אדום,2022-02-15T00:00:00.000Z,74.00,69.53,53.36,202.3
ראשון לציון,10,אדום,208.4,0.3694341690642,-0.3869670152856,4956,אדום,2022-02-15T00:00:00.000Z,78.18,74.69,59.80,193.7
קרית מוצקין,10,אדום,297.0,0.3781136300027,-0.4002665482008,1114,אדום,2022-02-15T00:00:00.000Z,83.10,79.62,64.76,245.0
צפת,10,אדום,124.4,0.3966725043782,-0.4632701421801,570,אדום,2022-02-15T00:00:00.000Z,45.14,39.83,26.72,156.5
פתח תקווה,10,אדום,222.5,0.3685294703967,-0.3686536718041999,5651,אדום,2022-02-15T00:00:00.000Z,78.85,73.55,56.60,225.7
פרדס חנה-כרכור,10,אדום,340.2,0.413110181311,-0.3420469649978,1261,אדום,2022-02-15T00:00:00.000Z,72.43,68.52,51.68,288.9
עפולה,10,אדום,256.5,0.443396226415,-0.4237154150198,1516,אדום,2022-02-15T00:00:00.000Z,70.91,66.26,50.25,266.7
עכו,10,אדום,207.4,0.3360468902637,-0.5249768732655,1047,אדום,2022-02-15T00:00:00.000Z,76.81,70.53,51.08,211.4
סח'נין,10,אדום,122.9,0.415015641293,-0.6224976167778999,652,אדום,2022-02-15T00:00:00.000Z,73.48,62.07,37.79,202.4
נתניה,10,אדום,190.2,0.3368421052631,-0.4304085733423,4376,אדום,2022-02-15T00:00:00.000Z,71.48,66.91,50.36,195.7
נצרת,9.9,אדום,154.9,0.3196699494277,-0.5079689415611,1439,אדום,2022-02-15T00:00:00.000Z,68.23,58.94,35.77,185.1
נס ציונה,10,אדום,232.5,0.403971242725,-0.3740010655302,1070,אדום,2022-02-15T00:00:00.000Z,77.90,74.41,58.22,211.7
אשקלון,10,אדום,237.4,0.4232920009725,-0.3842338352525,3851,אדום,2022-02-15T00:00:00.000Z,72.27,67.31,50.37,263.0
לוד,10,אדום,152.5,0.3187435633367,-0.4346030289124,1462,אדום,2022-02-15T00:00:00.000Z,64.79,57.91,39.57,181.0
כפר סבא,10,אדום,269.1,0.3530857808254,-0.3980198019802,2606,אדום,2022-02-15T00:00:00.000Z,83.80,80.72,65.74,256.3
