instituteDesc,occupancy,gOccupancy,occupancyDate
שמואל הרופא,5.6,73.6,2022-02-15T00:00:00.000Z
פוריה,41,68.2,2022-02-15T00:00:00.000Z
יוספטל,50,53.8,2022-02-15T00:00:00.000Z
הכרמל,53.8,81.2,2022-02-15T00:00:00.000Z
רבין ק. השרון,54.4,59.8,2022-02-15T00:00:00.000Z
וולפסון,57.8,80.5,2022-02-15T00:00:00.000Z
סורוקה,62.4,76.9,2022-02-15T00:00:00.000Z
בני ציון,67.8,83.4,2022-02-15T00:00:00.000Z
איכילוב,74,109.1,2022-02-15T00:00:00.000Z
נהריה,76.8,82.3,2022-02-15T00:00:00.000Z
לניאדו,78.2,117.8,2022-02-15T00:00:00.000Z
מאיר,79.5,86.9,2022-02-15T00:00:00.000Z
שמיר,80.7,84.1,2022-02-15T00:00:00.000Z
המרכזי בעמק,80.6,73.6,2022-02-15T00:00:00.000Z
"רמב""ם",83.3,95.1,2022-02-15T00:00:00.000Z
שיבא,84.5,107.3,2022-02-15T00:00:00.000Z
שערי צדק,88.7,108.9,2022-02-15T00:00:00.000Z
קפלן,90,88.5,2022-02-15T00:00:00.000Z
ברזילי,90.6,83.1,2022-02-15T00:00:00.000Z
הדסה הר הצופים,91.7,80.6,2022-02-15T00:00:00.000Z
זיו צפת,93.8,73.2,2022-02-15T00:00:00.000Z
מ.גריאטרי פרדס חנה,,40.6,2022-02-15T00:00:00.000Z
רבין ק. בילינסון,100.4,91.8,2022-02-15T00:00:00.000Z
אסותא אשדוד,103.4,104.4,2022-02-15T00:00:00.000Z
הדסה עין כרם,104.9,97,2022-02-15T00:00:00.000Z
