cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
אבו ג'ווייעד (שבט),31,23.31,133,286.08,8.38,אדום,4649
אבו גוש,108,28.50,379,482.07,7.71,אדום,7862
אבו סנאן,99,38.08,260,181.74,8.65,אדום,14306
אבו קורינאת (שבט),18,62.07,29,43.54,8.7,אדום,6661
אבו רובייעה (שבט),קטן מ-15,אין מידע,30,33.93,9.94,אדום,8843
אבו רוקייק (שבט),17,43.59,39,38.15,7.95,אדום,10222
אבו תלול,קטן מ-15,אין מידע,17,79.70,9.99,אדום,2133
אבטין,קטן מ-15,אין מידע,28,96.99,7.58,אדום,2887
אבן יהודה,191,42.16,453,322.74,10,אדום,14036
אבני חפץ,22,51.16,43,206.83,10,אדום,2079
אום אל-פחם,348,41.68,835,147.23,9.36,אדום,56713
אום בטין,15,62.50,24,53.56,5.04,צהוב,4481
אופקים,311,38.88,800,247.08,10,אדום,32378
אור יהודה,184,28.44,647,176.84,10,אדום,36587
אור עקיבא,186,34.00,547,281.71,10,אדום,19417
אורנית,100,41.49,241,267.48,10,אדום,9010
אזור,62,27.07,229,173.12,10,אדום,13228
אחוזת ברק,48,44.86,107,446.21,10,אדום,2398
אילת,657,44.60,1473,280.53,10,אדום,52507
אכסאל,107,37.15,288,191.50,9.11,אדום,15039
אלון שבות,51,52.58,97,311.80,10,אדום,3111
אליכין,35,42.17,83,239.47,10,אדום,3466
אלעד,251,45.64,550,111.84,8.46,אדום,49179
אלעזר,33,57.89,57,232.84,10,אדום,2448
אלפי מנשה,98,43.75,224,279.62,10,אדום,8011
אלקנה,58,43.28,134,338.47,10,אדום,3959
אעבלין,92,43.60,211,156.12,9.81,אדום,13515
אעצם (שבט),17,41.46,41,37.78,7.19,כתום,10853
אפרת,183,53.04,345,302.10,10,אדום,11420
אריאל,202,36.53,553,269.91,10,אדום,20488
אשדוד,1332,34.84,3823,168.91,10,אדום,226329
אשקלון,1292,33.59,3846,262.63,10,אדום,146442
באקה אל-גרביה,241,38.62,624,204.94,9.41,אדום,30448
באר יעקב,259,41.57,623,216.18,10,אדום,28818
באר שבע,2042,34.97,5839,277.22,10,אדום,210624
בועיינה-נוג'ידאת,26,22.81,114,113.87,9.88,אדום,10011
בוקעאתא,20,25.97,77,115.32,10,אדום,6677
ביר אל-מכסור,97,50.79,191,196.32,10,אדום,9729
בית אל,57,58.16,98,165.37,10,אדום,5926
בית אריה,50,41.32,121,226.51,10,אדום,5342
בית ג'ן,60,35.09,171,140.52,10,אדום,12169
בית דגן,43,32.33,133,182.24,10,אדום,7298
בית חשמונאי,33,45.83,72,328.92,10,אדום,2189
בית יצחק-שער חפר,18,40.00,45,209.89,9.92,אדום,2144
בית שאן,222,31.49,705,371.44,10,אדום,18980
בית שמש,264,29.17,905,68.45,9.2,אדום,132210
ביתר עילית,33,25.19,131,21.37,4.22,ירוק,61297
בני ברק,769,39.99,1923,92.44,5.99,צהוב,208031
"בני עי""ש",35,30.43,115,166.62,10,אדום,6902
בנימינה-גבעת עדה,180,42.55,423,264.86,10,אדום,15971
"בסמ""ה",108,43.20,250,243.85,9.62,אדום,10252
בסמת טבעון,71,44.94,158,197.48,9.79,אדום,8001
בענה,32,42.67,75,89.06,8.29,אדום,8421
ברכה,51,75.00,68,235.46,10,אדום,2888
ברקת,15,45.45,33,156.77,10,אדום,2105
בת חפר,76,50.00,152,287.99,10,אדום,5278
בת ים,557,24.37,2286,178.91,9.99,אדום,127772
ג'דיידה-מכר,89,37.08,240,112.51,9.95,אדום,21331
ג'ולס,42,35.29,119,181.82,10,אדום,6545
ג'לג'וליה,92,41.26,223,216.61,9.85,אדום,10295
ג'סר א-זרקא,158,50.00,316,209.09,5.82,צהוב,15113
ג'ש (גוש חלב),25,35.21,71,227.56,10,אדום,3120
ג'ת,91,36.69,248,202.42,10,אדום,12252
גבע בנימין,33,45.83,72,125.07,10,אדום,5757
גבעת אבני,קטן מ-15,אין מידע,60,288.46,10,אדום,2080
גבעת ברנר,33,51.56,64,240.15,10,אדום,2665
גבעת זאב,95,41.30,230,119.76,9.99,אדום,19205
גבעת שמואל,261,43.87,595,218.46,10,אדום,27236
גבעתיים,418,34.40,1215,199.60,10,אדום,60872
גדרה,290,38.36,756,262.45,10,אדום,28805
גן יבנה,307,45.48,675,282.58,10,אדום,23887
גן נר,19,20.00,95,351.85,10,אדום,2700
גני מודיעין,קטן מ-15,אין מידע,31,114.60,9.94,אדום,2705
גני תקווה,239,44.18,541,251.53,10,אדום,21508
דאלית אל-כרמל,87,32.71,266,148.92,10,אדום,17862
דבוריה,91,35.27,258,241.53,9.83,אדום,10682
דייר אל-אסד,21,23.60,89,70.02,8.6,אדום,12710
דייר חנא,75,36.23,207,197.92,10,אדום,10459
דימונה,455,38.24,1190,340.45,10,אדום,34954
הוד השרון,698,40.21,1736,268.09,10,אדום,64755
הושעיה,30,47.62,63,301.58,10,אדום,2089
הר אדר,46,41.82,110,268.49,10,אדום,4097
הרצליה,726,34.04,2133,215.00,10,אדום,99208
זכרון יעקב,226,42.48,532,226.35,10,אדום,23503
זמר,43,34.96,123,170.29,9.7,אדום,7223
זרזיר,67,44.67,150,181.18,10,אדום,8279
חדרה,731,33.67,2171,219.45,10,אדום,98928
חולון,1161,33.34,3482,177.19,10,אדום,196510
חורה,68,41.98,162,70.25,9.59,אדום,23062
חורפיש,62,37.58,165,254.24,10,אדום,6490
חיפה,1703,28.45,5986,210.05,10,אדום,284981
חספין,20,46.51,43,209.65,10,אדום,2051
חצור הגלילית,88,30.14,292,306.14,10,אדום,9538
חריש,286,42.81,668,340.68,10,אדום,19608
חשמונאים,31,36.47,85,317.99,10,אדום,2673
טבריה,230,24.57,936,204.88,9.96,אדום,45686
טובא-זנגריה,41,42.71,96,139.39,9.94,אדום,6887
טורעאן,87,36.71,237,164.36,9.69,אדום,14420
טייבה,256,37.76,678,152.08,7.9,אדום,44582
טירה,192,39.75,483,179.07,9.36,אדום,26972
טירת כרמל,185,30.88,599,246.65,10,אדום,24285
טלמון,46,52.27,88,182.72,10,אדום,4816
טמרה,205,44.28,463,132.82,7.33,כתום,34859
יאנוח-ג'ת,48,40.34,119,175.39,10,אדום,6785
יבנאל,21,42.00,50,114.86,10,אדום,4353
יבנה,443,42.43,1044,209.81,10,אדום,49759
יד בנימין,46,45.54,101,237.70,10,אדום,4249
יהוד,260,39.88,652,217.31,10,אדום,30003
יפיע,99,31.23,317,164.27,9.94,אדום,19298
יקיר,36,56.25,64,268.34,10,אדום,2385
יקנעם עילית,247,40.03,617,256.43,10,אדום,24061
