section,male,female,period
0-9,"{'amount': 1295, 'percentage': 1.3}","{'amount': 1407, 'percentage': 1.4}",3 חודשים
0-9,"{'amount': 19290, 'percentage': 4}","{'amount': 17161, 'percentage': 3.6}",6 חודשים
0-9,"{'amount': 442836, 'percentage': 9.4}","{'amount': 364889, 'percentage': 7.8}",מתחילת קורונה
0-9,"{'amount': 300809, 'percentage': 9}","{'amount': 239500, 'percentage': 7.1}",שנה
0-9,"{'amount': 543, 'percentage': 1.2}","{'amount': 507, 'percentage': 1.1}",חודש אחרון
10-19,"{'amount': 2869, 'percentage': 3}","{'amount': 4078, 'percentage': 4.2}",3 חודשים
10-19,"{'amount': 17144, 'percentage': 3.5}","{'amount': 19429, 'percentage': 4}",6 חודשים
10-19,"{'amount': 291653, 'percentage': 8.7}","{'amount': 293287, 'percentage': 8.7}",שנה
10-19,"{'amount': 1462, 'percentage': 3.2}","{'amount': 1983, 'percentage': 4.3}",חודש אחרון
10-19,"{'amount': 442040, 'percentage': 9.4}","{'amount': 434217, 'percentage': 9.2}",מתחילת קורונה
20-29,"{'amount': 3771, 'percentage': 3.9}","{'amount': 6123, 'percentage': 6.3}",3 חודשים
20-29,"{'amount': 21099, 'percentage': 4.4}","{'amount': 29975, 'percentage': 6.2}",6 חודשים
20-29,"{'amount': 172061, 'percentage': 5.1}","{'amount': 264573, 'percentage': 7.9}",שנה
20-29,"{'amount': 2095, 'percentage': 4.6}","{'amount': 3156, 'percentage': 6.9}",חודש אחרון
20-29,"{'amount': 272611, 'percentage': 5.8}","{'amount': 387406, 'percentage': 8.2}",מתחילת קורונה
30-39,"{'amount': 4485, 'percentage': 4.6}","{'amount': 6545, 'percentage': 6.7}",3 חודשים
30-39,"{'amount': 26221, 'percentage': 5.4}","{'amount': 36241, 'percentage': 7.5}",6 חודשים
30-39,"{'amount': 273629, 'percentage': 5.8}","{'amount': 395004, 'percentage': 8.4}",מתחילת קורונה
30-39,"{'amount': 191582, 'percentage': 5.7}","{'amount': 290566, 'percentage': 8.7}",שנה
30-39,"{'amount': 2315, 'percentage': 5}","{'amount': 3248, 'percentage': 7.1}",חודש אחרון
40-49,"{'amount': 4550, 'percentage': 4.7}","{'amount': 7883, 'percentage': 8.1}",3 חודשים
40-49,"{'amount': 180253, 'percentage': 5.4}","{'amount': 272542, 'percentage': 8.1}",שנה
40-49,"{'amount': 25393, 'percentage': 5.3}","{'amount': 38256, 'percentage': 7.9}",6 חודשים
40-49,"{'amount': 248281, 'percentage': 5.3}","{'amount': 357427, 'percentage': 7.6}",מתחילת קורונה
40-49,"{'amount': 2297, 'percentage': 5}","{'amount': 3880, 'percentage': 8.5}",חודש אחרון
50-59,"{'amount': 4743, 'percentage': 4.9}","{'amount': 8416, 'percentage': 8.7}",3 חודשים
50-59,"{'amount': 23680, 'percentage': 4.9}","{'amount': 38239, 'percentage': 7.9}",6 חודשים
50-59,"{'amount': 129929, 'percentage': 3.9}","{'amount': 198481, 'percentage': 5.9}",שנה
50-59,"{'amount': 2323, 'percentage': 5.1}","{'amount': 4003, 'percentage': 8.7}",חודש אחרון
50-59,"{'amount': 175991, 'percentage': 3.7}","{'amount': 254093, 'percentage': 5.4}",מתחילת קורונה
60-69,"{'amount': 6125, 'percentage': 6.3}","{'amount': 9048, 'percentage': 9.3}",3 חודשים
60-69,"{'amount': 28290, 'percentage': 5.9}","{'amount': 40699, 'percentage': 8.4}",6 חודשים
60-69,"{'amount': 138908, 'percentage': 3}","{'amount': 187846, 'percentage': 4}",מתחילת קורונה
60-69,"{'amount': 107960, 'percentage': 3.2}","{'amount': 153734, 'percentage': 4.6}",שנה
60-69,"{'amount': 2753, 'percentage': 6}","{'amount': 4014, 'percentage': 8.8}",חודש אחרון
70-79,"{'amount': 6921, 'percentage': 7.1}","{'amount': 8816, 'percentage': 9.1}",3 חודשים
70-79,"{'amount': 28228, 'percentage': 5.8}","{'amount': 35921, 'percentage': 7.4}",6 חודשים
70-79,"{'amount': 79523, 'percentage': 2.4}","{'amount': 98705, 'percentage': 2.9}",שנה
70-79,"{'amount': 2916, 'percentage': 6.4}","{'amount': 3685, 'percentage': 8}",חודש אחרון
70-79,"{'amount': 95316, 'percentage': 2}","{'amount': 116190, 'percentage': 2.5}",מתחילת קורונה
80-89,"{'amount': 3289, 'percentage': 3.4}","{'amount': 4651, 'percentage': 4.8}",3 חודשים
80-89,"{'amount': 12556, 'percentage': 2.6}","{'amount': 17537, 'percentage': 3.6}",6 חודשים
80-89,"{'amount': 31016, 'percentage': 0.9}","{'amount': 42435, 'percentage': 1.3}",שנה
80-89,"{'amount': 1497, 'percentage': 3.3}","{'amount': 2102, 'percentage': 4.6}",חודש אחרון
80-89,"{'amount': 38158, 'percentage': 0.8}","{'amount': 52375, 'percentage': 1.1}",מתחילת קורונה
90+,"{'amount': 792, 'percentage': 0.8}","{'amount': 1426, 'percentage': 1.5}",3 חודשים
90+,"{'amount': 2715, 'percentage': 0.6}","{'amount': 5173, 'percentage': 1.1}",6 חודשים
90+,"{'amount': 396, 'percentage': 0.9}","{'amount': 697, 'percentage': 1.5}",חודש אחרון
90+,"{'amount': 6525, 'percentage': 0.2}","{'amount': 12108, 'percentage': 0.4}",שנה
90+,"{'amount': 8278, 'percentage': 0.2}","{'amount': 15717, 'percentage': 0.3}",מתחילת קורונה
