age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,359236,326460,1538337,23.4,21.2
20-29,1007235,928463,1300361,77.5,71.4
30-39,974890,914748,1197026,81.4,76.4
40-49,934415,881891,1098556,85.1,80.3
50-59,760254,718377,849966,89.4,84.5
60-69,670261,642022,741639,90.4,86.6
70-79,481681,466905,490784,98.1,95.1
80-89,216114,209428,225538,95.8,92.9
90+,50806,48531,51496,98.7,94.2
