cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
Abu Ghosh,קטן מ-15,אין מידע,20,25.44,4.51,צהוב,7862
Afula,קטן מ-15,אין מידע,115,20.23,6.53,כתום,56844
Akko,קטן מ-15,אין מידע,77,15.55,4.19,ירוק,49517
Arad,קטן מ-15,אין מידע,41,15.09,4.92,צהוב,27170
Ari'el,קטן מ-15,אין מידע,28,13.67,5.54,צהוב,20488
Ashdod,35,10.90,321,14.18,5.68,צהוב,226329
Ashqelon,18,7.47,241,16.46,5.44,צהוב,146442
Azor,קטן מ-15,אין מידע,18,13.61,4.71,צהוב,13228
Bat Yam,קטן מ-15,אין מידע,208,16.28,4.95,צהוב,127772
Be'er Sheva,33,8.85,373,17.71,4.5,צהוב,210624
Be'er Ya'aqov,קטן מ-15,אין מידע,35,12.15,5.86,צהוב,28818
Bene Beraq,קטן מ-15,אין מידע,114,5.48,4.81,צהוב,208031
Bet She'an,קטן מ-15,אין מידע,26,13.70,4.54,צהוב,18980
Bet Shemesh,קטן מ-15,אין מידע,51,3.86,3.48,ירוק,132210
Dimona,קטן מ-15,אין מידע,47,13.45,4.81,צהוב,34954
Elat,קטן מ-15,אין מידע,50,9.52,6.46,כתום,52507
Even Yehuda,קטן מ-15,אין מידע,16,11.40,5.96,צהוב,14036
Gan Yavne,קטן מ-15,אין מידע,24,10.05,5.19,צהוב,23887
Ganne Tiqwa,קטן מ-15,אין מידע,39,18.13,5.59,צהוב,21508
Gedera,קטן מ-15,אין מידע,46,15.97,5.52,צהוב,28805
Giv'at Shemu'el,קטן מ-15,אין מידע,23,8.44,5.4,צהוב,27236
Giv'atayim,קטן מ-15,אין מידע,97,15.94,6.16,כתום,60872
Hadera,קטן מ-15,אין מידע,126,12.74,5.53,צהוב,98928
Haifa,29,6.02,482,16.91,5.75,צהוב,284981
Herzliyya,17,12.06,141,14.21,5.76,צהוב,99208
Hod Hasharon,קטן מ-15,אין מידע,73,11.27,4.81,צהוב,64755
Holon,20,7.38,271,13.79,5.72,צהוב,196510
Jerusalem,33,4.80,688,7.22,4.18,ירוק,952916
Judeide-Maker,קטן מ-15,אין מידע,18,8.44,5.42,צהוב,21331
Karmi'el,קטן מ-15,אין מידע,104,22.52,7.51,אדום,46190
Kefar Sava,15,11.72,128,12.59,5.24,צהוב,101664
Kefar Weradim,קטן מ-15,אין מידע,17,30.94,5.56,צהוב,5495
Kefar Yona,קטן מ-15,אין מידע,27,10.33,5.15,צהוב,26140
Lod,קטן מ-15,אין מידע,81,10.03,4.16,ירוק,80786
Ma'ale Adummim,קטן מ-15,אין מידע,59,15.61,6.51,כתום,37802
Ma'alot-Tarshiha,קטן מ-15,אין מידע,29,13.09,5.08,צהוב,22158
Mazkeret Batya,קטן מ-15,אין מידע,25,16.56,8.98,אדום,15095
Mevasseret Ziyyon,קטן מ-15,אין מידע,35,14.38,6.69,כתום,24347
Migdal Haemeq,קטן מ-15,אין מידע,45,17.45,6.93,כתום,25790
Modi'in Illit,קטן מ-15,אין מידע,21,2.67,3.95,ירוק,78775
Modi'in-Makkabbim-Re'ut,27,16.17,167,17.63,6.22,כתום,94744
Nahariyya,קטן מ-15,אין מידע,114,19.26,6.47,כתום,59189
Nazareth,קטן מ-15,אין מידע,27,3.47,3.04,ירוק,77734
Nes Ziyyona,קטן מ-15,אין מידע,59,11.68,5.3,צהוב,50532
Nesher,קטן מ-15,אין מידע,41,17.12,6.85,כתום,23947
Netanya,28,11.38,246,11.00,4.98,צהוב,223562
Netivot,קטן מ-15,אין מידע,33,8.36,6.4,כתום,39456
Nof Hagalil,קטן מ-15,אין מידע,109,25.98,4.63,צהוב,41950
Ofaqim,קטן מ-15,אין מידע,41,12.66,4.95,צהוב,32378
Omer,קטן מ-15,אין מידע,16,21.14,7,כתום,7569
Or Aqiva,קטן מ-15,אין מידע,25,12.88,6.38,כתום,19417
Or Yehuda,קטן מ-15,אין מידע,51,13.94,5.8,צהוב,36587
Pardes Hanna-Karkur,קטן מ-15,אין מידע,54,12.37,3.35,ירוק,43646
Petah Tiqwa,35,9.02,388,15.49,5.51,צהוב,250427
Qadima-Zoran,קטן מ-15,אין מידע,18,7.93,4.75,צהוב,22711
Qiryat Atta,קטן מ-15,אין מידע,85,14.34,6.5,כתום,59291
Qiryat Bialik,קטן מ-15,אין מידע,69,16.57,6.47,כתום,41645
Qiryat Gat,קטן מ-15,אין מידע,62,10.59,5.97,צהוב,58550
Qiryat Motzkin,קטן מ-15,אין מידע,82,18.04,6.15,כתום,45461
Qiryat Ono,קטן מ-15,אין מידע,73,17.90,7.19,כתום,40778
Qiryat Shemona,קטן מ-15,אין מידע,69,30.71,6.63,כתום,22470
Qiryat Tiv'on,קטן מ-15,אין מידע,22,12.04,4.74,צהוב,18266
Qiryat Yam,קטן מ-15,אין מידע,82,20.82,4.67,צהוב,39389
Ra'annana,קטן מ-15,אין מידע,113,14.68,5.32,צהוב,76958
Rahat,קטן מ-15,אין מידע,19,2.58,2.27,ירוק,73671
Ramat Gan,20,8.06,248,14.87,5.82,צהוב,166746
Ramat Hasharon,קטן מ-15,אין מידע,61,12.85,7.19,כתום,47482
Ramat Yishay,קטן מ-15,אין מידע,20,25.33,7.47,כתום,7896
Ramla,קטן מ-15,אין מידע,71,9.23,4.72,צהוב,76903
Rehovot,15,7.58,198,13.54,5.55,צהוב,146213
Rishon Leziyyon,32,9.88,324,12.66,5.58,צהוב,255891
