name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
Giv'at Avni,4.5,ירוק,4.8,25,0,קטן מ-15,ירוק,2023-01-07T00:00:00.000Z,88.65,84.47,69.09,
Yad Binyamin,4.2,ירוק,2.4,10,0,קטן מ-15,ירוק,2023-01-07T00:00:00.000Z,59.24,53.24,36.36,
Jaljulye,2.1,ירוק,0.0,0,0,קטן מ-15,ירוק,2023-01-07T00:00:00.000Z,60.90,52.50,29.63,
Giv'at Shemu'el,5.4,כתום,7.7,9,-38,23,צהוב,2023-01-07T00:00:00.000Z,81.02,76.93,60.90,8.4
Kefar Yona,5.2,ירוק,7.3,7,0,27,צהוב,2023-01-07T00:00:00.000Z,75.30,71.72,55.57,10.3
Peqi'in (Buqei'a),4.7,צהוב,5.0,12,0,קטן מ-15,צהוב,2023-01-07T00:00:00.000Z,70.75,60.51,39.76,
Kafar Qara,3.8,צהוב,1.6,5,0,קטן מ-15,ירוק,2023-01-07T00:00:00.000Z,68.88,61.28,38.45,
Abu Ruqayyeq,3.5,אפור,2.0,13,0,קטן מ-15,ירוק,2023-01-07T00:00:00.000Z,14.01,11.94,3.83,
Shoham,5.6,אדום,8.1,16,-22,28,צהוב,2023-01-07T00:00:00.000Z,מעל 90%,מעל 90%,75.46,13.3
Qasr A-Sir,2,ירוק,0.0,0,0, 0 ,ירוק,2023-01-07T00:00:00.000Z,18.38,16.91,7.08,0.0
Na'ura,2,ירוק,0.0,0,0, 0 ,ירוק,2023-01-07T00:00:00.000Z,73.05,63.50,37.61,0.0
Jisr Az-Zarqa,2.3,ירוק,1.3,1,0,קטן מ-15,ירוק,2023-01-07T00:00:00.000Z,73.29,62.30,40.82,
Rekhasim,4.3,ירוק,1.5,9,0,קטן מ-15,ירוק,2023-01-07T00:00:00.000Z,47.67,35.10,20.17,
Ganne Tiqwa,5.6,כתום,8.8,15,-40,39,צהוב,2023-01-07T00:00:00.000Z,84.56,80.57,64.57,18.1
Na'ale,4.5,ירוק,12.7,18,0,קטן מ-15,ירוק,2023-01-07T00:00:00.000Z,71.33,65.92,50.40,
Haspin,2,ירוק,0.0,0,0,קטן מ-15,ירוק,2023-01-07T00:00:00.000Z,51.63,46.66,33.11,
Yafi,2.7,ירוק,1.6,2,0,קטן מ-15,ירוק,2023-01-07T00:00:00.000Z,63.77,54.51,32.01,
Arrabe,4.3,ירוק,4.2,8,10,קטן מ-15,ירוק,2023-01-07T00:00:00.000Z,68.98,59.63,34.98,
Nofit,4.5,ירוק,3.8,33,0,קטן מ-15,ירוק,2023-01-07T00:00:00.000Z,מעל 90%,89.20,77.03,
Qiryat Ono,7.2,כתום,11.0,15,0,73,כתום,2023-01-07T00:00:00.000Z,83.52,80.17,64.24,17.9
Tire,3.4,ירוק,1.1,3,0,קטן מ-15,ירוק,2023-01-07T00:00:00.000Z,65.05,56.49,34.01,
Ar'ara-Banegev,1.8,ירוק,0.5,1,0,קטן מ-15,ירוק,2023-01-07T00:00:00.000Z,33.52,27.92,12.17,
Deir Hanna,3.9,ירוק,4.8,5,0,קטן מ-15,ירוק,2023-01-07T00:00:00.000Z,73.29,62.15,38.04,
Tifrah,2,ירוק,0.0,0,0, 0 ,ירוק,2023-01-07T00:00:00.000Z,52.16,35.09,19.53,0.0
Ashqelon,5.4,צהוב,9.7,10,-15,240,צהוב,2023-01-07T00:00:00.000Z,72.49,67.70,50.87,16.4
Nes Ziyyona,5.3,צהוב,7.9,12,-27,59,צהוב,2023-01-07T00:00:00.000Z,78.10,74.83,58.94,11.7
Qadima-Zoran,4.8,צהוב,5.7,13,8,18,צהוב,2023-01-07T00:00:00.000Z,79.03,75.91,60.21,7.9
Giv'atayim,6.2,צהוב,10.7,18,12,97,כתום,2023-01-07T00:00:00.000Z,79.82,77.51,65.02,15.9
Herzliyya,5.8,צהוב,10.1,14,1,141,צהוב,2023-01-07T00:00:00.000Z,87.54,84.41,69.60,14.2
Hadera,5.5,כתום,8.2,10,-37,126,צהוב,2023-01-07T00:00:00.000Z,72.77,68.78,52.76,12.7
Holon,5.7,צהוב,9.5,13,-2,271,צהוב,2023-01-07T00:00:00.000Z,74.86,70.99,56.21,13.8
