age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,559100,374102,1538337,36.3,24.3
20-29,1015518,931367,1300361,78.1,71.6
30-39,988257,923197,1197026,82.6,77.1
40-49,942422,886188,1098556,85.8,80.7
50-59,758453,715745,849966,89.2,84.2
60-69,671776,643302,741639,90.6,86.7
70-79,467545,454735,490784,95.3,92.7
80-89,211398,205365,225538,93.7,91.1
90+,47905,46116,51496,93,89.6
