cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
Afula,קטן מ-15,אין מידע,37,6.51,3.86,ירוק,56844
Akko,קטן מ-15,אין מידע,29,5.86,5.11,צהוב,49517
Ashdod,קטן מ-15,אין מידע,154,6.80,5.3,צהוב,226329
Ashqelon,19,12.50,152,10.38,5.59,צהוב,146442
Bat Yam,קטן מ-15,אין מידע,117,9.16,5.2,צהוב,127772
Be'er Sheva,18,8.96,201,9.54,5.06,צהוב,210624
Be'er Ya'aqov,קטן מ-15,אין מידע,26,9.02,5.58,צהוב,28818
Bene Beraq,קטן מ-15,אין מידע,30,1.44,1.5,ירוק,208031
Bet Shemesh,קטן מ-15,אין מידע,18,1.36,3.09,ירוק,132210
Binyamina-Giv'at Ada,קטן מ-15,אין מידע,18,11.27,6.14,כתום,15971
Dimona,קטן מ-15,אין מידע,40,11.44,5.52,צהוב,34954
Elat,קטן מ-15,אין מידע,29,5.52,5.79,צהוב,52507
Even Yehuda,קטן מ-15,אין מידע,23,16.39,5.54,צהוב,14036
Gan Yavne,קטן מ-15,אין מידע,16,6.70,6.2,כתום,23887
Ganne Tiqwa,קטן מ-15,אין מידע,36,16.74,6.45,כתום,21508
Gedera,קטן מ-15,אין מידע,25,8.68,5.91,צהוב,28805
Giv'at Shemu'el,קטן מ-15,אין מידע,28,10.28,5.44,צהוב,27236
Giv'atayim,קטן מ-15,אין מידע,48,7.89,6.55,כתום,60872
Hadera,קטן מ-15,אין מידע,95,9.60,4.05,ירוק,98928
Haifa,23,7.54,305,10.70,5.57,צהוב,284981
Harish,קטן מ-15,אין מידע,16,8.16,7.3,כתום,19608
Herzliyya,קטן מ-15,אין מידע,105,10.58,5.91,צהוב,99208
Hod Hasharon,קטן מ-15,אין מידע,79,12.20,6.07,כתום,64755
Holon,קטן מ-15,אין מידע,188,9.57,5.13,צהוב,196510
Jerusalem,18,5.77,312,3.27,3.46,ירוק,952916
Karmi'el,קטן מ-15,אין מידע,52,11.26,7.35,כתום,46190
Kefar Sava,קטן מ-15,אין מידע,151,14.85,6.07,כתום,101664
Kefar Yona,קטן מ-15,אין מידע,27,10.33,5.06,צהוב,26140
Lod,קטן מ-15,אין מידע,20,2.48,3.47,ירוק,80786
Ma'ale Adummim,קטן מ-15,אין מידע,32,8.47,5.42,צהוב,37802
Ma'alot-Tarshiha,קטן מ-15,אין מידע,16,7.22,5.58,צהוב,22158
Mevasseret Ziyyon,0,0,30,12.32,6.7,כתום,24347
Migdal Haemeq,קטן מ-15,אין מידע,16,6.20,3.99,ירוק,25790
Modi'in-Makkabbim-Re'ut,16,21.05,76,8.02,6.32,כתום,94744
Nahariyya,קטן מ-15,אין מידע,53,8.95,6.16,כתום,59189
Nes Ziyyona,קטן מ-15,אין מידע,51,10.09,6.61,כתום,50532
Nesher,קטן מ-15,אין מידע,22,9.19,5.25,צהוב,23947
Netanya,20,8.62,232,10.38,5.39,צהוב,223562
Nof Hagalil,קטן מ-15,אין מידע,44,10.49,4.48,ירוק,41950
Ofaqim,קטן מ-15,אין מידע,19,5.87,4.26,ירוק,32378
Or Yehuda,קטן מ-15,אין מידע,28,7.65,4.25,ירוק,36587
Pardes Hanna-Karkur,קטן מ-15,אין מידע,38,8.71,5.93,צהוב,43646
Petah Tiqwa,18,6.74,267,10.66,5.76,צהוב,250427
Qadima-Zoran,0,0,26,11.45,4.99,צהוב,22711
Qiryat Atta,קטן מ-15,אין מידע,36,6.07,4.94,צהוב,59291
Qiryat Bialik,קטן מ-15,אין מידע,46,11.05,5.72,צהוב,41645
Qiryat Gat,קטן מ-15,אין מידע,48,8.20,5.36,צהוב,58550
Qiryat Motzkin,קטן מ-15,אין מידע,46,10.12,4.75,צהוב,45461
Qiryat Ono,קטן מ-15,אין מידע,52,12.75,6.16,כתום,40778
Qiryat Yam,קטן מ-15,אין מידע,21,5.33,4.56,צהוב,39389
Ra'annana,קטן מ-15,אין מידע,95,12.34,5.67,צהוב,76958
Ramat Gan,קטן מ-15,אין מידע,178,10.67,5.88,צהוב,166746
Ramat Hasharon,קטן מ-15,אין מידע,45,9.48,5.86,צהוב,47482
Ramla,קטן מ-15,אין מידע,40,5.20,3.64,ירוק,76903
Rehovot,קטן מ-15,אין מידע,143,9.78,6.52,כתום,146213
Rishon Leziyyon,23,7.14,322,12.58,6.18,כתום,255891
Rosh Haayin,קטן מ-15,אין מידע,47,6.98,5.59,צהוב,67337
Sederot,קטן מ-15,אין מידע,21,7.27,4.3,ירוק,28899
Tel Aviv - Yafo,23,5.32,432,8.62,5.93,צהוב,501015
Tel Mond,0,0,24,17.83,6.11,כתום,13461
Tiberias,קטן מ-15,אין מידע,41,8.97,5.02,צהוב,45686
Yavne,קטן מ-15,אין מידע,46,9.24,5.67,צהוב,49759
Yehud,קטן מ-15,אין מידע,32,10.67,4.23,ירוק,30003
Yoqne'am Illit,קטן מ-15,אין מידע,24,9.97,5.56,צהוב,24061
Zikhron Ya'aqov,0,0,31,13.19,7.9,אדום,23503
