name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
Qasr A-Sir,1.7,ירוק,0.0,0,0, 0 ,ירוק,2022-10-23T00:00:00.000Z,18.38,16.91,7.08,0.0
Ramla,3.6,ירוק,3.4,4,62,40,ירוק,2022-10-23T00:00:00.000Z,68.45,61.23,41.86,5.2
Ramat Gan,5.9,צהוב,9.2,10,6,178,צהוב,2022-10-23T00:00:00.000Z,76.63,73.62,61.13,10.7
Rumat Heib,4.5,ירוק,23.9,46,0,קטן מ-15,ירוק,2022-10-23T00:00:00.000Z,59.21,52.24,27.24,
Nof Ayyalon,2.7,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-10-23T00:00:00.000Z,מעל 90%,מעל 90%,74.33,
Kefar Weradim,4.9,ירוק,9.1,25,0,קטן מ-15,צהוב,2022-10-23T00:00:00.000Z,88.86,86.24,72.36,
Yad Binyamin,2,ירוק,0.0,0,0, 0 ,ירוק,2022-10-23T00:00:00.000Z,59.24,53.21,36.27,0.0
Qalansawe,1.9,ירוק,0.4,1,0,קטן מ-15,ירוק,2022-10-23T00:00:00.000Z,63.17,53.12,28.24,
Ein Naqquba,2,ירוק,0.0,0,0, 0 ,ירוק,2022-10-23T00:00:00.000Z,60.56,49.26,27.41,0.0
Migdal Haemeq,4,צהוב,3.1,7,0,16,ירוק,2022-10-23T00:00:00.000Z,73.71,68.83,52.35,6.2
Kuseife,1.3,ירוק,0.4,0,0, 0 ,ירוק,2022-10-23T00:00:00.000Z,24.23,20.18,8.29,0.0
Kafar Misr,4.1,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-10-23T00:00:00.000Z,68.72,58.46,33.84,
Fassuta,2,ירוק,0.0,0,0, 0 ,ירוק,2022-10-23T00:00:00.000Z,78.41,71.63,50.99,0.0
Arad,4.8,ירוק,5.2,11,16,קטן מ-15,צהוב,2022-10-23T00:00:00.000Z,74.30,67.46,48.47,
Bet Shemesh,3.1,ירוק,1.1,8,39,18,ירוק,2022-10-23T00:00:00.000Z,42.81,34.79,22.38,1.4
Abu Sinan,3.5,ירוק,4.9,3,0,קטן מ-15,ירוק,2022-10-23T00:00:00.000Z,76.05,66.92,41.41,
