period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,11187,2054,18.36
3_Month,0-9,88870,40939,46.07
6_Month,0-9,314743,93861,29.82
1_Year,0-9,1377411,590471,42.87
All,0-9,1711104,765363,44.73
1_Month,10-19,12966,2149,16.57
3_Month,10-19,88856,37938,42.7
6_Month,10-19,332906,90204,27.1
1_Year,10-19,1274865,610062,47.85
All,10-19,1628303,806271,49.52
1_Month,20-29,20692,3222,15.57
3_Month,20-29,118352,49301,41.66
6_Month,20-29,447375,108729,24.3
1_Year,20-29,1135733,441873,38.91
All,20-29,1469990,601415,40.91
1_Month,30-39,21235,3798,17.89
3_Month,30-39,134372,61155,45.51
6_Month,30-39,444070,131446,29.6
1_Year,30-39,1091835,486747,44.58
All,30-39,1369696,609221,44.48
1_Month,40-49,21382,4050,18.94
3_Month,40-49,131703,61388,46.61
6_Month,40-49,423853,129618,30.58
1_Year,40-49,984179,449470,45.67
All,40-49,1216811,552732,45.42
1_Month,50-59,21503,4078,18.96
3_Month,50-59,121154,58125,47.98
6_Month,50-59,376903,114489,30.38
1_Year,50-59,770789,318769,41.36
All,50-59,952034,392526,41.23
1_Month,60-69,24724,4973,20.11
3_Month,60-69,129836,63303,48.76
6_Month,60-69,348333,114232,32.79
1_Year,60-69,643667,247573,38.46
All,60-69,785433,296542,37.76
1_Month,70-79,25248,5032,19.93
3_Month,70-79,117385,56627,48.24
6_Month,70-79,254297,93867,36.91
1_Year,70-79,420723,161838,38.47
All,70-79,509527,188344,36.96
1_Month,80-89,17618,2332,13.24
3_Month,80-89,62371,25241,40.47
6_Month,80-89,103003,38703,37.57
1_Year,80-89,163795,65108,39.75
All,80-89,216807,78890,36.39
1_Month,90+,5965,657,11.01
3_Month,90+,17934,6340,35.35
6_Month,90+,25445,9335,36.69
1_Year,90+,38949,16217,41.64
All,90+,56389,20555,36.45
