date,cases,recovered,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countSeriousCriticalCum,newHospitalized,countBreathCum,countEcmo
2020-04-08,340,105,335,196,166,115,1,258,58,178,1
2020-04-09,340,110,316,189,166,117,1,274,64,185,1
2020-04-10,355,123,334,173,170,128,1,284,55,196,1
2020-04-11,342,119,287,163,182,130,1,308,40,205,1
2020-04-12,551,258,323,175,177,130,1,326,90,212,1
2020-04-13,437,277,340,169,192,137,1,352,91,224,1
2020-04-14,393,285,339,173,178,134,1,359,70,228,1
2020-04-15,305,275,343,175,179,133,1,380,69,241,1
2020-04-16,296,328,363,163,182,137,1,393,51,251,1
2020-04-17,297,355,345,163,165,124,1,401,48,254,1
2020-04-18,288,249,329,141,174,118,1,417,41,260,1
2020-04-19,274,379,325,148,157,118,1,425,40,267,2
2020-04-20,297,447,318,135,154,123,2,430,49,276,3
2020-04-21,279,371,262,146,145,119,3,436,27,279,4
2020-04-22,226,390,259,122,149,110,3,444,36,279,5
2020-04-23,274,326,248,106,146,115,3,449,32,283,5
2020-04-24,250,336,216,109,144,110,3,456,26,287,5
2020-04-25,159,374,201,105,136,107,3,459,8,288,5
2020-04-26,82,429,205,91,142,111,3,466,32,292,4
2020-04-27,127,466,194,89,132,101,3,468,21,293,4
2020-04-28,161,563,183,85,127,100,3,472,28,296,5
2020-04-29,82,349,175,86,122,96,3,477,22,296,5
2020-04-30,143,426,179,87,112,90,3,480,19,296,5
2020-05-01,116,421,156,81,109,89,3,484,20,299,5
2020-05-02,57,275,160,67,111,90,3,486,14,300,5
2020-05-03,26,284,155,71,101,84,3,486,14,300,5
2020-05-04,55,257,141,71,97,78,2,487,18,300,4
2020-05-05,33,315,120,61,91,72,2,487,9,300,4
2020-05-06,65,259,119,61,88,70,2,488,15,300,4
2020-05-07,61,224,112,60,84,70,2,489,13,302,4
2020-05-08,33,222,113,53,78,64,2,491,13,303,4
2020-05-09,20,90,120,50,78,64,2,492,10,304,4
2020-05-10,29,168,121,51,74,66,2,495,14,308,4
2020-05-11,39,327,107,54,69,60,2,498,9,309,4
2020-05-12,23,257,102,52,66,56,2,500,10,310,4
2020-05-13,39,176,95,48,61,53,2,502,10,312,4
2020-05-14,22,238,95,43,61,52,2,503,6,313,4
2020-05-15,12,159,86,43,61,52,2,503,1,313,4
2020-05-16,5,99,84,40,60,51,1,503,4,313,3
2020-05-17,15,147,94,38,55,45,1,505,10,314,2
2020-05-18,27,272,79,42,52,43,1,506,3,315,2
2020-05-19,22,149,73,43,51,40,1,508,7,315,2
2020-05-20,15,109,74,40,46,41,1,508,4,315,2
2020-05-21,18,121,74,31,47,37,1,508,8,315,2
2020-05-22,19,160,66,32,46,37,1,508,5,315,2
2020-05-23,5,42,65,33,46,37,1,508,3,315,2
2020-05-24,13,114,63,36,43,34,1,508,0,315,2
2020-05-25,22,132,60,32,41,29,1,509,8,315,2
2020-05-26,50,89,52,37,36,32,1,509,3,315,1
2020-05-27,40,59,47,37,40,36,2,510,6,316,1
2020-05-28,77,112,51,37,36,34,1,510,7,316,1
2020-05-29,113,39,46,36,39,37,1,511,5,317,1
2020-05-30,29,40,49,43,35,33,1,511,5,317,1
2020-05-31,87,60,48,47,35,31,1,512,5,317,1
2020-06-01,100,67,52,45,32,29,1,512,12,317,1
2020-06-02,122,53,50,44,29,29,1,513,13,318,1
2020-06-03,96,27,52,42,28,25,1,513,8,318,1
2020-06-04,142,42,62,37,30,23,1,516,11,318,1
2020-06-05,127,37,53,41,29,23,1,516,8,318,1
2020-06-06,78,24,47,42,29,21,1,519,9,318,1
2020-06-07,140,42,55,42,29,23,1,523,12,319,1
2020-06-08,179,39,61,46,30,23,1,525,16,319,1
2020-06-09,174,46,60,42,31,24,1,528,10,321,1
2020-06-10,241,51,66,45,32,24,1,530,25,322,1
2020-06-11,193,55,65,38,35,24,1,534,13,322,1
2020-06-12,184,53,63,43,35,25,1,537,13,323,1
2020-06-13,149,41,58,45,35,26,1,537,11,324,1
2020-06-14,137,50,69,48,31,23,1,538,15,324,1
2020-06-15,200,88,76,47,36,25,1,545,23,327,1
2020-06-16,297,51,74,44,38,26,1,548,21,330,1
2020-06-17,268,48,77,49,36,29,1,550,23,333,1
2020-06-18,303,50,107,43,40,28,1,555,37,336,1
2020-06-19,311,57,108,47,39,29,1,559,29,337,1
2020-06-20,160,37,126,50,41,28,1,563,32,337,1
2020-06-21,174,49,146,59,45,29,0,569,38,338,0
2020-06-22,344,60,136,56,44,29,0,571,23,339,0
2020-06-23,452,84,129,52,40,26,0,573,21,340,1
2020-06-24,485,72,136,45,45,27,0,578,34,341,1
2020-06-25,516,76,121,56,44,28,0,583,26,343,1
2020-06-26,463,130,139,57,45,26,0,589,46,343,1
2020-06-27,397,50,148,56,40,22,0,590,26,343,0
2020-06-28,383,139,166,67,39,22,0,594,47,346,0
2020-06-29,759,166,165,68,44,24,0,599,46,347,0
2020-06-30,789,127,172,68,56,24,0,611,52,348,0
2020-07-01,966,98,201,73,59,24,0,618,82,351,0
2020-07-02,1153,124,201,72,72,28,0,638,63,358,0
2020-07-03,941,119,202,75,83,29,0,646,56,361,0
2020-07-04,819,76,201,84,85,33,0,655,61,367,0
2020-07-05,824,143,251,82,94,32,0,668,80,373,0
2020-07-06,1128,193,263,96,90,34,0,675,81,376,2
2020-07-07,1383,172,281,94,94,35,1,691,104,378,2
2020-07-08,1329,225,294,88,113,38,1,714,91,383,2
2020-07-09,1520,225,327,99,126,41,0,746,120,389,2
2020-07-10,1404,210,328,105,130,41,1,760,87,390,2
2020-07-11,1168,191,312,120,135,46,0,778,91,395,2
2020-07-12,1236,336,367,125,150,47,0,806,124,398,3
2020-07-13,1717,360,353,121,183,53,0,849,120,408,3
2020-07-14,1601,313,314,140,188,55,0,881,108,412,3
2020-07-15,1873,361,352,121,208,58,1,918,109,418,3
2020-07-16,1936,508,351,133,208,59,1,946,136,426,3
2020-07-17,1601,481,337,150,218,58,1,972,139,429,3
2020-07-18,1444,447,328,150,234,56,1,1000,100,429,2
2020-07-19,1016,516,414,143,270,73,1,1066,156,445,2
2020-07-20,1887,624,411,148,264,78,1,1104,145,456,2
2020-07-21,2004,640,412,142,256,80,1,1139,128,464,2
2020-07-22,2039,3700,383,138,284,79,1,1193,136,472,3
2020-07-23,1987,6689,360,152,309,83,1,1248,127,481,3
2020-07-24,1824,1586,336,152,327,86,1,1283,104,487,3
2020-07-25,1110,587,321,178,319,97,1,1304,90,500,5
2020-07-26,1040,2714,387,197,309,98,1,1340,125,511,6
2020-07-27,2048,1749,422,182,314,93,1,1385,140,519,8
2020-07-28,2120,1547,399,185,320,92,1,1431,125,526,9
2020-07-29,1957,1391,389,173,333,94,1,1478,123,535,10
2020-07-30,1786,1675,378,172,316,99,1,1512,94,549,10
2020-07-31,1359,1291,376,172,315,91,1,1540,118,553,10
2020-08-01,622,532,371,165,335,91,0,1584,107,562,9
2020-08-02,708,2422,430,171,347,97,0,1629,140,570,12
2020-08-03,1799,1776,451,147,326,91,1,1669,110,579,14
2020-08-04,1724,1639,386,165,339,95,0,1721,111,583,13
2020-08-05,1686,1476,387,165,352,102,0,1755,141,595,13
2020-08-06,1675,1739,381,152,354,94,2,1794,111,603,14
2020-08-07,1760,1204,364,159,364,101,2,1833,120,612,14
2020-08-08,754,602,340,177,386,99,2,1876,99,616,14
2020-08-09,922,2323,421,199,384,107,2,1922,146,629,15
2020-08-10,1696,1389,367,183,390,107,3,1958,104,636,16
2020-08-11,1822,984,342,190,372,108,1,2002,104,640,16
2020-08-12,1615,1132,338,171,370,105,5,2041,110,646,17
2020-08-13,1641,1301,343,177,370,106,3,2086,143,658,18
2020-08-14,1389,984,342,179,369,101,4,2123,117,662,17
2020-08-15,754,566,359,180,381,108,3,2158,119,671,16
2020-08-16,1069,2212,421,195,374,105,6,2204,136,681,16
2020-08-17,1649,1183,373,183,392,107,112,2252,106,687,17
2020-08-18,1645,1113,371,185,398,111,121,2307,142,696,16
2020-08-19,1638,1465,364,178,380,110,116,2339,112,700,17
2020-08-20,1485,1424,354,177,392,109,117,2389,115,709,16
2020-08-21,1491,1035,352,170,397,109,115,2423,129,718,17
2020-08-22,710,661,354,179,401,113,120,2451,98,727,17
2020-08-23,964,2107,405,210,403,112,119,2510,132,738,17
2020-08-24,1901,1395,402,202,422,116,124,2571,129,751,17
2020-08-25,1957,791,387,179,425,115,123,2617,117,758,17
2020-08-26,1984,3624,417,189,414,115,122,2661,165,767,16
2020-08-27,2106,1507,405,191,420,114,123,2713,137,773,15
2020-08-28,1833,1828,354,202,416,110,120,2755,106,778,15
2020-08-29,907,705,340,195,434,115,126,2789,99,784,16
2020-08-30,1099,2245,417,211,451,124,133,2843,170,793,14
2020-08-31,2171,1463,444,207,431,118,128,2893,156,800,14
2020-09-01,2254,1006,411,198,412,115,125,2929,126,809,13
2020-09-02,3193,1392,412,170,417,119,125,2980,126,823,13
2020-09-03,2665,1791,428,160,407,114,118,3013,143,829,13
2020-09-04,2623,1187,418,147,422,118,123,3068,130,836,13
2020-09-05,1503,882,409,148,442,124,133,3119,122,850,14
2020-09-06,2176,2386,477,185,459,130,137,3178,178,859,14
2020-09-07,3385,1588,466,183,461,131,138,3230,167,869,13
2020-09-08,3487,1421,489,187,461,139,145,3283,168,878,14
2020-09-09,3991,1460,469,189,489,137,151,3364,178,887,17
2020-09-10,4152,1971,487,196,495,137,153,3423,177,896,19
2020-09-11,3972,1765,484,203,493,129,142,3475,152,902,17
2020-09-12,2718,1257,464,206,514,130,139,3537,148,911,18
2020-09-13,3172,3258,551,234,518,132,152,3606,208,920,17
2020-09-14,4803,2388,573,235,527,131,146,3673,214,931,17
2020-09-15,5527,2257,572,232,525,130,144,3741,198,941,18
2020-09-16,4567,2783,560,270,531,134,143,3821,210,952,16
2020-09-17,5378,3696,573,247,575,139,166,3919,221,969,16
2020-09-18,5333,2827,542,255,591,142,156,3993,199,983,16
2020-09-19,3809,1433,524,250,613,147,164,4069,159,998,16
2020-09-20,2576,2464,614,242,632,156,169,4147,220,1010,16
2020-09-21,3869,4631,642,276,654,160,176,4252,224,1027,15
2020-09-22,7019,3500,620,293,636,158,183,4337,245,1044,12
2020-09-23,7142,3802,633,267,669,151,169,4434,244,1051,12
2020-09-24,8257,4565,645,275,674,150,201,4532,260,1066,15
2020-09-25,8385,4117,646,255,709,164,208,4642,236,1084,17
2020-09-26,5879,2388,634,285,721,179,222,4731,216,1110,17
2020-09-27,3436,5658,756,285,740,188,228,4851,280,1135,17
2020-09-28,1153,2158,666,302,764,187,222,4931,181,1149,17
2020-09-29,4986,5758,777,310,806,195,248,5057,282,1164,17
2020-09-30,9051,5093,711,287,824,198,251,5184,268,1185,16
2020-10-01,7717,5740,673,302,814,183,240,5304,264,1198,14
2020-10-02,7053,5563,647,294,848,194,251,5403,224,1214,12
2020-10-03,2593,3478,595,330,843,206,260,5487,188,1238,13
2020-10-04,2931,8084,650,351,897,209,264,5615,262,1256,13
2020-10-05,5700,6932,648,338,871,209,270,5719,220,1274,15
2020-10-06,4717,6388,652,352,855,210,276,5804,218,1290,14
2020-10-07,4152,4874,626,329,849,216,281,5897,218,1315,14
2020-10-08,3752,4779,597,337,839,216,282,5990,185,1340,12
2020-10-09,2954,5078,555,293,831,217,270,6067,185,1353,12
2020-10-10,915,3774,561,294,812,217,276,6123,150,1372,13
2020-10-11,1637,7521,663,324,807,214,275,6224,248,1394,12
2020-10-12,3153,5493,619,306,798,210,274,6291,189,1412,14
2020-10-13,2335,5696,579,277,765,222,285,6359,134,1431,16
2020-10-14,2117,5815,567,252,724,214,267,6429,152,1442,19
2020-10-15,1609,5391,521,244,701,204,268,6488,146,1454,17
2020-10-16,1496,3468,460,228,658,217,264,6529,105,1471,18
2020-10-17,410,2498,451,187,646,218,256,6569,72,1479,16
2020-10-18,921,4881,439,226,665,224,243,6649,134,1511,17
2020-10-19,1517,2317,426,191,647,224,258,6707,127,1524,16
2020-10-20,1192,1784,407,185,624,225,265,6746,108,1538,18
2020-10-21,1169,3105,398,180,603,223,258,6787,95,1555,21
2020-10-22,1031,3092,352,176,587,212,245,6827,78,1562,22
2020-10-23,849,2418,333,166,558,206,235,6859,82,1577,22
2020-10-24,247,1292,338,160,539,203,232,6889,86,1591,22
2020-10-25,604,2655,371,169,510,189,236,6914,81,1602,22
2020-10-26,883,1280,335,148,491,199,227,6949,76,1610,22
2020-10-27,885,950,291,142,479,192,215,6986,76,1621,22
2020-10-28,724,1281,286,142,464,187,211,7013,66,1626,22
2020-10-29,647,1433,280,125,446,185,205,7032,55,1635,21
2020-10-30,681,1055,241,110,428,182,201,7046,53,1638,21
2020-10-31,228,793,237,110,410,170,186,7068,53,1642,19
2020-11-01,657,1498,261,133,400,168,190,7097,64,1649,19
2020-11-02,792,910,237,106,401,169,198,7127,56,1656,19
2020-11-03,844,720,227,113,384,163,189,7157,61,1666,20
2020-11-04,769,630,228,112,357,151,182,7175,60,1672,20
2020-11-05,568,836,241,112,334,149,176,7188,60,1678,19
2020-11-06,688,884,237,109,319,135,158,7209,57,1681,19
2020-11-07,212,680,225,102,327,142,159,7228,33,1686,18
2020-11-08,534,678,237,107,339,141,166,7254,60,1691,17
2020-11-09,722,917,245,105,333,136,162,7273,56,1693,17
2020-11-10,674,335,249,114,310,132,155,7290,47,1695,16
2020-11-11,768,1077,223,114,309,135,155,7318,55,1707,13
2020-11-12,836,1198,216,112,306,129,144,7344,56,1715,12
2020-11-13,760,731,214,112,292,122,142,7364,44,1719,11
2020-11-14,291,418,228,114,292,122,141,7381,56,1723,11
2020-11-15,626,960,253,111,312,123,146,7409,70,1726,11
2020-11-16,874,652,245,93,318,115,139,7442,65,1731,11
2020-11-17,830,576,227,96,319,123,139,7465,55,1738,13
2020-11-18,796,786,221,93,313,122,140,7491,60,1746,13
2020-11-19,770,747,243,88,321,120,137,7518,79,1752,13
2020-11-20,772,665,238,83,316,120,143,7535,55,1756,13
2020-11-21,423,446,236,95,310,115,135,7559,47,1761,12
2020-11-22,763,991,248,97,305,113,132,7586,53,1764,11
2020-11-23,961,652,249,94,292,111,125,7613,63,1767,10
2020-11-24,859,540,230,85,281,108,125,7633,47,1771,9
2020-11-25,1082,836,238,82,293,108,121,7660,79,1774,9
2020-11-26,1083,918,246,85,281,108,114,7680,68,1781,8
2020-11-27,1033,677,229,74,280,107,114,7706,37,1788,8
2020-11-28,581,410,230,83,267,98,107,7720,48,1789,8
2020-11-29,1026,1095,266,86,277,95,106,7750,84,1790,9
2020-11-30,1257,725,275,86,271,88,103,7780,97,1792,8
2020-12-01,1199,695,279,89,280,81,100,7823,93,1795,7
2020-12-02,1588,829,259,106,292,85,99,7861,83,1803,7
2020-12-03,1448,1419,262,101,309,83,106,7904,91,1811,6
2020-12-04,1515,859,269,97,325,92,114,7942,102,1821,6
2020-12-05,1000,588,267,92,331,86,107,7971,76,1823,6
2020-12-06,1358,1386,285,95,344,83,116,8005,83,1828,5
2020-12-07,1864,903,280,103,337,84,113,8041,89,1831,5
2020-12-08,1769,889,276,120,327,89,114,8068,96,1842,5
2020-12-09,1869,1019,289,115,324,90,112,8103,103,1851,5
2020-12-10,2006,1426,295,133,322,95,111,8137,110,1862,5
2020-12-11,1834,1142,305,112,340,98,113,8187,106,1869,5
2020-12-12,1298,913,300,125,345,101,119,8224,87,1876,6
2020-12-13,1726,1890,332,141,381,99,116,8282,129,1886,6
2020-12-14,2321,1256,339,157,388,95,120,8333,145,1892,7
2020-12-15,2893,1193,335,177,395,97,119,8386,132,1905,6
2020-12-16,2860,1612,322,180,406,101,127,8442,120,1916,7
2020-12-17,2847,1934,340,164,432,105,130,8511,144,1924,6
2020-12-18,2791,1543,363,150,452,102,129,8567,128,1932,6
2020-12-19,1888,1080,367,152,465,111,144,8625,131,1947,6
2020-12-20,3094,2543,416,186,470,107,146,8684,151,1956,8
2020-12-21,3860,1544,400,199,487,110,151,8749,142,1965,7
2020-12-22,4380,1616,437,179,511,113,148,8824,174,1979,7
2020-12-23,4037,2013,417,210,515,116,148,8893,160,1992,7
2020-12-24,4048,2854,426,202,526,124,153,8963,154,2005,10
2020-12-25,4005,2387,428,202,552,136,174,9043,194,2026,11
2020-12-26,2658,1794,461,201,576,131,167,9116,154,2035,12
2020-12-27,3533,4177,494,243,611,146,184,9196,195,2056,12
2020-12-28,5521,2464,499,207,615,145,186,9285,183,2070,12
2020-12-29,5632,2374,511,197,640,156,200,9373,199,2091,12
2020-12-30,5869,3712,495,210,661,154,205,9466,185,2105,13
2020-12-31,5864,4233,502,200,707,165,221,9574,226,2125,12
2021-01-01,6011,3432,527,200,734,164,225,9675,218,2141,12
2021-01-02,4212,2029,531,225,740,175,219,9748,168,2162,13
2021-01-03,5230,5542,617,262,800,190,255,9859,279,2190,18
2021-01-04,8424,3067,591,280,835,199,260,9983,263,2210,18
2021-01-05,8226,2943,630,267,869,209,273,10124,282,2232,21
2021-01-06,7883,4751,619,261,914,217,273,10255,275,2255,21
2021-01-07,7662,5827,641,279,922,220,280,10375,268,2283,20
2021-01-08,8160,4814,650,275,933,219,292,10490,263,2298,21
2021-01-09,5164,3060,650,279,996,232,295,10606,226,2320,21
2021-01-10,6954,8316,710,311,1069,239,303,10737,323,2341,20
2021-01-11,9727,4823,699,327,1083,260,318,10886,290,2365,21
2021-01-12,9295,4546,716,301,1074,248,314,11021,277,2384,20
2021-01-13,9470,7977,680,320,1096,260,317,11176,286,2417,24
2021-01-14,9297,9145,671,325,1141,261,329,11321,275,2443,25
2021-01-15,8428,7963,702,299,1163,262,324,11450,285,2470,25
2021-01-16,5085,4260,705,289,1184,259,316,11553,227,2495,24
2021-01-17,5659,10858,791,348,1193,270,341,11714,345,2518,26
2021-01-18,10120,6136,753,326,1176,268,345,11849,278,2546,25
2021-01-19,8631,5470,700,324,1190,284,364,11997,283,2581,27
2021-01-20,8361,8733,670,314,1180,288,374,12123,258,2608,28
2021-01-21,7268,9922,662,309,1157,299,387,12253,267,2636,25
2021-01-22,7387,8410,632,301,1148,309,395,12374,253,2661,24
2021-01-23,2447,4160,615,295,1175,299,406,12500,220,2684,27
2021-01-24,4935,10484,687,329,1183,319,396,12627,288,2719,33
2021-01-25,8716,5590,635,303,1175,228,392,12787,251,2739,33
2021-01-26,7817,5070,607,262,1185,299,401,12932,262,2768,35
2021-01-27,7750,8634,579,266,1160,291,396,13054,233,2792,32
2021-01-28,7196,9179,577,252,1175,314,401,13181,233,2821,34
2021-01-29,6775,7511,587,244,1145,315,420,13274,205,2845,35
2021-01-30,2627,3528,569,226,1145,296,388,13362,165,2858,36
2021-01-31,5238,10051,648,276,1151,298,394,13482,265,2875,40
2021-02-01,8930,5099,633,270,1130,307,398,13604,265,2900,37
2021-02-02,8021,4379,606,313,1103,310,412,13728,249,2931,38
2021-02-03,7464,8148,560,297,1134,320,402,13872,249,2953,41
2021-02-04,7261,8103,535,285,1117,324,393,13993,225,2983,38
2021-02-05,6599,7222,482,240,1123,328,393,14109,208,3004,39
2021-02-06,2658,3038,483,229,1129,323,408,14196,198,3025,38
2021-02-07,4605,9674,537,282,1148,320,410,14309,250,3041,37
2021-02-08,7854,4966,524,293,1118,300,404,14441,238,3056,38
2021-02-09,6172,4895,488,280,1066,301,388,14531,187,3081,40
2021-02-10,5676,8212,489,256,1050,303,389,14646,229,3095,39
2021-02-11,5084,8702,495,246,1008,304,374,14726,197,3118,42
2021-02-12,4674,7190,472,233,969,295,364,14798,173,3133,42
2021-02-13,1890,3380,464,224,978,298,375,14883,158,3150,42
2021-02-14,3489,9557,493,246,1023,298,362,14994,209,3168,41
2021-02-15,5199,4839,486,236,1001,284,373,15099,203,3186,39
2021-02-16,4584,3725,503,219,949,279,349,15172,189,3195,41
2021-02-17,4169,6477,481,216,951,294,357,15259,177,3218,43
2021-02-18,3337,7438,476,208,898,280,334,15327,147,3235,41
2021-02-19,3793,5879,440,199,834,283,344,15381,142,3249,44
2021-02-20,1255,3368,449,196,821,273,326,15439,131,3252,41
2021-02-21,3113,7363,516,231,815,265,321,15504,176,3265,41
2021-02-22,4811,3644,443,223,808,257,320,15596,174,3278,40
2021-02-23,4442,3145,447,194,795,248,305,15681,186,3291,39
2021-02-24,4377,5336,424,187,785,246,296,15760,166,3305,37
2021-02-25,3820,4973,405,184,750,243,293,15831,162,3320,37
2021-02-26,3819,3728,399,174,741,235,294,15892,154,3327,36
2021-02-27,1443,1560,411,193,737,232,293,15945,151,3339,35
2021-02-28,3029,5616,460,214,747,232,283,16005,174,3359,35
2021-03-01,4854,2724,449,205,733,230,267,16100,174,3374,33
2021-03-02,4404,2907,446,203,703,218,259,16174,162,3382,35
2021-03-03,4671,4568,403,194,719,209,253,16261,131,3390,38
2021-03-04,3659,4748,413,182,710,215,258,16332,171,3400,36
2021-03-05,3695,3950,377,169,670,211,259,16399,134,3416,36
2021-03-06,1841,1907,343,160,696,219,262,16477,126,3427,36
2021-03-07,2367,5668,391,196,708,214,264,16526,163,3440,35
2021-03-08,3798,2664,378,205,678,212,263,16609,149,3450,35
2021-03-09,3127,2903,370,175,666,207,253,16650,129,3458,35
2021-03-10,2843,4531,353,177,648,202,245,16715,127,3464,37
2021-03-11,2553,4946,353,161,638,197,253,16765,113,3475,39
2021-03-12,2414,3874,326,145,615,210,254,16824,101,3491,41
2021-03-13,787,2009,335,152,608,207,258,16862,114,3500,41
2021-03-14,1436,5769,343,180,632,214,269,16923,125,3517,39
2021-03-15,2130,2605,325,158,594,210,255,16971,103,3523,41
2021-03-16,1563,2220,287,158,586,203,269,17025,89,3530,41
2021-03-17,1544,3605,298,138,556,200,254,17059,92,3537,40
2021-03-18,1261,3567,270,143,566,200,245,17113,94,3541,39
2021-03-19,1087,2532,247,120,548,202,238,17155,70,3551,39
2021-03-20,350,1450,235,137,533,204,244,17188,79,3559,37
2021-03-21,681,3466,268,131,549,207,248,17228,85,3569,35
2021-03-22,992,1672,248,113,506,207,242,17252,63,3573,36
2021-03-23,694,736,212,99,494,200,245,17287,56,3582,37
2021-03-24,480,2236,231,114,475,208,233,17318,70,3594,34
2021-03-25,906,2091,212,99,479,207,243,17352,71,3605,34
2021-03-26,546,1489,179,75,453,201,232,17372,33,3606,34
2021-03-27,244,856,161,64,437,201,227,17383,31,3611,34
2021-03-28,134,877,153,68,444,205,231,17406,41,3618,34
2021-03-29,391,1467,180,86,437,198,227,17421,62,3623,35
2021-03-30,459,809,170,81,395,193,215,17436,40,3629,30
2021-03-31,500,1069,154,64,384,198,221,17452,32,3637,31
2021-04-01,334,1061,149,55,371,187,207,17464,31,3639,32
2021-04-02,419,633,134,62,333,173,189,17472,34,3639,31
2021-04-03,123,460,132,58,336,168,188,17484,22,3642,30
2021-04-04,197,1047,150,57,330,172,189,17496,33,3645,27
2021-04-05,383,508,142,56,309,167,189,17508,34,3651,25
2021-04-06,307,491,151,54,302,155,181,17518,31,3653,25
2021-04-07,273,425,142,55,290,149,168,17530,30,3655,25
2021-04-08,212,636,142,46,268,143,160,17539,30,3658,24
2021-04-09,226,577,118,53,257,138,160,17552,25,3661,24
2021-04-10,86,385,117,56,248,136,151,17558,24,3668,25
2021-04-11,141,776,127,50,245,130,151,17568,22,3669,25
2021-04-12,224,357,116,45,240,123,140,17578,34,3673,23
2021-04-13,198,376,102,45,222,115,128,17589,17,3675,21
2021-04-14,195,482,101,44,202,116,125,17591,13,3677,21
2021-04-15,95,260,93,45,186,114,120,17593,17,3678,21
2021-04-16,110,365,98,44,181,114,120,17598,18,3679,21
2021-04-17,89,211,98,44,178,111,116,17602,16,3681,21
2021-04-18,222,543,105,44,182,105,110,17614,23,3682,20
2021-04-19,150,198,89,47,173,103,104,17623,12,3684,19
2021-04-20,177,225,85,40,160,98,100,17627,22,3684,17
2021-04-21,123,233,78,36,155,92,97,17633,10,3684,15
2021-04-22,164,334,76,36,147,90,95,17635,11,3684,14
2021-04-23,112,265,71,22,145,87,90,17641,6,3684,14
2021-04-24,36,113,68,26,138,85,89,17643,8,3686,14
2021-04-25,85,191,76,29,138,79,87,17644,16,3686,14
2021-04-26,105,145,64,23,137,75,79,17654,12,3687,13
2021-04-27,126,148,61,20,130,66,74,17656,9,3687,11
2021-04-28,112,176,56,23,122,67,74,17656,8,3688,8
2021-04-29,102,168,58,26,107,61,64,17657,9,3690,8
2021-04-30,79,130,45,31,104,64,65,17661,5,3691,8
2021-05-01,15,71,45,30,104,61,65,17663,10,3691,8
2021-05-02,60,216,47,39,99,59,60,17666,9,3692,8
2021-05-03,97,152,50,34,94,61,63,17669,10,3694,8
2021-05-04,68,108,52,32,89,53,55,17670,12,3694,7
2021-05-05,75,139,50,32,88,53,55,17672,8,3695,6
2021-05-06,56,143,43,28,81,52,53,17673,3,3695,6
2021-05-07,34,87,54,22,79,49,50,17673,13,3695,5
2021-05-08,16,64,47,26,79,48,49,17675,4,3695,5
2021-05-09,34,145,51,29,75,48,49,17675,7,3695,5
2021-05-10,76,57,47,27,70,45,46,17676,4,3695,4
2021-05-11,40,85,43,25,70,42,44,17676,8,3695,4
2021-05-12,29,93,40,29,64,40,42,17676,5,3695,4
2021-05-13,35,74,44,26,57,38,40,17677,8,3695,4
2021-05-14,27,64,39,24,59,38,40,17678,5,3695,4
2021-05-15,20,45,36,25,58,39,40,17678,5,3696,4
2021-05-16,38,99,35,23,61,38,41,17680,3,3696,4
2021-05-17,15,18,36,22,57,38,40,17680,4,3696,4
2021-05-18,28,90,42,25,53,37,38,17680,6,3696,4
2021-05-19,56,89,45,21,52,37,38,17682,9,3696,4
2021-05-20,38,74,45,19,56,39,40,17686,8,3698,4
2021-05-21,22,34,40,21,51,38,38,17686,7,3699,3
2021-05-22,12,25,34,21,51,38,39,17686,1,3699,3
2021-05-23,30,85,33,20,52,38,39,17688,6,3700,4
2021-05-24,30,30,31,21,51,36,38,17688,4,3700,3
2021-05-25,23,42,34,23,47,35,37,17688,10,3700,3
2021-05-26,19,36,30,26,44,32,35,17688,5,3700,3
2021-05-27,17,38,28,24,42,31,33,17689,4,3700,3
2021-05-28,18,40,31,20,40,31,33,17690,3,3700,3
2021-05-29,13,17,24,21,40,32,32,17690,1,3700,3
2021-05-30,4,69,28,20,40,30,31,17691,5,3700,3
2021-05-31,15,28,25,19,40,32,32,17692,4,3702,3
2021-06-01,35,36,31,18,40,26,30,17693,7,3702,2
2021-06-02,13,49,27,17,35,26,27,17694,5,3702,2
2021-06-03,11,130,23,18,35,26,27,17695,1,3703,2
2021-06-04,31,12,25,16,34,24,26,17695,3,3703,2
2021-06-05,6,6,26,16,33,24,25,17695,4,3703,2
2021-06-06,5,54,30,14,35,24,25,17695,3,3703,2
2021-06-07,7,52,29,12,31,19,22,17695,2,3703,2
2021-06-08,30,15,28,12,30,18,21,17696,3,3703,2
2021-06-09,9,21,30,11,30,18,21,17696,5,3703,2
2021-06-10,18,32,31,11,30,19,22,17696,5,3703,2
2021-06-11,18,19,26,11,30,19,22,17696,1,3703,2
2021-06-12,5,14,29,10,28,21,21,17696,2,3703,2
2021-06-13,3,28,35,11,27,20,20,17696,6,3703,2
2021-06-14,26,21,28,13,27,19,20,17697,0,3703,2
2021-06-15,28,15,27,12,24,17,18,17697,1,3703,2
2021-06-16,14,10,30,12,21,15,16,17697,5,3703,2
2021-06-17,31,44,29,12,21,16,17,17697,2,3704,2
2021-06-18,35,12,28,13,19,16,17,17697,2,3704,2
2021-06-19,47,9,30,11,19,16,17,17697,4,3704,2
2021-06-20,58,87,31,12,21,16,17,17699,5,3704,2
2021-06-21,125,38,30,14,21,19,18,17699,2,3707,2
2021-06-22,118,10,31,12,24,17,18,17701,6,3707,2
2021-06-23,159,25,32,12,23,16,18,17701,8,3707,2
2021-06-24,253,40,30,14,22,14,15,17701,3,3707,3
