name,coronaOccupancy,normalOccupancy,isolatedTeam
אוגוסטה ויקטוריה,,,1
שערי צדק,,92.38329315185547,21
אסותא אשדוד,,,8
בני ציון,,78.75288391113281,52
ברזילי,,71.16666412353516,13
הדסה עין כרם,,109.4466934204102,24
הכרמל,,73.00613403320312,12
הלל יפה,,84.46601867675781,14
המרכזי בעמק,,73.27586364746094,62
המשפחה הקדושה,,,0
הסקוטי,,96.45390319824219,2
השרון ק. גולדה,,65.97510528564453,3
וולפסון,,66.47145080566406,7
זיו צפת,,67.14697265625,2
לניאדו,,88.30083465576172,7
אל מקאסד,,,0
מעייני הישועה,,82.42811584472656,17
נהריה,,78.5615463256836,21
סוראסקי,,102.9035034179688,30
סורוקה,,70.98175811767578,11
סנט ג'וזף,,,0
סנט וינסנט,,58.95522308349609,0
פוריה,,62.53520965576172,9
קפלן,,88.4476547241211,12
רבין ק. בילינסון,,91.49700927734375,62
"רמב""ם",,84.8453598022461,26
שיבא,,92.7848129272461,38
שמיר (אסף הרופא),,65.65656280517578,26
שניידר,,,0
מאיר,,76.09254455566406,28
