date,amount,recovered
2020-02-12T00:00:00.000Z,0,0
2020-02-13T00:00:00.000Z,0,0
2020-02-14T00:00:00.000Z,0,0
2020-02-15T00:00:00.000Z,0,0
2020-02-16T00:00:00.000Z,0,0
2020-02-17T00:00:00.000Z,0,0
2020-02-18T00:00:00.000Z,0,0
2020-02-19T00:00:00.000Z,0,0
2020-02-20T00:00:00.000Z,0,0
2020-02-21T00:00:00.000Z,1,0
2020-02-22T00:00:00.000Z,0,0
2020-02-23T00:00:00.000Z,0,0
2020-02-24T00:00:00.000Z,1,0
2020-02-25T00:00:00.000Z,0,0
2020-02-26T00:00:00.000Z,0,0
2020-02-27T00:00:00.000Z,1,0
2020-02-28T00:00:00.000Z,3,0
2020-02-29T00:00:00.000Z,0,0
2020-03-01T00:00:00.000Z,1,0
2020-03-02T00:00:00.000Z,5,0
2020-03-03T00:00:00.000Z,3,1
2020-03-04T00:00:00.000Z,0,1
2020-03-05T00:00:00.000Z,2,0
2020-03-06T00:00:00.000Z,4,0
2020-03-07T00:00:00.000Z,4,0
2020-03-08T00:00:00.000Z,9,1
2020-03-09T00:00:00.000Z,4,0
2020-03-10T00:00:00.000Z,33,0
2020-03-11T00:00:00.000Z,19,0
2020-03-12T00:00:00.000Z,22,0
2020-03-13T00:00:00.000Z,35,1
2020-03-14T00:00:00.000Z,29,0
2020-03-15T00:00:00.000Z,39,0
2020-03-16T00:00:00.000Z,73,0
2020-03-17T00:00:00.000Z,94,4
2020-03-18T00:00:00.000Z,118,6
2020-03-19T00:00:00.000Z,136,10
2020-03-20T00:00:00.000Z,168,4
2020-03-21T00:00:00.000Z,210,4
2020-03-22T00:00:00.000Z,254,8
2020-03-23T00:00:00.000Z,352,13
2020-03-24T00:00:00.000Z,423,9
2020-03-25T00:00:00.000Z,425,13
2020-03-26T00:00:00.000Z,520,17
2020-03-27T00:00:00.000Z,433,11
2020-03-28T00:00:00.000Z,480,24
2020-03-29T00:00:00.000Z,532,34
2020-03-30T00:00:00.000Z,546,40
2020-03-31T00:00:00.000Z,738,70
2020-04-01T00:00:00.000Z,818,639
2020-04-02T00:00:00.000Z,719,95
2020-04-03T00:00:00.000Z,597,92
2020-04-04T00:00:00.000Z,428,59
2020-04-05T00:00:00.000Z,583,113
2020-04-06T00:00:00.000Z,451,104
2020-04-07T00:00:00.000Z,377,154
2020-04-08T00:00:00.000Z,338,148
2020-04-09T00:00:00.000Z,343,127
2020-04-10T00:00:00.000Z,358,204
2020-04-11T00:00:00.000Z,345,178
2020-04-12T00:00:00.000Z,552,366
2020-04-13T00:00:00.000Z,438,333
2020-04-14T00:00:00.000Z,399,374
2020-04-15T00:00:00.000Z,311,321
2020-04-16T00:00:00.000Z,296,361
2020-04-17T00:00:00.000Z,298,374
2020-04-18T00:00:00.000Z,291,395
2020-04-19T00:00:00.000Z,276,328
2020-04-20T00:00:00.000Z,299,551
2020-04-21T00:00:00.000Z,282,460
2020-04-22T00:00:00.000Z,225,366
2020-04-23T00:00:00.000Z,276,402
2020-04-24T00:00:00.000Z,248,504
2020-04-25T00:00:00.000Z,159,404
2020-04-26T00:00:00.000Z,83,262
2020-04-27T00:00:00.000Z,127,577
2020-04-28T00:00:00.000Z,159,482
2020-04-29T00:00:00.000Z,82,422
2020-04-30T00:00:00.000Z,142,410
2020-05-01T00:00:00.000Z,116,640
2020-05-02T00:00:00.000Z,57,239
2020-05-03T00:00:00.000Z,27,173
2020-05-04T00:00:00.000Z,53,355
2020-05-05T00:00:00.000Z,32,343
2020-05-06T00:00:00.000Z,65,214
2020-05-07T00:00:00.000Z,61,271
2020-05-08T00:00:00.000Z,33,288
2020-05-09T00:00:00.000Z,19,102
2020-05-10T00:00:00.000Z,29,136
2020-05-11T00:00:00.000Z,39,424
2020-05-12T00:00:00.000Z,23,198
2020-05-13T00:00:00.000Z,39,177
2020-05-14T00:00:00.000Z,22,238
2020-05-15T00:00:00.000Z,12,226
2020-05-16T00:00:00.000Z,5,64
2020-05-17T00:00:00.000Z,15,138
2020-05-18T00:00:00.000Z,27,284
2020-05-19T00:00:00.000Z,22,174
2020-05-20T00:00:00.000Z,15,124
2020-05-21T00:00:00.000Z,17,211
2020-05-22T00:00:00.000Z,19,159
2020-05-23T00:00:00.000Z,5,36
2020-05-24T00:00:00.000Z,13,108
2020-05-25T00:00:00.000Z,22,176
2020-05-26T00:00:00.000Z,50,104
2020-05-27T00:00:00.000Z,40,94
2020-05-28T00:00:00.000Z,77,128
2020-05-29T00:00:00.000Z,113,40
2020-05-30T00:00:00.000Z,29,31
2020-05-31T00:00:00.000Z,87,58
2020-06-01T00:00:00.000Z,100,106
2020-06-02T00:00:00.000Z,121,44
2020-06-03T00:00:00.000Z,97,38
2020-06-04T00:00:00.000Z,142,55
2020-06-05T00:00:00.000Z,125,35
2020-06-06T00:00:00.000Z,78,39
2020-06-07T00:00:00.000Z,140,48
2020-06-08T00:00:00.000Z,179,38
2020-06-09T00:00:00.000Z,173,48
2020-06-10T00:00:00.000Z,240,67
2020-06-11T00:00:00.000Z,191,74
2020-06-12T00:00:00.000Z,184,69
2020-06-13T00:00:00.000Z,149,50
2020-06-14T00:00:00.000Z,136,42
2020-06-15T00:00:00.000Z,198,67
2020-06-16T00:00:00.000Z,298,37
2020-06-17T00:00:00.000Z,271,52
2020-06-18T00:00:00.000Z,302,75
2020-06-19T00:00:00.000Z,309,69
2020-06-20T00:00:00.000Z,159,57
2020-06-21T00:00:00.000Z,173,52
2020-06-22T00:00:00.000Z,345,88
2020-06-23T00:00:00.000Z,451,103
2020-06-24T00:00:00.000Z,487,60
2020-06-25T00:00:00.000Z,515,124
2020-06-26T00:00:00.000Z,464,119
2020-06-27T00:00:00.000Z,398,85
2020-06-28T00:00:00.000Z,385,114
2020-06-29T00:00:00.000Z,757,194
2020-06-30T00:00:00.000Z,786,119
2020-07-01T00:00:00.000Z,971,115
2020-07-02T00:00:00.000Z,1146,136
2020-07-03T00:00:00.000Z,939,136
2020-07-04T00:00:00.000Z,821,132
2020-07-05T00:00:00.000Z,831,161
2020-07-06T00:00:00.000Z,1134,152
2020-07-07T00:00:00.000Z,1390,166
2020-07-08T00:00:00.000Z,1327,150
2020-07-09T00:00:00.000Z,1525,206
2020-07-10T00:00:00.000Z,1409,211
2020-07-11T00:00:00.000Z,1168,201
2020-07-12T00:00:00.000Z,1238,305
2020-07-13T00:00:00.000Z,1720,344
2020-07-14T00:00:00.000Z,1604,303
2020-07-15T00:00:00.000Z,1877,389
2020-07-16T00:00:00.000Z,1939,504
2020-07-17T00:00:00.000Z,1605,495
2020-07-18T00:00:00.000Z,1448,497
2020-07-19T00:00:00.000Z,1016,462
2020-07-20T00:00:00.000Z,1887,620
2020-07-21T00:00:00.000Z,2006,643
2020-07-22T00:00:00.000Z,2044,3729
2020-07-23T00:00:00.000Z,1990,7177
2020-07-24T00:00:00.000Z,1830,1888
2020-07-25T00:00:00.000Z,1112,670
2020-07-26T00:00:00.000Z,1042,2979
2020-07-27T00:00:00.000Z,2048,1979
2020-07-28T00:00:00.000Z,2125,1742
2020-07-29T00:00:00.000Z,1954,1524
2020-07-30T00:00:00.000Z,1787,1837
2020-07-31T00:00:00.000Z,1362,1396
2020-08-01T00:00:00.000Z,625,566
2020-08-02T00:00:00.000Z,708,2676
2020-08-03T00:00:00.000Z,1800,1956
2020-08-04T00:00:00.000Z,1729,1828
2020-08-05T00:00:00.000Z,1690,1602
2020-08-06T00:00:00.000Z,1676,1941
2020-08-07T00:00:00.000Z,1764,1355
2020-08-08T00:00:00.000Z,754,653
2020-08-09T00:00:00.000Z,924,2422
2020-08-10T00:00:00.000Z,1704,1381
2020-08-11T00:00:00.000Z,1823,1007
2020-08-12T00:00:00.000Z,1622,1157
2020-08-13T00:00:00.000Z,1642,1348
2020-08-14T00:00:00.000Z,1388,1038
2020-08-15T00:00:00.000Z,757,594
2020-08-16T00:00:00.000Z,1068,2205
2020-08-17T00:00:00.000Z,1650,1221
2020-08-18T00:00:00.000Z,1649,1305
2020-08-19T00:00:00.000Z,1640,1522
2020-08-20T00:00:00.000Z,1487,1390
2020-08-21T00:00:00.000Z,1493,1600
2020-08-22T00:00:00.000Z,711,692
2020-08-23T00:00:00.000Z,965,2154
2020-08-24T00:00:00.000Z,1900,1340
2020-08-25T00:00:00.000Z,1955,2581
2020-08-26T00:00:00.000Z,1953,2437
2020-08-27T00:00:00.000Z,2071,1510
2020-08-28T00:00:00.000Z,1831,1917
2020-08-29T00:00:00.000Z,910,727
2020-08-30T00:00:00.000Z,1103,2343
2020-08-31T00:00:00.000Z,2178,1283
2020-09-01T00:00:00.000Z,2252,1101
2020-09-02T00:00:00.000Z,3193,1518
2020-09-03T00:00:00.000Z,2661,1858
2020-09-04T00:00:00.000Z,2623,1262
2020-09-05T00:00:00.000Z,1505,808
2020-09-06T00:00:00.000Z,2176,2382
2020-09-07T00:00:00.000Z,3388,1519
2020-09-08T00:00:00.000Z,3490,1405
2020-09-09T00:00:00.000Z,3996,1544
2020-09-10T00:00:00.000Z,4161,1877
2020-09-11T00:00:00.000Z,3975,1783
2020-09-12T00:00:00.000Z,2719,1194
2020-09-13T00:00:00.000Z,3175,3245
2020-09-14T00:00:00.000Z,4805,2327
2020-09-15T00:00:00.000Z,5539,2328
2020-09-16T00:00:00.000Z,4574,2439
2020-09-17T00:00:00.000Z,5385,3696
2020-09-18T00:00:00.000Z,5340,2845
2020-09-19T00:00:00.000Z,3810,1440
2020-09-20T00:00:00.000Z,2580,2496
2020-09-21T00:00:00.000Z,3867,4593
2020-09-22T00:00:00.000Z,7021,3472
2020-09-23T00:00:00.000Z,7125,3793
2020-09-24T00:00:00.000Z,8236,4573
2020-09-25T00:00:00.000Z,8389,4160
2020-09-26T00:00:00.000Z,5882,2503
2020-09-27T00:00:00.000Z,3415,5679
2020-09-28T00:00:00.000Z,1159,2241
2020-09-29T00:00:00.000Z,4994,5792
2020-09-30T00:00:00.000Z,9077,4520
2020-10-01T00:00:00.000Z,7732,6021
2020-10-02T00:00:00.000Z,7059,5944
2020-10-03T00:00:00.000Z,2597,3748
2020-10-04T00:00:00.000Z,2939,8414
2020-10-05T00:00:00.000Z,5723,7134
2020-10-06T00:00:00.000Z,4717,6788
2020-10-07T00:00:00.000Z,4163,5216
2020-10-08T00:00:00.000Z,3753,5136
2020-10-09T00:00:00.000Z,2960,5405
2020-10-10T00:00:00.000Z,916,4033
2020-10-11T00:00:00.000Z,1643,7370
2020-10-12T00:00:00.000Z,3158,5592
2020-10-13T00:00:00.000Z,2323,6025
2020-10-14T00:00:00.000Z,2112,6151
2020-10-15T00:00:00.000Z,1612,5666
2020-10-16T00:00:00.000Z,1497,3774
2020-10-17T00:00:00.000Z,408,2698
2020-10-18T00:00:00.000Z,906,4941
2020-10-19T00:00:00.000Z,1486,2229
2020-10-20T00:00:00.000Z,759,1174
