gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,3 חודשים,24013,4.8,0,0,4,0.9,10,0.4,449,4
זכר,0-9,שנה,366968,10,5,0.1,24,0.9,91,0.6,2294,5
זכר,0-9,מתחילת קורונה,440299,9.7,7,0.1,33,0.5,124,0.4,3207,3.7
זכר,0-9,חודש אחרון,9957,5.1,0,0,2,0.7,7,0.4,269,3.9
זכר,0-9,6 חודשים,118145,8.2,2,0.1,16,1.2,41,0.6,1165,4.8
נקבה,0-9,3 חודשים,20437,4.1,0,0,2,0.4,9,0.3,346,3
נקבה,0-9,שנה,298624,8.1,2,0,11,0.4,57,0.4,1844,4
נקבה,0-9,6 חודשים,92738,6.4,1,0,9,0.7,30,0.5,936,3.9
נקבה,0-9,מתחילת קורונה,360973,7.9,5,0,18,0.3,78,0.2,2583,3
נקבה,0-9,חודש אחרון,8167,4.2,0,0,2,0.7,4,0.2,201,2.9
זכר,10-19,מתחילת קורונה,438174,9.6,7,0.1,25,0.4,81,0.3,1067,1.2
זכר,10-19,3 חודשים,21505,4.3,0,0,1,0.2,4,0.2,110,1
זכר,10-19,6 חודשים,100858,7,2,0.1,8,0.6,13,0.2,258,1.1
זכר,10-19,שנה,337149,9.2,5,0.1,16,0.6,45,0.3,605,1.3
זכר,10-19,חודש אחרון,6493,3.3,0,0,1,0.4,2,0.1,77,1.1
נקבה,10-19,3 חודשים,22162,4.4,1,0.2,2,0.4,5,0.2,125,1.1
נקבה,10-19,שנה,337692,9.2,4,0.1,15,0.6,36,0.3,680,1.5
נקבה,10-19,מתחילת קורונה,427139,9.4,8,0.1,23,0.4,81,0.3,1206,1.4
נקבה,10-19,6 חודשים,97451,6.7,2,0.1,5,0.4,14,0.2,274,1.1
נקבה,10-19,חודש אחרון,6602,3.4,0,0,0,0,3,0.2,55,0.8
זכר,20-29,3 חודשים,22326,4.5,0,0,3,0.7,7,0.3,128,1.1
זכר,20-29,6 חודשים,67529,4.7,2,0.1,11,0.8,27,0.4,300,1.2
זכר,20-29,שנה,193702,5.3,5,0.1,24,0.9,95,0.7,697,1.5
זכר,20-29,מתחילת קורונה,266644,5.9,24,0.2,57,0.9,248,0.8,1647,1.9
זכר,20-29,חודש אחרון,9155,4.7,0,0,2,0.7,4,0.2,72,1.1
נקבה,20-29,3 חודשים,31151,6.2,0,0,6,1.3,13,0.5,511,4.5
נקבה,20-29,6 חודשים,100992,7,3,0.1,9,0.7,23,0.4,1123,4.7
נקבה,20-29,שנה,291645,7.9,9,0.2,25,0.9,107,0.8,2886,6.3
נקבה,20-29,מתחילת קורונה,378094,8.3,22,0.2,62,1,283,0.9,5351,6.2
נקבה,20-29,חודש אחרון,12266,6.2,0,0,5,1.8,8,0.5,281,4.1
זכר,30-39,3 חודשים,28254,5.6,0,0,5,1.1,12,0.5,179,1.6
זכר,30-39,6 חודשים,85545,5.9,7,0.3,26,2,49,0.8,407,1.7
זכר,30-39,שנה,211273,5.8,23,0.5,49,1.8,226,1.6,1019,2.2
זכר,30-39,מתחילת קורונה,266354,5.9,53,0.5,106,1.7,640,2,2335,2.7
זכר,30-39,חודש אחרון,11453,5.8,0,0,2,0.7,8,0.5,105,1.5
נקבה,30-39,3 חודשים,38805,7.7,1,0.2,7,1.6,8,0.3,496,4.4
נקבה,30-39,שנה,318975,8.7,16,0.3,40,1.5,215,1.5,3000,6.6
נקבה,30-39,מתחילת קורונה,384627,8.5,39,0.3,109,1.7,597,1.9,5404,6.3
נקבה,30-39,חודש אחרון,15253,7.8,0,0,3,1.1,3,0.2,275,4
נקבה,30-39,6 חודשים,123818,8.6,6,0.3,17,1.3,39,0.6,1179,4.9
