period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,40694,18575,45.65
3_Month,0-9,146348,45460,31.06
6_Month,0-9,509030,210730,41.4
1_Year,0-9,1470317,648091,44.08
All,0-9,1709042,763287,44.66
1_Month,10-19,36577,13264,36.26
3_Month,10-19,147914,44225,29.9
6_Month,10-19,506256,197380,38.99
1_Year,10-19,1360206,652926,48
All,10-19,1626737,804342,49.45
1_Month,20-29,52990,21560,40.69
3_Month,20-29,204684,53990,26.38
6_Month,20-29,587421,168155,28.63
1_Year,20-29,1202701,474268,39.43
All,20-29,1466819,597965,40.77
1_Month,30-39,62915,26831,42.65
3_Month,30-39,219717,67501,30.72
6_Month,30-39,589472,208411,35.36
1_Year,30-39,1149020,516582,44.96
All,30-39,1366693,605207,44.28
1_Month,40-49,60603,25943,42.81
3_Month,40-49,209630,68237,32.55
6_Month,40-49,556389,201491,36.21
1_Year,40-49,1030666,471767,45.77
All,40-49,1214095,548420,45.17
1_Month,50-59,56279,24788,44.04
3_Month,50-59,190007,63997,33.68
6_Month,50-59,470601,159016,33.79
1_Year,50-59,803038,329671,41.05
All,50-59,949010,387788,40.86
1_Month,60-69,61343,27460,44.76
3_Month,60-69,186558,68976,36.97
6_Month,60-69,416704,140175,33.64
1_Year,60-69,667209,250661,37.57
All,60-69,781918,290483,37.15
1_Month,70-79,57907,24594,42.47
3_Month,70-79,148899,60982,40.96
6_Month,70-79,289965,104760,36.13
1_Year,70-79,432802,160610,37.11
All,70-79,505389,182103,36.03
1_Month,80-89,36516,11777,32.25
3_Month,80-89,68686,25749,37.49
6_Month,80-89,113365,42319,37.33
1_Year,80-89,168896,64503,38.19
All,80-89,214193,75881,35.43
1_Month,90+,11500,3098,26.94
3_Month,90+,18629,6203,33.3
6_Month,90+,27260,10197,37.41
1_Year,90+,40164,16014,39.87
All,90+,55588,19750,35.53
