name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
YAD BINYAMIN,4.9,צהוב,4.7,8,0, קטן מ-15 ,צהוב,2022-05-30T00:00:00.000Z,59.21,53.19,36.17,
JALJULYE,4.9,ירוק,10.7,7,10, קטן מ-15 ,צהוב,2022-05-30T00:00:00.000Z,60.86,52.40,29.49,
QALANSAWE,3.2,ירוק,5.1,1,19, קטן מ-15 ,ירוק,2022-05-30T00:00:00.000Z,63.14,53.05,28.08,
IBTIN,3.3,ירוק,3.5,1,0, 0 ,ירוק,2022-05-30T00:00:00.000Z,63.49,56.74,32.04,0.0
GIV'AT SHEMU'EL,7,כתום,29.7,11,-11,75,כתום,2022-05-30T00:00:00.000Z,80.87,76.73,60.52,27.5
AR'ARA,2,ירוק,0.8,0,0, קטן מ-15 ,ירוק,2022-05-30T00:00:00.000Z,51.79,45.18,25.18,
GAN YAVNE,5.8,צהוב,8.4,13,-54,21,צהוב,2022-05-30T00:00:00.000Z,78.91,74.43,57.22,8.8
BET DAGAN,6,צהוב,11.0,12,-33, קטן מ-15 ,כתום,2022-05-30T00:00:00.000Z,74.90,70.33,55.43,
MUGHAR,4.3,צהוב,9.5,3,-15,26,ירוק,2022-05-30T00:00:00.000Z,72.36,64.39,41.07,11.2
TUR'AN,2.8,ירוק,3.5,4,0, קטן מ-15 ,ירוק,2022-05-30T00:00:00.000Z,70.57,61.21,35.06,
MAZRA'A,3.3,ירוק,10.0,2,0, קטן מ-15 ,ירוק,2022-05-30T00:00:00.000Z,67.47,61.63,38.19,
ISIFYA,4.8,ירוק,3.2,5,0, קטן מ-15 ,צהוב,2022-05-30T00:00:00.000Z,67.62,59.53,39.80,
KAFAR QASEM,2.3,ירוק,0.8,0,0, קטן מ-15 ,ירוק,2022-05-30T00:00:00.000Z,66.69,54.86,30.47,
MEISER,4.2,ירוק,9.7,9,0, קטן מ-15 ,ירוק,2022-05-30T00:00:00.000Z,67.67,62.03,38.16,
OMER,6.5,כתום,38.3,11,-17,26,כתום,2022-05-30T00:00:00.000Z,מעל 90%,מעל 90%,80.75,34.4
ABU RUBEI'A,4,אפור,2.3,10,0, קטן מ-15 ,ירוק,2022-05-30T00:00:00.000Z,10.08,8.21,3.03,
QIRYAT MAL'AKHI,2.2,צהוב,3.3,7,-37,22,ירוק,2022-05-30T00:00:00.000Z,60.08,52.69,33.91,9.0
