Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc,vaccinated_third_dose,vaccinated_third_dose_cum,vaccinated_third_dose_population_perc,vaccinated_fourth_dose_cum,vaccinated_validity_perc,vaccinated_expired_perc,not_vaccinated_perc
2020-12-19T00:00:00.000Z,46,83,0,0,4,0,0,0,0,0,0,0,100
2020-12-20T00:00:00.000Z,7386,7469,0.08,0,4,0,0,0,0,0,0,0,100
2020-12-21T00:00:00.000Z,24910,32379,0.35,0,4,0,0,0,0,0,0,0,100
2020-12-22T00:00:00.000Z,44643,77022,0.83,0,4,0,0,0,0,0,0,0,100
2020-12-23T00:00:00.000Z,62902,139924,1.5,0,4,0,0,0,0,0,0,0,100
2020-12-24T00:00:00.000Z,73413,213337,2.29,0,4,0,0,0,0,0,0,0,100
2020-12-25T00:00:00.000Z,38503,251840,2.71,0,4,0,0,0,0,0,0,0,100
2020-12-26T00:00:00.000Z,32610,284450,3.06,0,4,0,0,0,0,0,0,0,100
2020-12-27T00:00:00.000Z,104551,389001,4.18,0,4,0,0,0,0,0,0,0,100
2020-12-28T00:00:00.000Z,135005,524006,5.63,0,4,0,0,0,0,0,0,0,100
2020-12-29T00:00:00.000Z,156267,680273,7.32,1,5,0,0,0,0,0,0,0,100
2020-12-30T00:00:00.000Z,153111,833384,8.96,0,5,0,0,0,0,0,0,0,100
2020-12-31T00:00:00.000Z,158536,991920,10.67,0,5,0,0,0,0,0,0,0,100
2021-01-01T00:00:00.000Z,71410,1063330,11.43,0,5,0,0,0,0,0,0,0,100
2021-01-02T00:00:00.000Z,71731,1135061,12.21,0,5,0,0,0,0,0,0,0,100
2021-01-03T00:00:00.000Z,149733,1284794,13.82,0,5,0,0,0,0,0,0,0,100
2021-01-04T00:00:00.000Z,152157,1436951,15.45,2,7,0,0,0,0,0,0,0,100
2021-01-05T00:00:00.000Z,125175,1562126,16.8,2,9,0,0,0,0,0,0,0,100
2021-01-06T00:00:00.000Z,103337,1665463,17.91,2,11,0,0,0,0,0,0,0,100
2021-01-07T00:00:00.000Z,116045,1781508,19.16,6,17,0,0,0,0,0,0,0,100
2021-01-08T00:00:00.000Z,66456,1847964,19.87,4,21,0,0,0,0,0,0,0,100
2021-01-09T00:00:00.000Z,44531,1892495,20.35,25,46,0,0,0,0,0,0,0,100
2021-01-10T00:00:00.000Z,37638,1930133,20.76,5994,6040,0.07,0,0,0,0,0,0,100
2021-01-11T00:00:00.000Z,21140,1951273,20.98,19254,25294,0.27,0,0,0,0,0,0,100
2021-01-12T00:00:00.000Z,24037,1975310,21.24,35660,60954,0.66,0,0,0,0,0,0,100
2021-01-13T00:00:00.000Z,52042,2027352,21.8,56861,117815,1.27,0,0,0,0,0,0,100
2021-01-14T00:00:00.000Z,56448,2083800,22.41,68829,186644,2.01,0,0,0,0,0,0,100
2021-01-15T00:00:00.000Z,30745,2114545,22.74,35926,222570,2.39,0,0,0,0,0,0,100
2021-01-16T00:00:00.000Z,29444,2143989,23.06,26003,248573,2.67,0,0,0,0,0,0,100
2021-01-17T00:00:00.000Z,68399,2212388,23.79,84577,333150,3.58,0,0,0,0,0.36,0,99.64
2021-01-18T00:00:00.000Z,69727,2282115,24.54,120388,453538,4.88,0,0,0,0,0.64,0,99.36
2021-01-19T00:00:00.000Z,72820,2354935,25.32,137789,591327,6.36,0,0,0,0,1.16,0,98.84
2021-01-20T00:00:00.000Z,76809,2431744,26.15,143700,735027,7.9,0,0,0,0,1.98,0,98.02
2021-01-21T00:00:00.000Z,69923,2501667,26.9,164366,899393,9.67,0,0,0,0,2.98,0,97.02
2021-01-22T00:00:00.000Z,37869,2539536,27.31,71088,970481,10.44,0,0,0,0,3.5,0,96.5
2021-01-23T00:00:00.000Z,39931,2579467,27.74,53565,1024046,11.01,0,0,0,0,3.89,0,96.11
2021-01-24T00:00:00.000Z,69067,2648534,28.48,140648,1164694,12.52,0,0,0,0,5.1,0,94.9
2021-01-25T00:00:00.000Z,80865,2729399,29.35,139450,1304144,14.02,0,0,0,0,6.78,0,93.22
2021-01-26T00:00:00.000Z,78651,2808050,30.2,126371,1430515,15.38,0,0,0,0,8.65,0,91.35
2021-01-27T00:00:00.000Z,77896,2885946,31.03,124988,1555503,16.73,0,0,0,0,10.56,0,89.44
2021-01-28T00:00:00.000Z,79503,2965449,31.89,130553,1686056,18.13,0,0,0,0,12.69,0,87.31
2021-01-29T00:00:00.000Z,36645,3002094,32.28,64754,1750810,18.83,0,0,0,0,13.61,0,86.39
2021-01-30T00:00:00.000Z,34367,3036461,32.65,42738,1793548,19.29,0,0,0,0,14.3,0,85.7
2021-01-31T00:00:00.000Z,73299,3109760,33.44,59469,1853017,19.93,0,0,0,0,16.07,0,83.93
2021-02-01T00:00:00.000Z,82454,3192214,34.33,35311,1888328,20.31,0,0,0,0,17.81,0,82.19
2021-02-02T00:00:00.000Z,70025,3262239,35.08,31034,1919362,20.64,0,0,0,0,19.35,0,80.65
2021-02-03T00:00:00.000Z,60243,3322482,35.73,51389,1970751,21.19,0,0,0,0,20.84,0,79.16
2021-02-04T00:00:00.000Z,72571,3395053,36.51,58042,2028793,21.82,0,0,0,0,22.39,0,77.61
2021-02-05T00:00:00.000Z,33888,3428941,36.87,28765,2057558,22.13,0,0,0,0,23.15,0,76.85
2021-02-06T00:00:00.000Z,21590,3450531,37.11,22203,2079761,22.36,0,0,0,0,23.64,0,76.36
2021-02-07T00:00:00.000Z,54053,3504584,37.69,68692,2148453,23.1,0,0,0,0,24.4,0,75.6
2021-02-08T00:00:00.000Z,58596,3563180,38.32,65410,2213863,23.81,0,0,0,0,24.95,0,75.05
2021-02-09T00:00:00.000Z,66294,3629474,39.03,67503,2281366,24.53,0,0,0,0,25.48,0,74.52
2021-02-10T00:00:00.000Z,70511,3699985,39.79,72234,2353600,25.31,0,0,0,0,26.23,0,73.77
2021-02-11T00:00:00.000Z,81099,3781084,40.66,72041,2425641,26.08,0,0,0,0,27.08,0,72.92
2021-02-12T00:00:00.000Z,39055,3820139,41.08,37547,2463188,26.49,0,0,0,0,27.5,0,72.5
2021-02-13T00:00:00.000Z,27432,3847571,41.37,30404,2493592,26.81,0,0,0,0,27.82,0,72.18
2021-02-14T00:00:00.000Z,74867,3922438,42.18,69030,2562622,27.56,0,0,0,0,28.76,0,71.24
2021-02-15T00:00:00.000Z,81491,4003929,43.06,75651,2638273,28.37,0,0,0,0,29.69,0,70.31
2021-02-16T00:00:00.000Z,83378,4087307,43.95,78231,2716504,29.21,0,0,0,0,30.64,0,69.36
2021-02-17T00:00:00.000Z,61924,4149231,44.62,75579,2792083,30.02,0,0,0,0,31.56,0,68.44
2021-02-18T00:00:00.000Z,69104,4218335,45.36,79695,2871778,30.88,0,0,0,0,32.51,0,67.49
2021-02-19T00:00:00.000Z,39614,4257949,45.79,38114,2909892,31.29,0,0,0,0,33.02,0,66.98
2021-02-20T00:00:00.000Z,31623,4289572,46.13,28706,2938598,31.6,0,0,0,0,33.43,0,66.57
2021-02-21T00:00:00.000Z,79396,4368968,46.98,78400,3016998,32.44,0,0,0,0,34.39,0,65.61
2021-02-22T00:00:00.000Z,85010,4453978,47.9,80561,3097559,33.31,0,0,0,0,35.44,0,64.56
2021-02-23T00:00:00.000Z,77281,4531259,48.73,70414,3167973,34.07,0,0,0,0,36.47,0,63.53
2021-02-24T00:00:00.000Z,61013,4592272,49.38,63074,3231047,34.75,0,0,0,0,37.4,0,62.6
2021-02-25T00:00:00.000Z,51671,4643943,49.94,64748,3295795,35.44,0,0,0,0,38.31,0,61.69
2021-02-26T00:00:00.000Z,25861,4669804,50.22,31996,3327791,35.79,0,0,0,0,38.76,0,61.24
2021-02-27T00:00:00.000Z,18309,4688113,50.41,21180,3348971,36.01,0,0,0,0,39.08,0,60.92
2021-02-28T00:00:00.000Z,40312,4728425,50.85,55845,3404816,36.61,0,0,0,0,39.92,0,60.08
2021-03-01T00:00:00.000Z,45682,4774107,51.34,61397,3466213,37.27,0,0,0,0,40.78,0,59.22
2021-03-02T00:00:00.000Z,41136,4815243,51.78,64741,3530954,37.97,0,0,0,0,41.54,0,58.46
2021-03-03T00:00:00.000Z,41960,4857203,52.23,66737,3597691,38.69,0,0,0,0,42.25,0,57.75
2021-03-04T00:00:00.000Z,39649,4896852,52.66,79059,3676750,39.54,0,0,0,0,42.95,0,57.05
2021-03-05T00:00:00.000Z,17301,4914153,52.84,40431,3717181,39.97,0,0,0,0,43.28,0,56.72
2021-03-06T00:00:00.000Z,10673,4924826,52.96,25327,3742508,40.25,0,0,0,0,43.5,0,56.5
2021-03-07T00:00:00.000Z,31093,4955919,53.29,72812,3815320,41.03,0,0,0,0,44.09,0,55.91
2021-03-08T00:00:00.000Z,27320,4983239,53.59,73246,3888566,41.82,0,0,0,0,44.71,0,55.29
2021-03-09T00:00:00.000Z,26686,5009925,53.87,76564,3965130,42.64,0,0,0,0,45.37,0,54.63
2021-03-10T00:00:00.000Z,23284,5033209,54.12,58631,4023761,43.27,0,0,0,0,46.03,0,53.97
2021-03-11T00:00:00.000Z,23245,5056454,54.37,69033,4092794,44.01,0,0,0,0,46.76,0,53.24
2021-03-12T00:00:00.000Z,11226,5067680,54.5,41365,4134159,44.46,0,0,0,0,47.12,0,52.88
2021-03-13T00:00:00.000Z,7917,5075597,54.58,25221,4159380,44.73,0,0,0,0,47.35,0,52.65
2021-03-14T00:00:00.000Z,20923,5096520,54.81,73906,4233286,45.52,0,0,0,0,47.99,0,52.01
2021-03-15T00:00:00.000Z,20085,5116605,55.02,78222,4311508,46.36,0,0,0,0,48.61,0,51.39
2021-03-16T00:00:00.000Z,18691,5135296,55.22,71435,4382943,47.13,0,0,0,0,49.23,0,50.77
2021-03-17T00:00:00.000Z,17641,5152937,55.41,58970,4441913,47.77,0,0,0,0,49.72,0,50.28
2021-03-18T00:00:00.000Z,15993,5168930,55.58,58077,4499990,48.39,0,0,0,0,50.26,0,49.74
2021-03-19T00:00:00.000Z,6898,5175828,55.66,27939,4527929,48.69,0,0,0,0,50.56,0,49.44
2021-03-20T00:00:00.000Z,5193,5181021,55.71,15273,4543202,48.86,0,0,0,0,50.74,0,49.26
2021-03-21T00:00:00.000Z,13125,5194146,55.86,40465,4583667,49.29,0,0,0,0,51.27,0,48.73
2021-03-22T00:00:00.000Z,13512,5207658,56,40492,4624159,49.73,0,0,0,0,51.81,0,48.19
2021-03-23T00:00:00.000Z,2777,5210435,56.03,7254,4631413,49.8,0,0,0,0,52.24,0,47.76
2021-03-24T00:00:00.000Z,10952,5221387,56.15,46502,4677915,50.3,0,0,0,0,52.65,0,47.35
2021-03-25T00:00:00.000Z,10198,5231585,56.26,35389,4713304,50.68,0,0,0,0,53.04,0,46.96
2021-03-26T00:00:00.000Z,4130,5235715,56.3,13293,4726597,50.83,0,0,0,0,53.22,0,46.78
2021-03-27T00:00:00.000Z,1765,5237480,56.32,4243,4730840,50.87,0,0,0,0,53.31,0,46.69
2021-03-28T00:00:00.000Z,2084,5239564,56.34,4591,4735431,50.92,0,0,0,0,53.55,0,46.45
2021-03-29T00:00:00.000Z,6853,5246417,56.42,29977,4765408,51.24,0,0,0,0,53.81,0,46.19
2021-03-30T00:00:00.000Z,7822,5254239,56.5,22388,4787796,51.49,0,0,0,0,53.9,0,46.1
2021-03-31T00:00:00.000Z,8096,5262335,56.59,19423,4807219,51.69,0,0,0,0,54.2,0,45.8
2021-04-01T00:00:00.000Z,8123,5270458,56.68,18641,4825860,51.89,0,0,0,0,54.43,0,45.57
2021-04-02T00:00:00.000Z,2881,5273339,56.71,8084,4833944,51.98,0,0,0,0,54.52,0,45.48
2021-04-03T00:00:00.000Z,1404,5274743,56.72,2935,4836879,52.01,0,0,0,0,54.55,0,45.45
2021-04-04T00:00:00.000Z,9604,5284347,56.83,22797,4859676,52.26,0,0,0,0,54.64,0,45.36
2021-04-05T00:00:00.000Z,10304,5294651,56.94,21208,4880884,52.49,0,0,0,0,54.86,0,45.14
2021-04-06T00:00:00.000Z,8964,5303615,57.03,16725,4897609,52.67,0,0,0,0,55.03,0,44.97
2021-04-07T00:00:00.000Z,8866,5312481,57.13,15231,4912840,52.83,0,0,0,0,55.18,0,44.82
2021-04-08T00:00:00.000Z,9345,5321826,57.23,16940,4929780,53.01,0,0,0,0,55.34,0,44.66
2021-04-09T00:00:00.000Z,3539,5325365,57.27,6181,4935961,53.08,0,0,0,0,55.4,0,44.6
2021-04-10T00:00:00.000Z,1603,5326968,57.28,3492,4939453,53.12,0,0,0,0,55.43,0,44.57
2021-04-11T00:00:00.000Z,8996,5335964,57.38,14210,4953663,53.27,0,0,0,0,55.61,0,44.39
2021-04-12T00:00:00.000Z,8878,5344842,57.48,13183,4966846,53.41,0,0,0,0,55.77,0,44.23
2021-04-13T00:00:00.000Z,5781,5350623,57.54,4907,4971753,53.46,0,0,0,0,55.9,0,44.1
2021-04-14T00:00:00.000Z,3585,5354208,57.58,5252,4977005,53.52,0,0,0,0,56,0,44
2021-04-15T00:00:00.000Z,631,5354839,57.58,543,4977548,53.53,0,0,0,0,56.1,0,43.9
2021-04-16T00:00:00.000Z,3357,5358196,57.62,6604,4984152,53.6,0,0,0,0,56.15,0,43.85
2021-04-17T00:00:00.000Z,793,5358989,57.63,1952,4986104,53.62,0,0,0,0,56.17,0,43.83
2021-04-18T00:00:00.000Z,7061,5366050,57.7,7407,4993511,53.7,0,0,0,0,56.29,0,43.71
2021-04-19T00:00:00.000Z,6357,5372407,57.77,7073,5000584,53.77,0,0,0,0,56.4,0,43.6
2021-04-20T00:00:00.000Z,6217,5378624,57.84,6833,5007417,53.85,0,0,0,0,56.47,0,43.53
2021-04-21T00:00:00.000Z,6306,5384930,57.91,7049,5014466,53.92,0,0,0,0,56.54,0,43.46
2021-04-22T00:00:00.000Z,5892,5390822,57.97,7625,5022091,54.01,0,0,0,0,56.58,0,43.42
2021-04-23T00:00:00.000Z,2718,5393540,58,3339,5025430,54.04,0,0,0,0,56.63,0,43.37
2021-04-24T00:00:00.000Z,735,5394275,58.01,1262,5026692,54.05,0,0,0,0,56.64,0,43.36
2021-04-25T00:00:00.000Z,4798,5399073,58.06,6888,5033580,54.13,0,0,0,0,56.71,0,43.29
2021-04-26T00:00:00.000Z,5425,5404498,58.12,7841,5041421,54.21,0,0,0,0,56.79,0,43.21
2021-04-27T00:00:00.000Z,4460,5408958,58.17,6571,5047992,54.28,0,0,0,0,56.85,0,43.15
2021-04-28T00:00:00.000Z,4445,5413403,58.21,7266,5055258,54.36,0,0,0,0,56.92,0,43.08
2021-04-29T00:00:00.000Z,4322,5417725,58.26,7232,5062490,54.44,0,0,0,0,56.99,0,43.01
2021-04-30T00:00:00.000Z,1879,5419604,58.28,3143,5065633,54.47,0,0,0,0,57.02,0,42.98
2021-05-01T00:00:00.000Z,437,5420041,58.28,879,5066512,54.48,0,0,0,0,57.03,0,42.97
2021-05-02T00:00:00.000Z,3206,5423247,58.32,6056,5072568,54.55,0,0,0,0,57.08,0,42.92
2021-05-03T00:00:00.000Z,3504,5426751,58.36,5768,5078336,54.61,0,0,0,0,57.15,0,42.85
2021-05-04T00:00:00.000Z,3544,5430295,58.39,4683,5083019,54.66,0,0,0,0,57.2,0,42.8
2021-05-05T00:00:00.000Z,3236,5433531,58.43,4028,5087047,54.7,0,0,0,0,57.26,0,42.74
2021-05-06T00:00:00.000Z,3583,5437114,58.47,3081,5090128,54.74,0,0,0,0,57.32,0,42.68
2021-05-07T00:00:00.000Z,1781,5438895,58.49,2442,5092570,54.76,0,0,0,0,57.35,0,42.65
2021-05-08T00:00:00.000Z,219,5439114,58.49,482,5093052,54.77,0,0,0,0,57.35,0,42.65
2021-05-09T00:00:00.000Z,2825,5441939,58.52,4716,5097768,54.82,0,0,0,0,57.4,0,42.6
2021-05-10T00:00:00.000Z,2856,5444795,58.55,4660,5102428,54.87,0,0,0,0,57.45,0,42.55
2021-05-11T00:00:00.000Z,2564,5447359,58.58,3824,5106252,54.91,0,0,0,0,57.49,0,42.51
2021-05-12T00:00:00.000Z,1978,5449337,58.6,3268,5109520,54.95,0,0,0,0,57.53,0,42.47
2021-05-13T00:00:00.000Z,2000,5451337,58.62,3617,5113137,54.98,0,0,0,0,57.56,0,42.44
2021-05-14T00:00:00.000Z,925,5452262,58.63,1448,5114585,55,0,0,0,0,57.57,0,42.43
2021-05-15T00:00:00.000Z,222,5452484,58.63,225,5114810,55,0,0,0,0,57.58,0,42.42
2021-05-16T00:00:00.000Z,508,5452992,58.64,1187,5115997,55.01,0,0,0,0,57.6,0,42.4
2021-05-17T00:00:00.000Z,266,5453258,58.64,810,5116807,55.02,0,0,0,0,57.63,0,42.37
2021-05-18T00:00:00.000Z,1923,5455181,58.66,4903,5121710,55.08,0,0,0,0,57.66,0,42.34
2021-05-19T00:00:00.000Z,2175,5457356,58.69,4992,5126702,55.13,0,0,0,0,57.69,0,42.31
2021-05-20T00:00:00.000Z,2260,5459616,58.71,3830,5130532,55.17,0,0,0,0,57.72,0,42.28
2021-05-21T00:00:00.000Z,1140,5460756,58.72,1362,5131894,55.19,0,0,0,0,57.74,0,42.26
2021-05-22T00:00:00.000Z,194,5460950,58.72,368,5132262,55.19,0,0,0,0,57.74,0,42.26
2021-05-23T00:00:00.000Z,2255,5463205,58.75,3199,5135461,55.22,0,0,0,0,57.76,0,42.24
