coronaOccupancy,isolatedTeam,name,normalOccupancy
21.21212121212121,59,"רמב""ם",90.6185531616211
21.21212121212121,14,מאיר,71.85089874267578
20.77922077922078,6,שמיר (אסף הרופא),66.21773529052734
17.30769230769231,10,וולפסון,71.7423095703125
16.66666666666667,1,המרכזי בעמק,73.10344696044922
16.5,22,שיבא,99.11392211914062
16.417910447761187,20,הדסה עין כרם,116.7341461181641
14.28571428571429,3,מעייני הישועה,
11.5,95,סוראסקי,103.8428726196289
10,11,שערי צדק,99.14005279541016
5.454545454545454,18,לניאדו,1.392757654190064
3.5294117647058822,42,סורוקה,74.97827911376953
2.352941176470588,30,קפלן,94.04331970214844
1.724137931034483,19,בני ציון,78.98383331298828
1.666666666666667,8,זיו צפת,89.91354370117188
0.5235602094240838,5,השרון ק. גולדה,57.26140975952148
0,5,פוריה,73.80281829833984
0,34,הלל יפה,78.0582504272461
0,0,יוספטל,49.23077011108398
0,19,ברזילי,68.10631561279297
0,45,רבין ק. בילינסון,103.9520950317383
0,3,הסקוטי,129.6000061035156
0,0,"אסותא אשדוד בי""ח",
0,25,נהריה,86.44536590576172
0,4,שניידר,81.85653686523438
0,6,הכרמל,73.41513061523438
0,0,אל מקאסד,
0,3,המשפחה הקדושה,153.3333282470703
0,0,הסהר האדום,
0,6,הר הצופים,89.23611450195312
0,0,הצרפתי,69.40298461914062
0,1,אסותא רמת החייל,
0,3,אסותא באר שבע,
0,2,אסותא חיפה,
0,0,אלישע,
0,0,אסותא ראשון לציון,
