city,diff,percentOfCityPopulation,sickCount,status,testsCount
ירושלים,1.389543099387659,0.46227095843104926,4305,,110932
בני ברק,0.8042066192390969,1.62295947332251,3259,,46742
תל אביב - יפו,1.6829052258635961,0.2515287822983333,1148,,50417
בית שמש,0.6745362563237773,0.4706494489380824,597,,11013
אלעד,0.43010752688172044,0.9821653907630185,467,,7583
מודיעין עילית,0.8714596949891068,0.6015252497693937,463,,9144
אשדוד,6.779661016949152,0.1953860536004643,441,,18150
פתח תקווה,0.9259259259259258,0.177572872078295,436,,25332
בת ים,4.204204204204205,0.2671943819878646,347,,14744
ביתר עילית,1.791044776119403,0.5531404100700753,341,,5331
באר שבע,3.03030303030303,0.1724417755416701,340,,24505
ראשון לציון,0.9375,0.13303130148270179,323,,21863
אשקלון,0,0.20801455396743687,295,,14677
חולון,1.7605633802816898,0.1546777991864697,289,,18105
נתניה,1.048951048951049,0.1332429678603208,289,,16787
חיפה,3.076923076923077,0.0980159092987108,268,,23484
רמת גן,1.694915254237288,0.1631853785900783,240,,15888
טבריה,0,0.48954161103693816,220,,6280
רהט,5.853658536585367,0.3242823198888175,217,בסגר חלקי,5873
חורה,1.9047619047619049,1.207470518535237,214,,2677
ערערה-בנגב,4.945054945054945,1.054957194145264,191,בסגר חלקי,2933
אור יהודה,7.303370786516854,0.549434743836838,191,,4737
רעננה,1.2422360248447202,0.2167812637150723,163,,8813
רחובות,3.225806451612903,0.114904557402008,160,,12820
דייר אל-אסד,0,1.214864221057647,153,,4919
הרצליה,2.0408163265306123,0.1616971735334067,150,,8597
מודיעין-מכבים-רעות,0,0.1541430218883091,135,,7653
לוד,5.9322033898305095,0.16385062066615108,125,,6078
נתיבות,2.4793388429752072,0.322253696821643,124,,3444
צפת,0,0.330858842828148,119,,3518
רמלה,2.608695652173913,0.1558187748418704,118,,6448
קרית גת,6.796116504854369,0.1913376239345973,110,,4291
אום אל-פחם,0,0.192205018686599,108,,4178
כפר סבא,11.70212765957447,0.10716254005837811,105,,8779
מגדל העמק,0,0.3919157765311611,102,,2575
חדרה,2.409638554216868,0.08903879996647951,85,,12108
יהוד,0,0.28949545078577343,84,,2715
שדרות,0,0.2920085754417092,79,,4152
באקה אל-גרביה,1.428571428571429,0.24015694763902037,71,,2996
ראש העין,2.985074626865672,0.1161225176708179,69,,5409
עפולה,0,0.129080535029464,69,,4155
יבנה,6.349206349206349,0.1443561071251589,67,,3647
קרית מלאכי,0,0.27454515653171613,67,,1542
קרית אונו,0,0.176056338028169,66,,3633
אפרת,0,0.5612558098745943,64,,1606
כוכב יעקב,1.5873015873015868,0.716123978963858,64,,911
רכסים,1.666666666666667,0.4922530664945126,61,,1614
גבעת זאב,1.694915254237288,0.3155237694572991,60,,2249
אופקים,1.724137931034483,0.18533061096277678,59,,2963
מעלה אדומים,0,0.1573543139085211,59,,4808
גדרה,0,0.22887889495663347,57,,3683
אילת,1.785714285714286,0.100770808287957,57,,3285
גבעתיים,0,0.1013134565980389,56,,5024
גני תקווה,0,0.2809129671432154,56,,2252
הוד השרון,3.7735849056603774,0.09176148686976543,55,,4797
טייבה,1.886792452830189,0.12284453341826289,54,,2865
כרמיאל,0,0.1161215405457713,54,,3911
נהריה,4,0.08696524734923236,52,,6852
גבעת שמואל,0,0.20337360928340711,51,,2365
רמת השרון,0,0.1080747259533735,49,,3846
קרית יערים,2.222222222222222,0.7337693412027436,46,,991
ג'סר א-זרקא,0,0.30066145520144316,45,,2834
"כפר חב""ד",0,0.6546406750072737,45,,1048
אזור,2.439024390243903,0.3510238194734643,42,,1272
שוהם,2.439024390243903,0.209643605870021,42,,1890
ג'ת,0,0.3359003768638375,41,,1495
זכרון יעקב,2.564102564102564,0.1795573910311083,40,,1479
באר יעקב,2.564102564102564,0.15472690700912892,40,,2158
בענה,0,0.46246887228744216,39,,2083
דימונה,5.555555555555555,0.1063770225631264,38,,2880
נוף הגליל,0,0.07919447901346306,35,,3755
קרית אתא,0,0.05894693042528477,34,,4552
עכו,0,0.06639457907789646,34,,4087
אבן יהודה,0,0.2554470323065365,34,,1359
דבוריה,0,0.3129148492319363,33,,1783
פרדס חנה-כרכור,0,0.07703232950578946,32,,5096
נס ציונה,0,0.06982173637930658,32,,3141
גן יבנה,3.448275862068966,0.1332326686503531,30,,1539
קרית ים,0,0.0738157660294754,29,,3060
מבשרת ציון,13.04347826086957,0.1123255713483389,26,,2713
ערד,4,0.09642128685332839,26,,1576
מצפה רמון,0,0.519065681772809,26,,414
קרית מוצקין,13.04347826086957,0.05914736794212658,26,,4474
כפר קרע,8.333333333333332,0.13577023498694518,26,,1415
נצרת,8.695652173913043,0.03183537291955838,25,,2520
להבים,13.63636363636364,0.40096230954290296,25,,1396
טמרה,0,0.0669928929278807,23,,1871
מזכרת בתיה,4.761904761904763,0.1461891155558509,22,,1659
מיתר,0,0.2197143713172875,22,,1491
מעלה עירון,0,0.139174232884883,21,,958
קדימה-צורן,5,0.09977669026464579,21,,1256
יבנאל,0,0.48169556840077066,20,,377
מג'ד אל-כרום,0,0.1296596434359805,20,,2110
ערערה,0,0.1000200040008002,20,,1689
כפר קאסם,5.263157894736842,0.08307717869901138,20,,1645
עלי,0,0.4873294346978557,20,,363
יקנעם עילית,0,0.08637070305752288,20,,1470
לקיה,0,0.12380269759562129,19,,893
אריאל,11.76470588235294,0.1038364848617335,19,,1476
עומר,0,0.2394454946439824,19,,1215
קרית ביאליק,0,0.0457375174691907,18,,2770
טירת כרמל,0,0.07796595486637502,18,,1275
שפרעם,12.5,0.04361521686455052,18,,2363
סח'נין,0,0.05193059628543499,17,,1874
קרית שמונה,0,0.07696138349404681,17,,1249
חריש,0,0.1111574267055718,16,,963
כפר יונה,0,0.06982325987344534,16,,1413
כפר כנא,0,0.07021855525322566,16,,1425
מרכז שפירא,0,0.7201152184349496,15,,250
פוריידיס,0,0.11283285692793739,15,,885
כסיפה,15.38461538461539,0.0847314014573801,15,,759
הר אדר,0,0.3718393653941497,15,,674
קלנסווה,7.142857142857142,0.06497162905531251,15,,1523
תל מונד,0,0.1170046801872075,15,,1527
בית אריה,0,0.2932551319648094,15,,464
פקיעין (בוקייעה),0,0.2540220152413209,15,,738
עמנואל,0,0.3570578433706261,15,,251
מעלות-תרשיחא,0,0.06638049298579458,15,,1628
בת חפר,0,0.01961938395134393, קטן מ-15 ,,372
בסמת טבעון,0,0.02527167045741723, קטן מ-15 ,,275
"בני עי""ש",0,0.08852168781351431, קטן מ-15 ,,938
