section,female,male,period,order_period
0-9,"{'amount': 52, 'percentage': 0.4}","{'amount': 75, 'percentage': 0.6}",שנה,2
0-9,"{'amount': 28, 'percentage': 0.5}","{'amount': 40, 'percentage': 0.8}",3 חודשים,4
0-9,"{'amount': 22, 'percentage': 0.5}","{'amount': 29, 'percentage': 0.7}",חודש אחרון,5
0-9,"{'amount': 39, 'percentage': 0.4}","{'amount': 59, 'percentage': 0.7}",6 חודשים,3
0-9,"{'amount': 62, 'percentage': 0.2}","{'amount': 98, 'percentage': 0.4}",מתחילת קורונה,1
10-19,"{'amount': 14, 'percentage': 0.3}","{'amount': 22, 'percentage': 0.4}",3 חודשים,4
10-19,"{'amount': 25, 'percentage': 0.3}","{'amount': 32, 'percentage': 0.4}",6 חודשים,3
10-19,"{'amount': 62, 'percentage': 0.2}","{'amount': 69, 'percentage': 0.3}",מתחילת קורונה,1
10-19,"{'amount': 39, 'percentage': 0.3}","{'amount': 43, 'percentage': 0.3}",שנה,2
10-19,"{'amount': 8, 'percentage': 0.2}","{'amount': 15, 'percentage': 0.4}",חודש אחרון,5
20-29,"{'amount': 78, 'percentage': 0.9}","{'amount': 70, 'percentage': 0.8}",6 חודשים,3
20-29,"{'amount': 23, 'percentage': 0.4}","{'amount': 30, 'percentage': 0.6}",3 חודשים,4
20-29,"{'amount': 15, 'percentage': 0.4}","{'amount': 19, 'percentage': 0.5}",חודש אחרון,5
20-29,"{'amount': 248, 'percentage': 0.9}","{'amount': 208, 'percentage': 0.8}",מתחילת קורונה,1
20-29,"{'amount': 130, 'percentage': 1}","{'amount': 130, 'percentage': 1}",שנה,2
30-39,"{'amount': 38, 'percentage': 0.9}","{'amount': 34, 'percentage': 0.8}",חודש אחרון,5
30-39,"{'amount': 55, 'percentage': 1}","{'amount': 45, 'percentage': 0.9}",3 חודשים,4
30-39,"{'amount': 298, 'percentage': 2.3}","{'amount': 286, 'percentage': 2.2}",שנה,2
30-39,"{'amount': 171, 'percentage': 1.9}","{'amount': 169, 'percentage': 1.9}",6 חודשים,3
30-39,"{'amount': 547, 'percentage': 2}","{'amount': 567, 'percentage': 2.1}",מתחילת קורונה,1
40-49,"{'amount': 892, 'percentage': 3.3}","{'amount': 1298, 'percentage': 4.7}",מתחילת קורונה,1
40-49,"{'amount': 72, 'percentage': 1.4}","{'amount': 116, 'percentage': 2.2}",3 חודשים,4
40-49,"{'amount': 263, 'percentage': 3}","{'amount': 356, 'percentage': 4}",6 חודשים,3
40-49,"{'amount': 454, 'percentage': 3.5}","{'amount': 613, 'percentage': 4.7}",שנה,2
40-49,"{'amount': 47, 'percentage': 1.2}","{'amount': 79, 'percentage': 1.9}",חודש אחרון,5
50-59,"{'amount': 402, 'percentage': 4.6}","{'amount': 559, 'percentage': 6.3}",6 חודשים,3
50-59,"{'amount': 176, 'percentage': 3.3}","{'amount': 252, 'percentage': 4.8}",3 חודשים,4
50-59,"{'amount': 134, 'percentage': 3.3}","{'amount': 193, 'percentage': 4.7}",חודש אחרון,5
50-59,"{'amount': 1493, 'percentage': 5.5}","{'amount': 2151, 'percentage': 7.9}",מתחילת קורונה,1
50-59,"{'amount': 699, 'percentage': 5.3}","{'amount': 912, 'percentage': 6.9}",שנה,2
60-69,"{'amount': 2108, 'percentage': 7.7}","{'amount': 3120, 'percentage': 11.4}",מתחילת קורונה,1
60-69,"{'amount': 343, 'percentage': 6.5}","{'amount': 473, 'percentage': 8.9}",3 חודשים,4
60-69,"{'amount': 649, 'percentage': 7.4}","{'amount': 849, 'percentage': 9.6}",6 חודשים,3
60-69,"{'amount': 1010, 'percentage': 7.7}","{'amount': 1294, 'percentage': 9.8}",שנה,2
60-69,"{'amount': 270, 'percentage': 6.6}","{'amount': 347, 'percentage': 8.5}",חודש אחרון,5
70-79,"{'amount': 1289, 'percentage': 9.8}","{'amount': 1571, 'percentage': 11.9}",שנה,2
70-79,"{'amount': 886, 'percentage': 10.1}","{'amount': 1079, 'percentage': 12.2}",6 חודשים,3
70-79,"{'amount': 552, 'percentage': 10.4}","{'amount': 737, 'percentage': 13.9}",3 חודשים,4
70-79,"{'amount': 431, 'percentage': 10.5}","{'amount': 589, 'percentage': 14.4}",חודש אחרון,5
70-79,"{'amount': 2595, 'percentage': 9.5}","{'amount': 3565, 'percentage': 13}",מתחילת קורונה,1
80-89,"{'amount': 2975, 'percentage': 10.9}","{'amount': 2905, 'percentage': 10.6}",מתחילת קורונה,1
80-89,"{'amount': 617, 'percentage': 15.1}","{'amount': 628, 'percentage': 15.4}",חודש אחרון,5
80-89,"{'amount': 808, 'percentage': 15.3}","{'amount': 781, 'percentage': 14.8}",3 חודשים,4
80-89,"{'amount': 1111, 'percentage': 12.6}","{'amount': 1062, 'percentage': 12.1}",6 חודשים,3
80-89,"{'amount': 1558, 'percentage': 11.8}","{'amount': 1468, 'percentage': 11.2}",שנה,2
90+,"{'amount': 1454, 'percentage': 5.3}","{'amount': 971, 'percentage': 3.5}",מתחילת קורונה,1
90+,"{'amount': 322, 'percentage': 7.9}","{'amount': 249, 'percentage': 6.1}",חודש אחרון,5
90+,"{'amount': 417, 'percentage': 7.9}","{'amount': 305, 'percentage': 5.8}",3 חודשים,4
90+,"{'amount': 570, 'percentage': 6.5}","{'amount': 380, 'percentage': 4.3}",6 חודשים,3
90+,"{'amount': 748, 'percentage': 5.7}","{'amount': 488, 'percentage': 3.7}",שנה,2
