section,female,male,period,order_period
0-9,"{'amount': 4, 'percentage': 0}","{'amount': 7, 'percentage': 0.1}",מתחילת קורונה,1
0-9,"{'amount': 1, 'percentage': 0.1}","{'amount': 4, 'percentage': 0.2}",3 חודשים,4
0-9,"{'amount': 1, 'percentage': 0}","{'amount': 5, 'percentage': 0.2}",6 חודשים,3
0-9,"{'amount': 3, 'percentage': 0.1}","{'amount': 5, 'percentage': 0.1}",שנה,2
0-9,"{'amount': 1, 'percentage': 0.1}","{'amount': 2, 'percentage': 0.1}",חודש אחרון,5
10-19,"{'amount': 6, 'percentage': 0.1}","{'amount': 4, 'percentage': 0}",מתחילת קורונה,1
10-19,"{'amount': 1, 'percentage': 0.1}","{'amount': 1, 'percentage': 0.1}",חודש אחרון,5
10-19,"{'amount': 1, 'percentage': 0.1}","{'amount': 1, 'percentage': 0.1}",3 חודשים,4
10-19,"{'amount': 2, 'percentage': 0.1}","{'amount': 2, 'percentage': 0.1}",6 חודשים,3
10-19,"{'amount': 3, 'percentage': 0.1}","{'amount': 2, 'percentage': 0}",שנה,2
20-29,"{'amount': 10, 'percentage': 0.2}","{'amount': 13, 'percentage': 0.3}",שנה,2
20-29,"{'amount': 6, 'percentage': 0.2}","{'amount': 6, 'percentage': 0.2}",6 חודשים,3
20-29,"{'amount': 4, 'percentage': 0.2}","{'amount': 3, 'percentage': 0.2}",3 חודשים,4
20-29,"{'amount': 4, 'percentage': 0.3}","{'amount': 2, 'percentage': 0.1}",חודש אחרון,5
20-29,"{'amount': 20, 'percentage': 0.2}","{'amount': 25, 'percentage': 0.2}",מתחילת קורונה,1
30-39,"{'amount': 35, 'percentage': 0.3}","{'amount': 50, 'percentage': 0.5}",מתחילת קורונה,1
30-39,"{'amount': 4, 'percentage': 0.2}","{'amount': 8, 'percentage': 0.4}",3 חודשים,4
30-39,"{'amount': 13, 'percentage': 0.4}","{'amount': 17, 'percentage': 0.6}",6 חודשים,3
30-39,"{'amount': 18, 'percentage': 0.4}","{'amount': 31, 'percentage': 0.7}",שנה,2
30-39,"{'amount': 4, 'percentage': 0.3}","{'amount': 5, 'percentage': 0.3}",חודש אחרון,5
40-49,"{'amount': 39, 'percentage': 0.9}","{'amount': 66, 'percentage': 1.5}",שנה,2
40-49,"{'amount': 19, 'percentage': 0.6}","{'amount': 44, 'percentage': 1.4}",6 חודשים,3
40-49,"{'amount': 6, 'percentage': 0.4}","{'amount': 9, 'percentage': 0.6}",חודש אחרון,5
40-49,"{'amount': 74, 'percentage': 0.7}","{'amount': 114, 'percentage': 1.1}",מתחילת קורונה,1
40-49,"{'amount': 10, 'percentage': 0.5}","{'amount': 15, 'percentage': 0.8}",3 חודשים,4
50-59,"{'amount': 99, 'percentage': 2.2}","{'amount': 162, 'percentage': 3.6}",שנה,2
50-59,"{'amount': 58, 'percentage': 1.9}","{'amount': 101, 'percentage': 3.3}",6 חודשים,3
50-59,"{'amount': 31, 'percentage': 1.7}","{'amount': 44, 'percentage': 2.4}",3 חודשים,4
50-59,"{'amount': 21, 'percentage': 1.4}","{'amount': 31, 'percentage': 2.1}",חודש אחרון,5
50-59,"{'amount': 189, 'percentage': 1.9}","{'amount': 360, 'percentage': 3.6}",מתחילת קורונה,1
60-69,"{'amount': 269, 'percentage': 6.1}","{'amount': 382, 'percentage': 8.6}",שנה,2
60-69,"{'amount': 180, 'percentage': 5.9}","{'amount': 249, 'percentage': 8.1}",6 חודשים,3
60-69,"{'amount': 51, 'percentage': 3.4}","{'amount': 90, 'percentage': 6}",חודש אחרון,5
60-69,"{'amount': 514, 'percentage': 5.1}","{'amount': 934, 'percentage': 9.3}",מתחילת קורונה,1
60-69,"{'amount': 69, 'percentage': 3.7}","{'amount': 116, 'percentage': 6.3}",3 חודשים,4
70-79,"{'amount': 173, 'percentage': 9.4}","{'amount': 239, 'percentage': 13}",3 חודשים,4
70-79,"{'amount': 958, 'percentage': 9.5}","{'amount': 1528, 'percentage': 15.2}",מתחילת קורונה,1
70-79,"{'amount': 136, 'percentage': 9}","{'amount': 200, 'percentage': 13.3}",חודש אחרון,5
70-79,"{'amount': 315, 'percentage': 10.3}","{'amount': 408, 'percentage': 13.3}",6 חודשים,3
70-79,"{'amount': 471, 'percentage': 10.6}","{'amount': 612, 'percentage': 13.8}",שנה,2
80-89,"{'amount': 737, 'percentage': 16.6}","{'amount': 753, 'percentage': 17}",שנה,2
80-89,"{'amount': 349, 'percentage': 18.9}","{'amount': 355, 'percentage': 19.3}",3 חודשים,4
80-89,"{'amount': 513, 'percentage': 16.7}","{'amount': 541, 'percentage': 17.7}",6 חודשים,3
80-89,"{'amount': 287, 'percentage': 19.1}","{'amount': 309, 'percentage': 20.5}",חודש אחרון,5
80-89,"{'amount': 1614, 'percentage': 16.1}","{'amount': 1760, 'percentage': 17.5}",מתחילת קורונה,1
90+,"{'amount': 334, 'percentage': 10.9}","{'amount': 251, 'percentage': 8.2}",6 חודשים,3
90+,"{'amount': 1054, 'percentage': 10.5}","{'amount': 782, 'percentage': 7.8}",מתחילת קורונה,1
90+,"{'amount': 182, 'percentage': 12.1}","{'amount': 164, 'percentage': 10.9}",חודש אחרון,5
90+,"{'amount': 226, 'percentage': 12.3}","{'amount': 191, 'percentage': 10.4}",3 חודשים,4
90+,"{'amount': 437, 'percentage': 9.8}","{'amount': 329, 'percentage': 7.4}",שנה,2
