section,male,female,period,order_period
0-9,"{'amount': 249449, 'percentage': 11.2}","{'amount': 179132, 'percentage': 8.1}",3 חודשים,4
0-9,"{'amount': 150456, 'percentage': 12.7}","{'amount': 101677, 'percentage': 8.6}",חודש אחרון,5
0-9,"{'amount': 391712, 'percentage': 11}","{'amount': 299237, 'percentage': 8.4}",מתחילת קורונה,1
0-9,"{'amount': 333476, 'percentage': 11.9}","{'amount': 251522, 'percentage': 9}",שנה,2
0-9,"{'amount': 299773, 'percentage': 11.9}","{'amount': 223202, 'percentage': 8.8}",6 חודשים,3
10-19,"{'amount': 308683, 'percentage': 11}","{'amount': 286453, 'percentage': 10.2}",שנה,2
10-19,"{'amount': 128919, 'percentage': 10.9}","{'amount': 108522, 'percentage': 9.2}",חודש אחרון,5
10-19,"{'amount': 245444, 'percentage': 11}","{'amount': 224811, 'percentage': 10.1}",3 חודשים,4
10-19,"{'amount': 280444, 'percentage': 11.1}","{'amount': 260323, 'percentage': 10.3}",6 חודשים,3
10-19,"{'amount': 396630, 'percentage': 11.2}","{'amount': 361120, 'percentage': 10.2}",מתחילת קורונה,1
20-29,"{'amount': 137419, 'percentage': 5.4}","{'amount': 206369, 'percentage': 8.2}",6 חודשים,3
20-29,"{'amount': 221248, 'percentage': 6.2}","{'amount': 303902, 'percentage': 8.6}",מתחילת קורונה,1
20-29,"{'amount': 56513, 'percentage': 4.8}","{'amount': 88040, 'percentage': 7.4}",חודש אחרון,5
20-29,"{'amount': 120269, 'percentage': 5.4}","{'amount': 182908, 'percentage': 8.2}",3 חודשים,4
20-29,"{'amount': 155136, 'percentage': 5.5}","{'amount': 228864, 'percentage': 8.2}",שנה,2
30-39,"{'amount': 208530, 'percentage': 5.9}","{'amount': 298641, 'percentage': 8.4}",מתחילת קורונה,1
30-39,"{'amount': 143334, 'percentage': 5.7}","{'amount': 221589, 'percentage': 8.8}",6 חודשים,3
30-39,"{'amount': 67336, 'percentage': 5.7}","{'amount': 106158, 'percentage': 9}",חודש אחרון,5
30-39,"{'amount': 159987, 'percentage': 5.7}","{'amount': 243317, 'percentage': 8.7}",שנה,2
30-39,"{'amount': 126476, 'percentage': 5.7}","{'amount': 196050, 'percentage': 8.8}",3 חודשים,4
40-49,"{'amount': 186257, 'percentage': 5.2}","{'amount': 259302, 'percentage': 7.3}",מתחילת קורונה,1
40-49,"{'amount': 63511, 'percentage': 5.4}","{'amount': 95189, 'percentage': 8}",חודש אחרון,5
40-49,"{'amount': 118236, 'percentage': 5.3}","{'amount': 175929, 'percentage': 7.9}",3 חודשים,4
40-49,"{'amount': 145226, 'percentage': 5.2}","{'amount': 210142, 'percentage': 7.5}",שנה,2
40-49,"{'amount': 130951, 'percentage': 5.2}","{'amount': 192538, 'percentage': 7.6}",6 חודשים,3
50-59,"{'amount': 82853, 'percentage': 3.3}","{'amount': 119252, 'percentage': 4.7}",6 חודשים,3
50-59,"{'amount': 123110, 'percentage': 3.5}","{'amount': 166247, 'percentage': 4.7}",מתחילת קורונה,1
50-59,"{'amount': 40971, 'percentage': 3.5}","{'amount': 61618, 'percentage': 5.2}",חודש אחרון,5
50-59,"{'amount': 76995, 'percentage': 3.5}","{'amount': 111375, 'percentage': 5}",3 חודשים,4
50-59,"{'amount': 92028, 'percentage': 3.3}","{'amount': 130612, 'percentage': 4.7}",שנה,2
60-69,"{'amount': 55002, 'percentage': 2.2}","{'amount': 75702, 'percentage': 3}",6 חודשים,3
60-69,"{'amount': 61300, 'percentage': 2.2}","{'amount': 83132, 'percentage': 3}",שנה,2
60-69,"{'amount': 82668, 'percentage': 2.3}","{'amount': 105051, 'percentage': 3}",מתחילת קורונה,1
60-69,"{'amount': 26217, 'percentage': 2.2}","{'amount': 38819, 'percentage': 3.3}",חודש אחרון,5
60-69,"{'amount': 51753, 'percentage': 2.3}","{'amount': 71371, 'percentage': 3.2}",3 חודשים,4
70-79,"{'amount': 28074, 'percentage': 1.3}","{'amount': 34366, 'percentage': 1.5}",3 חודשים,4
70-79,"{'amount': 14113, 'percentage': 1.2}","{'amount': 18421, 'percentage': 1.6}",חודש אחרון,5
70-79,"{'amount': 43900, 'percentage': 1.2}","{'amount': 51597, 'percentage': 1.5}",מתחילת קורונה,1
70-79,"{'amount': 33233, 'percentage': 1.2}","{'amount': 40553, 'percentage': 1.4}",שנה,2
70-79,"{'amount': 29657, 'percentage': 1.2}","{'amount': 36417, 'percentage': 1.4}",6 חודשים,3
80-89,"{'amount': 10827, 'percentage': 0.4}","{'amount': 15449, 'percentage': 0.6}",6 חודשים,3
80-89,"{'amount': 12435, 'percentage': 0.4}","{'amount': 17532, 'percentage': 0.6}",שנה,2
80-89,"{'amount': 5365, 'percentage': 0.5}","{'amount': 8112, 'percentage': 0.7}",חודש אחרון,5
80-89,"{'amount': 10053, 'percentage': 0.5}","{'amount': 14357, 'percentage': 0.6}",3 חודשים,4
80-89,"{'amount': 17225, 'percentage': 0.5}","{'amount': 24178, 'percentage': 0.7}",מתחילת קורונה,1
90+,"{'amount': 1266, 'percentage': 0.1}","{'amount': 2354, 'percentage': 0.2}",חודש אחרון,5
90+,"{'amount': 2439, 'percentage': 0.1}","{'amount': 4572, 'percentage': 0.2}",6 חודשים,3
90+,"{'amount': 2799, 'percentage': 0.1}","{'amount': 5230, 'percentage': 0.2}",שנה,2
90+,"{'amount': 4022, 'percentage': 0.1}","{'amount': 7824, 'percentage': 0.2}",מתחילת קורונה,1
90+,"{'amount': 2263, 'percentage': 0.1}","{'amount': 4245, 'percentage': 0.2}",3 חודשים,4
