coronaOccupancy,isolatedTeam,name,normalOccupancy
131.81818181818178,54,נהריה,79.80636596679688
126.6666666666667,99,לניאדו,80.77994537353516
107.69230769230771,26,שערי צדק,98.40294647216797
98.11320754716981,116,הדסה עין כרם,115.5195693969727
85.18518518518519,0,סנט ג'וזף,
83.33333333333334,63,"רמב""ם",88.0412368774414
83.33333333333334,16,בני ציון,85.91223907470703
80,35,שיבא,98.67088317871094
77.77777777777779,11,אסותא אשדוד,
75,20,הסקוטי,120.5673751831055
74.50980392156863,19,שמיר (אסף הרופא),63.41189575195313
74.07407407407408,6,מעייני הישועה,93.61022186279297
66.66666666666666,26,המרכזי בעמק,72.75862121582031
63.888888888888886,14,הכרמל,65.03067779541016
61.66666666666667,10,הלל יפה,84.66019439697266
56.666666666666664,25,פוריה,65.91548919677734
53.84615384615385,26,זיו צפת,74.3515853881836
52.22222222222223,27,סוראסקי,106.2339859008789
51.470588235294116,39,וולפסון,65.73938751220703
50,94,רבין ק. בילינסון,95.6886215209961
46.25,24,קפלן,90.2527084350586
37.80487804878049,49,מאיר,79.69151306152344
37.5,20,שניידר,85.65400695800781
34.14634146341464,19,השרון ק. גולדה,57.26140975952148
33.33333333333333,25,ברזילי,75.33333587646484
29.48717948717949,41,סורוקה,73.06690216064453
