actualSick,city,patientDiffPopulationForTenThousands,sickCount,status,testLast7Days,verifiedLast7Days
3662,ירושלים,39,16030,"נדרשים הסברה, בדיקות ואכיפת בידוד",14345,1438
1180,בני ברק,59,9000,"נדרשים הסברה, בדיקות ואכיפת בידוד",2798,458
1037,מודיעין עילית,135,3053,"נדרשים הסברה, בדיקות ואכיפת בידוד",1992,531
231,רהט,35,769,"נדרשים הסברה, בדיקות ואכיפת בידוד",824,125
174,עילוט,207,187,"נדרשים הסברה, בדיקות ואכיפת בידוד",358,108
172,כפר קאסם,71,442,"נדרשים הסברה, בדיקות ואכיפת בידוד",541,107
83,מעלה עירון,55,135,"נדרשים הסברה, בדיקות ואכיפת בידוד",294,48
78,עין נקובא,223,102,"נדרשים הסברה, בדיקות ואכיפת בידוד",276,44
57,מג'ד אל-כרום,37,106,"נדרשים הסברה, בדיקות ואכיפת בידוד",430,44
37,אבו גוש,46,62,"נדרשים הסברה, בדיקות ואכיפת בידוד",253,29
37,כפר ברא,98,66,"נדרשים הסברה, בדיקות ואכיפת בידוד",102,27
 קטן מ-15 ,מוקייבלה,26,17,"נדרשים הסברה, בדיקות ואכיפת בידוד",44,6-10
 קטן מ-15 ,שייח' דנון,34, קטן מ-15 ,"נדרשים הסברה, בדיקות ואכיפת בידוד",78,6-10
 קטן מ-15 ,מסעדה,32,17,"נדרשים הסברה, בדיקות ואכיפת בידוד",74,6-10
 קטן מ-15 ,לפיד,61,19,"נדרשים הסברה, בדיקות ואכיפת בידוד",31,6-10
953,תל אביב - יפו,21,4429,נדרשת הגדלה של מספר הבדיקות,5569,232
636,אשדוד,28,3153,נדרשת הגדלה של מספר הבדיקות,3021,261
382,בית שמש,30,2594,נדרשת הגדלה של מספר הבדיקות,1113,140
233,ביתר עילית,38,2176,נדרשת הגדלה של מספר הבדיקות,435,75
222,אלעד,47,1668,נדרשת הגדלה של מספר הבדיקות,548,105
193,נתיבות,50,607,נדרשת הגדלה של מספר הבדיקות,556,85
170,אום אל-פחם,30,504,נדרשת הגדלה של מספר הבדיקות,644,86
159,טירה,60,336,נדרשת הגדלה של מספר הבדיקות,580,96
139,סח'נין,42,205,נדרשת הגדלה של מספר הבדיקות,1007,86
78,כפר מנדא,38,183,נדרשת הגדלה של מספר הבדיקות,167,28
70,ג'דיידה-מכר,34,104,נדרשת הגדלה של מספר הבדיקות,460,46
67,רכסים,54,315,נדרשת הגדלה של מספר הבדיקות,170,24
52,באר יעקב,20,203,נדרשת הגדלה של מספר הבדיקות,317,33
50,בית ג'ן,42,77,נדרשת הגדלה של מספר הבדיקות,254,31
49,ג'ת,40,184,נדרשת הגדלה של מספר הבדיקות,248,30
48,נחף,36,122,נדרשת הגדלה של מספר הבדיקות,150,24
38,חריש,26,103,נדרשת הגדלה של מספר הבדיקות,186,24
36,ג'לג'וליה,35,134,נדרשת הגדלה של מספר הבדיקות,142,19
29,שעב,40,43,נדרשת הגדלה של מספר הבדיקות,150,17
29,יאנוח-ג'ת,44,34,נדרשת הגדלה של מספר הבדיקות,396,23
26,כוכב יעקב,29,153,נדרשת הגדלה של מספר הבדיקות,83,11-14
26,עמנואל,62,82,נדרשת הגדלה של מספר הבדיקות,39,11-14
23,עין קנייא,97,24,נדרשת הגדלה של מספר הבדיקות,364,21
22,זכרון יעקב,10,110,נדרשת הגדלה של מספר הבדיקות,190,18
20,בענה,24,69,נדרשת הגדלה של מספר הבדיקות,142,11-14
18,דאלית אל-כרמל,10,30,נדרשת הגדלה של מספר הבדיקות,119,11-14
17,מג'דל שמס,15,22,נדרשת הגדלה של מספר הבדיקות,191,11-14
16,עיילבון,28,24,נדרשת הגדלה של מספר הבדיקות,187,11-14
15,"כפר חב""ד",22,151,נדרשת הגדלה של מספר הבדיקות,64,6-10
462,נתניה,21,1640,"נדרשת הידברות, הסברה ואכיפה",3651,215
417,פתח תקווה,17,2292,"נדרשת הידברות, הסברה ואכיפה",3864,136
398,באר שבע,20,1570,"נדרשת הידברות, הסברה ואכיפה",3075,108
330,חולון,18,1628,"נדרשת הידברות, הסברה ואכיפה",2151,86
315,חיפה,12,1403,"נדרשת הידברות, הסברה ואכיפה",4291,124
310,ראשון לציון,13,1532,"נדרשת הידברות, הסברה ואכיפה",2924,107
290,אשקלון,20,1243,"נדרשת הידברות, הסברה ואכיפה",2291,63
283,רחובות,20,1166,"נדרשת הידברות, הסברה ואכיפה",1684,84
281,ירכא,180,368,"נדרשת הידברות, הסברה ואכיפה",1476,107
254,רמת גן,17,1124,"נדרשת הידברות, הסברה ואכיפה",2022,73
245,טייבה,56,784,"נדרשת הידברות, הסברה ואכיפה",1060,116
240,נצרת,31,526,"נדרשת הידברות, הסברה ואכיפה",654,42
229,רמלה,30,1040,"נדרשת הידברות, הסברה ואכיפה",1226,70
208,בת ים,16,1265,"נדרשת הידברות, הסברה ואכיפה",1634,51
204,חדרה,21,612,"נדרשת הידברות, הסברה ואכיפה",2343,90
190,ראש העין,32,595,"נדרשת הידברות, הסברה ואכיפה",1099,81
181,לוד,24,1201,"נדרשת הידברות, הסברה ואכיפה",1105,63
173,קרית גת,30,790,"נדרשת הידברות, הסברה ואכיפה",755,46
155,טבריה,34,739,"נדרשת הידברות, הסברה ואכיפה",836,65
153,קלנסווה,66,812,"נדרשת הידברות, הסברה ואכיפה",759,74
145,רעננה,19,638,"נדרשת הידברות, הסברה ואכיפה",1310,47
145,מודיעין-מכבים-רעות,17,644,"נדרשת הידברות, הסברה ואכיפה",1178,51
129,נהריה,22,403,"נדרשת הידברות, הסברה ואכיפה",1251,41
123,הרצליה,13,627,"נדרשת הידברות, הסברה ואכיפה",1286,44
117,צפת,33,352,"נדרשת הידברות, הסברה ואכיפה",344,38
117,אור יהודה,34,658,"נדרשת הידברות, הסברה ואכיפה",704,59
111,קרית מלאכי,45,594,"נדרשת הידברות, הסברה ואכיפה",343,43
110,כפר סבא,11,476,"נדרשת הידברות, הסברה ואכיפה",1443,52
109,עכו,21,232,"נדרשת הידברות, הסברה ואכיפה",843,50
106,קרית אתא,18,388,"נדרשת הידברות, הסברה ואכיפה",778,32
98,מעלה אדומים,26,317,"נדרשת הידברות, הסברה ואכיפה",544,37
97,באקה אל-גרביה,33,475,"נדרשת הידברות, הסברה ואכיפה",466,35
