name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,93.417724609375,53
יוספטל,,53.84615325927734,0
שמיר,,60.71829223632813,30
וולפסון,,65.73938751220703,19
זיו צפת,,72.04611206054688,58
הלל יפה,,83.30097198486328,20
נהריה,,74.27385711669922,52
ברזילי,,77.33333587646484,42
פוריה,,58.87323760986328,25
סוראסקי,,96.2425308227539,62
בני ציון,,78.06004333496094,53
רבין ק. בילינסון,,84.79042053222656,73
סורוקה,,68.46220397949219,81
מאיר,,80.84832763671875,48
קפלן,,93.8628158569336,17
"רמב""ם",,90.9278335571289,122
הכרמל,,68.71165466308594,81
השרון ק. גולדה,,56.84647369384766,19
הדסה עין כרם,,103.9682540893555,133
הסקוטי,,90.2255630493164,14
המשפחה הקדושה,,,0
סנט ג'וזף,,,6
שערי צדק,,,100
אל מקאסד,,,0
לניאדו,,84.40111541748047,15
אוגוסטה ויקטוריה,,,9
מעייני הישועה,,87.02531433105469,15
אסותא אשדוד,,,18
שניידר,,,0
סנט וינסנט,,50,8
המרכזי בעמק,,75.51724243164062,87
