period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,7452,689,9.25
3_Month,0-9,36802,9627,26.16
6_Month,0-9,214820,54199,25.23
1_Year,0-9,1275630,545051,42.73
All,0-9,1712735,766406,44.75
1_Month,10-19,11076,1242,11.21
3_Month,10-19,42493,9074,21.35
6_Month,10-19,226678,53135,23.44
1_Year,10-19,1196864,580268,48.48
All,10-19,1629979,807826,49.56
1_Month,20-29,15872,1803,11.36
3_Month,20-29,60532,13876,22.92
6_Month,20-29,303994,64990,21.38
1_Year,20-29,1071515,425835,39.74
All,20-29,1472774,603354,40.97
1_Month,30-39,15369,2265,14.74
3_Month,30-39,62639,17023,27.18
6_Month,30-39,302599,81672,26.99
1_Year,30-39,1037273,469653,45.28
All,30-39,1372099,611800,44.59
1_Month,40-49,16452,2539,15.43
3_Month,40-49,61789,17459,28.26
6_Month,40-49,289989,83081,28.65
1_Year,40-49,943401,439299,46.57
All,40-49,1218997,555674,45.58
1_Month,50-59,16953,2945,17.37
3_Month,50-59,60003,17690,29.48
6_Month,50-59,263354,78858,29.94
1_Year,50-59,742827,316133,42.56
All,50-59,954448,396068,41.5
1_Month,60-69,19412,3958,20.39
3_Month,60-69,67416,21063,31.24
6_Month,60-69,255059,86350,33.85
1_Year,60-69,623459,248901,39.92
All,60-69,787991,301335,38.24
1_Month,70-79,21019,4620,21.98
3_Month,70-79,66186,21152,31.96
6_Month,70-79,199797,78117,39.1
1_Year,70-79,410724,165959,40.41
All,70-79,512935,194112,37.84
1_Month,80-89,16036,2091,13.04
3_Month,80-89,40268,10147,25.2
6_Month,80-89,87299,33519,38.4
1_Year,80-89,159729,66813,41.83
All,80-89,218709,81419,37.23
1_Month,90+,5512,500,9.07
3_Month,90+,12752,2697,21.15
6_Month,90+,22886,8212,35.88
1_Year,90+,38014,16543,43.52
All,90+,57043,21105,37
