name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
Atlit,4.5,ירוק,3.1,10,0,קטן מ-15,ירוק,2022-10-20T00:00:00.000Z,73.95,70.53,53.74,
Newe Daniyyel,1.4,ירוק,0.0,0,0, 0 ,ירוק,2022-10-20T00:00:00.000Z,83.02,76.47,57.54,0.0
Revava,2,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-10-20T00:00:00.000Z,71.28,63.40,40.71,
Modi'in Illit,1.6,ירוק,0.1,4,0,קטן מ-15,ירוק,2022-10-20T00:00:00.000Z,42.29,25.56,12.96,
Abu Rubei'a,2,אפור,0.0,0,0, 0 ,ירוק,2022-10-20T00:00:00.000Z,10.09,8.22,3.03,0.0
Kafar Kama,2.7,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-10-20T00:00:00.000Z,74.06,70.35,55.45,
Tel Sheva,2.1,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-10-20T00:00:00.000Z,32.41,27.73,12.36,
Bat Hefer,2.3,ירוק,1.9,10,0,קטן מ-15,ירוק,2022-10-20T00:00:00.000Z,88.31,85.16,70.61,
Qiryat Arba,2,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-10-20T00:00:00.000Z,62.40,55.35,39.76,
Bi'ne,3.6,ירוק,2.4,2,0,קטן מ-15,ירוק,2022-10-20T00:00:00.000Z,61.37,51.54,28.89,
Majd Al-Kurum,2.4,ירוק,0.6,2,0,קטן מ-15,ירוק,2022-10-20T00:00:00.000Z,74.23,60.20,33.72,
Mi'elya,2,ירוק,0.0,0,0, 0 ,ירוק,2022-10-20T00:00:00.000Z,69.24,64.16,45.89,0.0
Sheikh Dannun,2,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-10-20T00:00:00.000Z,65.63,57.80,32.77,
Abu Ruqayyeq,2.7,אפור,0.0,0,0,קטן מ-15,ירוק,2022-10-20T00:00:00.000Z,13.98,11.93,3.81,
Ashdod,4.9,צהוב,5.7,13,5,156,צהוב,2022-10-20T00:00:00.000Z,70.99,64.31,47.61,6.9
Yavne'el,2.2,ירוק,2.3,5,0,קטן מ-15,ירוק,2022-10-20T00:00:00.000Z,41.26,36.80,25.18,
Shibli-Umm Al-Ghanam,2,ירוק,0.0,0,0, 0 ,ירוק,2022-10-20T00:00:00.000Z,73.57,65.37,41.50,0.0
A'sam,3.2,אפור,0.9,9,0, 0 ,ירוק,2022-10-20T00:00:00.000Z,11.06,9.15,2.67,0.0
Iksal,2.1,ירוק,0.0,0,0, 0 ,ירוק,2022-10-20T00:00:00.000Z,67.47,58.62,32.58,0.0
Beit Jann,2.8,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-10-20T00:00:00.000Z,72.82,60.76,42.35,
Isifya,3.9,ירוק,3.2,9,0,קטן מ-15,ירוק,2022-10-20T00:00:00.000Z,67.64,59.62,39.83,
Betar Illit,2.3,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-10-20T00:00:00.000Z,34.38,24.12,11.91,
Bir Hadage,2,ירוק,0.0,0,0, 0 ,ירוק,2022-10-20T00:00:00.000Z,3.50,2.64,0.95,0.0
Gedera,4.6,ירוק,6.2,11,63,23,צהוב,2022-10-20T00:00:00.000Z,75.14,71.35,53.92,8.0
