section,male,female,period,order_period
0-9,"{'amount': 43, 'percentage': 0.3}","{'amount': 33, 'percentage': 0.2}",שנה,2
0-9,"{'amount': 54, 'percentage': 0.2}","{'amount': 40, 'percentage': 0.2}",מתחילת קורונה,1
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 3, 'percentage': 1.8}",חודש אחרון,5
0-9,"{'amount': 9, 'percentage': 0.5}","{'amount': 12, 'percentage': 0.6}",3 חודשים,4
0-9,"{'amount': 26, 'percentage': 0.5}","{'amount': 20, 'percentage': 0.4}",6 חודשים,3
10-19,"{'amount': 16, 'percentage': 0.3}","{'amount': 20, 'percentage': 0.4}",6 חודשים,3
10-19,"{'amount': 2, 'percentage': 1.2}","{'amount': 2, 'percentage': 1.2}",חודש אחרון,5
10-19,"{'amount': 47, 'percentage': 0.2}","{'amount': 58, 'percentage': 0.3}",מתחילת קורונה,1
10-19,"{'amount': 8, 'percentage': 0.4}","{'amount': 10, 'percentage': 0.5}",3 חודשים,4
10-19,"{'amount': 30, 'percentage': 0.2}","{'amount': 44, 'percentage': 0.3}",שנה,2
20-29,"{'amount': 20, 'percentage': 1}","{'amount': 36, 'percentage': 1.9}",3 חודשים,4
20-29,"{'amount': 1, 'percentage': 0.6}","{'amount': 4, 'percentage': 2.4}",חודש אחרון,5
20-29,"{'amount': 138, 'percentage': 1}","{'amount': 169, 'percentage': 1.2}",שנה,2
20-29,"{'amount': 182, 'percentage': 0.8}","{'amount': 232, 'percentage': 1}",מתחילת קורונה,1
20-29,"{'amount': 49, 'percentage': 0.9}","{'amount': 69, 'percentage': 1.3}",6 חודשים,3
30-39,"{'amount': 547, 'percentage': 2.5}","{'amount': 502, 'percentage': 2.3}",מתחילת קורונה,1
30-39,"{'amount': 391, 'percentage': 2.7}","{'amount': 385, 'percentage': 2.7}",שנה,2
30-39,"{'amount': 4, 'percentage': 2.4}","{'amount': 8, 'percentage': 4.8}",חודש אחרון,5
30-39,"{'amount': 68, 'percentage': 3.5}","{'amount': 65, 'percentage': 3.3}",3 חודשים,4
30-39,"{'amount': 165, 'percentage': 3}","{'amount': 157, 'percentage': 2.9}",6 חודשים,3
40-49,"{'amount': 321, 'percentage': 5.9}","{'amount': 237, 'percentage': 4.3}",6 חודשים,3
40-49,"{'amount': 143, 'percentage': 7.4}","{'amount': 113, 'percentage': 5.8}",3 חודשים,4
40-49,"{'amount': 9, 'percentage': 5.4}","{'amount': 10, 'percentage': 6}",חודש אחרון,5
40-49,"{'amount': 857, 'percentage': 5.9}","{'amount': 605, 'percentage': 4.2}",שנה,2
40-49,"{'amount': 1216, 'percentage': 5.5}","{'amount': 815, 'percentage': 3.7}",מתחילת קורונה,1
50-59,"{'amount': 165, 'percentage': 8.5}","{'amount': 142, 'percentage': 7.3}",3 חודשים,4
50-59,"{'amount': 6, 'percentage': 3.6}","{'amount': 12, 'percentage': 7.2}",חודש אחרון,5
50-59,"{'amount': 1268, 'percentage': 8.8}","{'amount': 877, 'percentage': 6.1}",שנה,2
50-59,"{'amount': 1940, 'percentage': 8.7}","{'amount': 1319, 'percentage': 5.9}",מתחילת קורונה,1
50-59,"{'amount': 433, 'percentage': 7.9}","{'amount': 325, 'percentage': 6}",6 חודשים,3
60-69,"{'amount': 589, 'percentage': 10.8}","{'amount': 452, 'percentage': 8.3}",6 חודשים,3
60-69,"{'amount': 212, 'percentage': 10.9}","{'amount': 167, 'percentage': 8.6}",3 חודשים,4
60-69,"{'amount': 19, 'percentage': 11.4}","{'amount': 18, 'percentage': 10.8}",חודש אחרון,5
60-69,"{'amount': 2696, 'percentage': 12.1}","{'amount': 1785, 'percentage': 8}",מתחילת קורונה,1
60-69,"{'amount': 1596, 'percentage': 11.1}","{'amount': 1159, 'percentage': 8}",שנה,2
70-79,"{'amount': 619, 'percentage': 11.3}","{'amount': 510, 'percentage': 9.3}",6 חודשים,3
70-79,"{'amount': 16, 'percentage': 9.6}","{'amount': 16, 'percentage': 9.6}",חודש אחרון,5
70-79,"{'amount': 2851, 'percentage': 12.8}","{'amount': 2077, 'percentage': 9.3}",מתחילת קורונה,1
70-79,"{'amount': 1673, 'percentage': 11.6}","{'amount': 1370, 'percentage': 9.5}",שנה,2
70-79,"{'amount': 168, 'percentage': 8.7}","{'amount': 197, 'percentage': 10.1}",3 חודשים,4
80-89,"{'amount': 2110, 'percentage': 9.5}","{'amount': 2148, 'percentage': 9.6}",מתחילת קורונה,1
80-89,"{'amount': 534, 'percentage': 9.8}","{'amount': 530, 'percentage': 9.7}",6 חודשים,3
80-89,"{'amount': 16, 'percentage': 9.6}","{'amount': 13, 'percentage': 7.8}",חודש אחרון,5
80-89,"{'amount': 136, 'percentage': 7}","{'amount': 155, 'percentage': 8}",3 חודשים,4
80-89,"{'amount': 1330, 'percentage': 9.2}","{'amount': 1410, 'percentage': 9.8}",שנה,2
90+,"{'amount': 651, 'percentage': 2.9}","{'amount': 1029, 'percentage': 4.6}",מתחילת קורונה,1
90+,"{'amount': 132, 'percentage': 2.4}","{'amount': 258, 'percentage': 4.7}",6 חודשים,3
90+,"{'amount': 40, 'percentage': 2.1}","{'amount': 76, 'percentage': 3.9}",3 חודשים,4
90+,"{'amount': 1, 'percentage': 0.6}","{'amount': 7, 'percentage': 4.2}",חודש אחרון,5
90+,"{'amount': 425, 'percentage': 2.9}","{'amount': 638, 'percentage': 4.4}",שנה,2
